MatrixName,CommSize,Edge,Interior,Dimension,npoints,nnz,AvgNonzerosPerRow,AbsoluteNonZeroSum,Trace,AbsoluteTrace,DiagonalMean,DiagonalNonZeros,DiagonalAverage,FrobeniusNorn,RowVariance,AvgDiagonalDistance,InfinityNorm,MaxNonZeroPerRow,DiagonalSign,lowerBandwidth,upperBandwidth,RowDiagonalDominance,MinNonZeroPerRow,OneNorm,ColumnDiagonalDominance,ColumnVariance,Symmetricity,NonZeroPatternSymmetry,SymmeticInfinityNorm,AntiSymmetricFrobeniusNorm,SymmetricFrobeniusNorm,AntiSymmerticInfinityNorm
nasa1824.petsc,1,10,10,1824,30,37574.4,20.6,1.89E+09,5.45E+08,5.45E+08,298903,1824,4916.15,3.65E+08,2.02E+10,76.852,883148,2,2,170,172,0,1,4.20E+06,0,2.20E+08,1,1,883148,0,2.57E+08,0
nasa2146.petsc,1,10,10,2146,30,74680.8,34.8,4.45E+10,1.21E+10,1.21E+10,5.64E+06,2146,78914.1,6.23E+09,5.33E+12,51.0296,1.97E+07,1,2,81,81,0,1,3.88E+07,0,3.93E+10,1,1,1.97E+07,0,4.95E+09,0
nasa2910.petsc,1,10,10,2910,30,76242,26.2,2.23E+10,4.70E+09,4.70E+09,1.61E+06,2910,16647.7,6.93E+09,3.54E+12,179.087,1.81E+07,1,2,826,260,0,1,4.68E+07,0,1.95E+10,1,1,1.81E+07,0,5.47E+09,0
nasa4704.petsc,1,10,10,4704,30,83731.2,17.8,8.55E+09,1.64E+09,1.64E+09,348530,4704,2222.76,1.65E+09,6.24E+10,134.792,2.14E+06,1,2,395,275,0,1,6.40E+06,0,2.63E+08,1,1,2.14E+06,0,1.18E+09,0
nasasrb.petsc,1,10,10,54870,30,2.36E+06,43,3.00E+12,1.42E+12,1.42E+12,2.59E+07,54870,14155.8,4.24E+11,4.07E+13,329.102,1.81E+08,1,2,747,794,0,1,5.60E+08,0,1.09E+10,1,1,1.81E+08,0,3.50E+11,0
nc2010.petsc,1,10,10,288987,30,1.24E+06,4.3,5.12E+10,0,0,0,0,#NAME?,1.11E+10,0,1110.28,63698,0,0,114550,107468,0,0,658777,0,50924.5,1,1,63698,0,0,0
ncvxbqp1.petsc,1,10,10,50000,30,350000,7,1.30E+10,-4.38E+09,4.38E+09,-87551.5,50000,52.5311,1.94E+09,8.51E+08,12821.1,474999,1,-3,33333,33333,0,1,524999,0,302274,1,1,474999,0,1.46E+09,0
ncvxqp1.petsc,1,10,10,12111,30,70243.8,5.8,3.26E+12,5.73E+14,-7.58E+12,4.73E+10,2825.9,-6.65E+06,2.39E+12,3.88E+16,3507.02,1.71E+09,1,-3,11107,8835,0,0,1.71E+09,0,3.21E+13,1,1,1.71E+09,0,8.03E+13,0
ncvxqp3.petsc,1,10,10,75000,30,510000,6.8,7.66E+09,1.12E+09,1.22E+09,14950.8,42500,11.4821,1.38E+09,7.29E+07,24886,58356,1,-3,69996,53648,0,0,195257,0,45032.1,1,1,58356,0,6.40E+08,0
ncvxqp5.petsc,1,10,10,62500,30,425000,6.8,1.01E+10,-8.50E+08,1.28E+09,-13594,37500,16.4409,1.56E+09,2.22E+08,19539.2,95427,1,-3,59996,58428,0,0,286283,0,99836,1,1,95427,0,9.32E+08,0
ncvxqp7.petsc,1,10,10,87500,30,350000,4,4.06E+09,-1.26E+09,1.26E+09,-14353.2,35000,12.3034,1.23E+09,9.68E+07,33020.8,73183,1,-3,79996,63580,0,0,266828,0,22421.4,1,1,73183,0,8.61E+08,0
ncvxqp9.petsc,1,10,10,16554,30,51317.4,3.1,100979,14752.4,10484.2,0.891165,7173.4,0.00264867,19795.7,0.210032,7690.48,4,1,-1,15050,11130,0,0,21,0,0.000863638,1,1,4,0,9381.37,0
nd12k.petsc,1,10,10,36000,30,306000,8.5,4.12E+06,987820,973200,27.4395,36000,0.0225278,549540,89.3453,2.52,142,1,2,6,5,0,1,176,0,0.0647296,1,1,142,0,344534,0
nd2010.petsc,1,10,10,133769,30,882875,6.6,7.54E+10,0,0,0,0,#NAME?,1.57E+10,0,972.864,78383,0,0,50803,5278,0,0,3.82E+06,0,1.03E+06,1,1,78383,0,0,0
nd24k.petsc,1,10,10,72000,30,1.46E+06,20.3,1.23E+08,2.72E+07,2.72E+07,377.723,72000,0.157208,1.62E+07,19707.5,782.472,2707,1,2,14809,24895,0,1,2720,0,6.99795,1,1,2707,0,1.01E+07,0
nd3k.petsc,1,10,10,9000,30,72000,8,879300,237389,232800,26.3766,9000,0.0862222,127359,79.0118,2.58571,180,1,2,5,5,0,1,180,0,0.222525,1,1,180,0,81594.9,0
nd6k.petsc,1,10,10,18000,30,156600,8.7,2.28E+06,538953,529800,29.9418,16800,0.0525595,324230,150.616,2.57143,172,1,-1,5,5,0,1,178,0,0.180266,1,1,172,0,223921,0
ne2010.petsc,1,10,10,193352,30,908754,4.7,3.51E+10,0,0,0,0,#NAME?,8.22E+09,0,1230.21,85340,0,0,7305,20126,0,0,674569,0,93508.4,1,1,85340,0,0,0
nemeth01.petsc,1,10,10,9506,30,78899.8,8.3,382141,-115468,111220,-12.1468,9506,0.036924,51490.6,13.4875,7.43836,40,1,-2,24,15,0,1,70,0,0.0308619,1,1,40,0,35710.8,0
nemeth02.petsc,1,10,10,9506,30,0,0,0,-1503.16,0,-0.158127,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,474.551,0
nemeth03.petsc,1,10,10,9506,30,0,0,0,-1503.64,0,-0.158178,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,474.376,0
nemeth04.petsc,1,10,10,9506,30,0,0,0,-1505.59,0,-0.158383,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,475.314,0
nemeth05.petsc,1,10,10,9506,30,0,0,0,-1507.09,0,-0.158541,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,475.471,0
nemeth06.petsc,1,10,10,9506,30,0,0,0,-1509.24,0,-0.158767,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,475.711,0
nemeth07.petsc,1,10,10,9506,30,0,0,0,-1512.28,0,-0.159087,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,476.08,0
nemeth08.petsc,1,10,10,9506,30,0,0,0,-1516.6,0,-0.159542,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,476.666,0
nemeth09.petsc,1,10,10,9506,30,0,0,0,-1522.74,0,-0.160187,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,477.618,0
nemeth10.petsc,1,10,10,9506,30,0,0,0,-1531.43,0,-0.161102,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,479.204,0
nemeth11.petsc,1,10,10,9506,30,0,0,0,-1556.21,0,-0.163708,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,498.11,0
nemeth12.petsc,1,10,10,9506,30,0,0,0,-1578.46,0,-0.166048,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,511.494,0
nemeth13.petsc,1,10,10,9506,30,0,0,0,-1609.36,0,-0.1693,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,533.353,0
nemeth14.petsc,1,10,10,9506,30,0,0,0,-1651.68,0,-0.173751,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,568.579,0
nemeth15.petsc,1,10,10,9506,30,0,0,0,-1708.14,0,-0.179691,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,623.107,0
nemeth16.petsc,1,10,10,9506,30,0,0,0,-1780.02,0,-0.187252,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,701.221,0
nemeth17.petsc,1,10,10,9506,30,0,0,0,-2017.68,0,-0.212254,0,#NAME?,0,0,#NAME?,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,871.202,0
nemeth18.petsc,1,10,10,9506,30,0,0,0,-2164.85,0,-0.227735,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,991.862,0
nemeth19.petsc,1,10,10,9506,30,0,0,0,-2308.05,0,-0.2428,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,1099.06,0
nemeth20.petsc,1,10,10,9506,30,0,0,0,-2417.28,0,-0.25429,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,1185.51,0
nemeth21.petsc,1,10,10,9506,30,0,0,0,-2462.47,0,-0.259044,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,1258.04,0
nemeth22.petsc,1,10,10,9506,30,0,0,0,-2624.68,0,-0.276108,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,1510.61,0
nemeth23.petsc,1,10,10,9506,30,0,0,0,-2608.52,0,-0.274408,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,1525.04,0
nemeth24.petsc,1,10,10,9506,30,0,0,0,-2598.66,0,-0.27337,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,1525.57,0
nemeth25.petsc,1,10,10,9506,30,0,0,0,-1584.02,0,-0.166634,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,720.378,0
nemeth26.petsc,1,10,10,9506,30,0,0,0,-1584.01,0,-0.166633,0,#NAME?,0,0,#NAME?,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,720.378,0
net100.petsc,1,10,10,29920,30,969408,32.4,9.23E+09,8.95E+08,8.95E+08,29919,29920,29.999,6.59E+08,8.95E+07,10256.4,59838,1,2,25500,19130,0,1,1.36E+06,0,161730,1,1,59838,0,2.83E+08,0
net125.petsc,1,10,10,36720,30,1.72E+06,46.8,1.77E+10,1.35E+09,1.35E+09,36719,36720,29.9992,1.15E+09,1.35E+08,13578.1,73438,1,2,31075,32347,0,1,2.10E+06,0,265711,1,1,73438,0,4.26E+08,0
net150.petsc,1,10,10,43520,30,1.80E+06,41.3,2.94E+10,1.89E+09,1.89E+09,43519,43520,29.9993,1.73E+09,1.89E+08,13844.5,87038,1,2,36649,42397,0,1,3.01E+06,0,363691,1,1,87038,0,5.99E+08,0
net25.petsc,1,10,10,9520,30,270368,28.4,1.44E+09,9.06E+07,9.06E+07,9519,9520,29.9968,9.23E+07,9.06E+06,2988.24,19038,1,2,8775,8297,0,1,304452,0,98402.6,1,1,19038,0,2.87E+07,0
net4-1.petsc,1,10,10,88343,30,1.98E+06,22.4,1.31E+11,7.80E+09,7.80E+09,88342,88343,29.9997,9.18E+09,9.16E+08,23664.1,265026,2,2,88314,88314,0,1,8.72E+07,0,1.22E+06,1,1,265026,0,2.67E+09,0
net50.petsc,1,10,10,16320,30,522240,32,4.18E+09,2.66E+08,2.66E+08,16319,16320,29.9982,2.58E+08,2.79E+07,5381.55,32638,1,2,14350,15287,0,1,541370,0,152359,1,1,32638,0,8.62E+07,0
net75.petsc,1,10,10,23120,30,929424,40.2,8.27E+09,5.35E+08,5.35E+08,23119,23120,29.9987,5.03E+08,5.72E+07,9142.97,46238,1,2,19924,21306,0,1,1.14E+06,0,204488,1,1,46238,0,1.75E+08,0
netscience.petsc,1,10,10,1589,30,476.7,0.3,476.7,0,0,0,0,#NAME?,275.223,0,251.667,4,0,0,1523,753,0,0,6,0,0.000188798,1,1,4,0,0,0
netz4504.petsc,1,10,10,1961,30,4902.5,2.5,4.66E+06,0,0,0,0,#NAME?,1.14E+06,0,46.12,7833,0,0,60,604,0,0,8732,0,1721.52,1,1,7833,0,0,0
netz4504_dual.petsc,1,10,10,615,30,2214,3.6,784125,0,0,0,0,#NAME?,149184,0,13.2778,2449,0,0,30,42,0,0,3053,0,951.488,1,1,2449,0,0,0
nh2010.petsc,1,10,10,48837,30,229534,4.7,1.31E+10,0,0,0,0,#NAME?,2.75E+09,0,1784.89,14308,0,0,5057,6431,0,0,998948,0,647707,1,1,14308,0,0,0
nj2010.petsc,1,10,10,169588,30,881858,5.2,1.59E+10,0,0,0,0,#NAME?,3.22E+09,0,4148.79,41979,0,0,11778,10286,0,0,364358,0,21294,1,1,41979,0,0,0
nlpkkt120.petsc,1,10,10,3.54E+06,30,9.49E+07,26.8,1.41E+09,5.11E+06,4.25E+06,1.44134,826560,4.36E-05,2.30E+08,1.86255,1.77E+06,7,1,-1,1.81E+06,1.79E+06,0,0,407,0,0.0119352,1,1,7,0,5.30E+06,0
nlpkkt160.petsc,1,10,10,8.35E+06,30,2.30E+08,27.5,3.36E+09,9.44E+06,7.79E+06,1.13163,1.39E+06,2.01E-05,5.43E+08,1.63978,4.18E+06,8,1,-1,4.25E+06,4.22E+06,0,0,408,0,0.00507197,1,1,8,0,1.13E+07,0
nlpkkt200.petsc,1,10,10,1.62E+07,30,4.43E+08,27.3,6.53E+09,1.30E+07,9.74E+06,0.803079,1.62E+06,1.11E-05,1.06E+09,1.07135,8.14E+06,7,1,-1,8.24E+06,8.22E+06,0,0,407,0,0.0026061,1,1,7,0,1.89E+07,0
nlpkkt240.petsc,1,10,10,2.80E+07,30,7.73E+08,27.6,1.13E+10,3.81E+07,3.08E+07,1.35968,5.60E+06,5.89E-06,1.82E+09,1.80448,1.40E+07,7,1,-1,1.42E+07,1.42E+07,0,0,407,0,0.00151215,1,1,7,0,4.21E+07,0
nlpkkt80.petsc,1,10,10,1.06E+06,30,2.83E+07,26.6,4.22E+08,1.19E+06,991573,1.11771,177067,0.000158133,6.91E+07,1.58174,527339,7,1,-1,550481,540706,0,0,407,0,0.0397933,1,1,7,0,1.41E+06,0
nm2010.petsc,1,10,10,168609,30,876767,5.2,1.02E+11,0,0,0,0,#NAME?,2.63E+10,0,3015.65,32097,0,0,12529,12436,0,0,3.82E+06,0,1.45E+06,1,1,32097,0,0,0
nmos3.petsc,1,10,10,18588,30,131975,7.1,8.76E+09,947623,936216,50.9804,17348.8,0.0870954,4.91E+09,1305.37,3942.89,258,1,-1,12592,2800,0,0,8.63E+08,0,3.75E+07,0,1,258,0,674734,0
nnc1374.petsc,1,10,10,1374,30,4671.6,3.4,732067,0.000506333,0,3.69E-07,0,#NAME?,146194,462.131,26.0588,432,1,-1,104,105,0,0,3560,0,82.2533,0,0,646,20817.6,21011.9,0
nnc261.petsc,1,10,10,261,30,809.1,3.1,101007,0.0245127,0,9.39E-05,0,#NAME?,21017.1,2071.01,17.9355,432,1,0,50,50,0,0,1780,0,248.358,0,0,646,5389.58,9481.22,0
nnc666.petsc,1,10,10,666,30,1132.2,1.7,44155.8,0.0038628,0,5.80E-06,0,#NAME?,22747.9,0,24.8235,432,0,-1,71,63,0,0,1780,0,17.4955,0,0,646,33.3,33.3,0
nopoly.petsc,1,10,10,10774,30,65721.4,6.1,198242,103430,103430,9.6,10774,0.026731,36789.7,9.92,2590.75,18,1,2,9372,10245,0,1,32,1,0.0108234,1,1,18,0,33933.8,0
nopss_11k.petsc,1,10,10,11685,30,44403,3.8,2.52E+06,258040,1.33E+06,22.083,9348,0.364035,807545,2465.4,892.4,1147,2,-3,6963,6088,0,0,2289,0,4.08765,0,0,1147,0,570484,0
nopss_11k_C.petsc,1,10,10,1,30,0,0,0,0,0,0,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,0,0,0
nopss_11k_E.petsc,1,10,10,11685,30,4674,0.4,2.24E+07,2726.5,2726.5,0.233333,779,0.00898588,1.29E+07,0,2.5,6,0,-1,4,2,0,0,13912,0,1037.14,1,1,6,0,0,0
nos1.petsc,1,10,10,237,28,1042.8,4.4,1.88E+11,9.42E+10,9.42E+10,3.97E+08,237,4.69E+07,6.19E+10,4.53E+16,3,2.53E+09,2,2,4,4,0,1,2.53E+09,0,2.89E+15,1,1,2.53E+09,0,5.05E+10,0
nos2.petsc,1,10,10,957,30,3349.5,3.5,8.38E+11,2.26E+13,-6.07E+11,2.36E+10,669.9,-2.84E+07,2.20E+11,2.62E+13,3,1.27E+09,1,-1,4,4,0,0,1.27E+09,0,5.53E+14,1,1,1.27E+09,0,1.30E+13,0
nos3.petsc,1,10,10,960,30,11616,12.1,485568,154941,154432,161.397,960,5.02708,71928.3,3994.07,33.1351,478,2,2,43,43,0,1,760,0,58.5381,1,1,478,0,60968.8,0
nos4.petsc,1,10,10,100,28,0,0,0,29.4376,0,0.294376,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,10.1001,0
nos5.petsc,1,10,10,468,30,4446,9.5,2.02E+08,9.56E+07,9.56E+07,204196,468,13089.5,4.44E+07,8.18E+09,30.0941,448860,1,2,138,176,0,1,660960,0,1.92E+08,1,1,448860,0,4.23E+07,0
nos6.petsc,1,10,10,675,30,1822.5,2.7,1.35E+09,2.25E+08,2.25E+08,333337,675,14815,4.58E+08,3.60E+11,14.5882,4.00E+06,1,2,30,30,0,1,8.00E+06,1,6.82E+09,1,1,4.00E+06,0,4.05E+08,0
nos7.petsc,1,10,10,729,30,2770.2,3.8,451980,75361.3,75330,103.376,170.1,18.2246,103610,17100,31.9677,600,1,-1,81,81,0,0,1200,1,277.473,1,1,600,0,95330,0
ns3Da.petsc,1,10,10,20414,30,0,0,0,1800.36,0,0.0881925,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,986.253,0
nv2010.petsc,1,10,10,84538,30,498774,5.9,7.53E+10,0,0,0,0,#NAME?,1.71E+10,0,4468.27,0,0,0,55545,56744,0,0,6.28E+06,0,4.83E+06,1,1,0,0,0,0
ny2010.petsc,1,10,10,350169,30,2.14E+06,6.1,1.73E+11,0,0,0,0,#NAME?,6.33E+10,0,2790.84,31631,0,0,9095,11400,0,0,3.97E+06,0,933755,1,1,31631,0,0,0
obstclae.petsc,1,10,10,40000,30,200000,5,320000,73333.3,53333.3,1.83333,13333.3,0.003,56568.5,1.58178,100.5,4,1,-1,200,200,0,0,8,1,0.000500012,1,1,4,0,53126.3,0
odepa400.petsc,1,10,10,400,30,1200,3,1600,-772.933,773.333,-1.93233,386.667,0.15,309.839,0.4,1,5,1,-1,399,1,0,1,7,0,0.0150376,0,0,5,0,252.982,0
odepb400.petsc,1,10,10,400,30,0,0,0,7.59E-12,0,1.90E-14,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.51E-12,0
offshore.petsc,1,10,10,259789,30,4.13E+06,15.9,9.05E+14,1.17E+15,-2.33E+14,4.51E+09,147214,-182657,1.57E+14,8.67E+15,7123.47,2.95E+09,1,-1,135991,80535,0,0,1.19E+10,0,1.40E+13,1,1,2.95E+09,0,3.67E+14,0
oh2010.petsc,1,10,10,365344,30,1.42E+06,3.9,2.38E+10,0,0,0,0,#NAME?,5.30E+09,0,4139.36,205561,0,0,264729,8815,0,0,923887,0,5750.48,1,1,205561,0,0,0
ohne2.petsc,1,10,10,181343,30,870446,4.8,3.97E+10,2.46E+08,2.46E+08,1358.51,181343,0.224652,2.07E+10,4.70E+06,19130.9,18293,1,2,121188,60379,0,1,2.20E+09,0,716255,1,1,18293,0,3.93E+08,0
oilpan.petsc,1,10,10,73752,30,2.18E+06,29.5,3.58E+11,6.15E+10,6.15E+10,833523,73752,339.051,5.82E+10,2.06E+11,593.832,4.02E+06,1,2,1971,1669,0,1,2.52E+07,0,8.45E+07,1,1,4.02E+06,0,3.34E+10,0
ok2010.petsc,1,10,10,269118,30,2.15E+06,8,1.38E+11,0,0,0,0,#NAME?,2.52E+10,0,3693.82,25402,0,0,150217,10225,0,0,5.34E+06,0,326260,1,1,25402,0,0,0
olafu.petsc,1,10,10,16146,30,1.08E+06,66.9,8.94E+11,4.63E+11,4.63E+11,2.87E+07,16146,53307.2,1.38E+11,4.29E+13,176.205,4.29E+08,1,2,466,493,0,1,1.01E+09,0,4.50E+10,1,1,4.29E+08,0,1.06E+11,0
olesnik0.petsc,1,10,10,88263,30,264789,3,291268,300707,276557,3.40694,26478.9,0.00355,56515.9,0.122127,45752.6,33,1,-1,61160,57758,0,0,39,0,4.65E-05,1,1,33,0,40871.4,0
olm100.petsc,1,10,10,100,30,300,3,52400,-2425.36,2400,-24.2536,50,14.4,13051.2,4626.1,1.8,1048,2,-2,2,3,0,0,948,0,1720.55,0,0,572,4746.16,4868.31,0
olm1000.petsc,1,10,10,1000,30,3000,3,4.27E+07,-2.71E+06,2.71E+06,-2710.44,533.333,152.43,1.13E+07,6.79E+06,1.83333,101720,1,-2,2,3,0,0,91553,0,1.28E+06,0,0,55943,1.14E+06,1.69E+06,0
olm2000.petsc,1,10,10,2000,30,6000,3,2.76E+08,-2.30E+07,2.30E+07,-11503.6,1133.33,304.5,7.86E+07,2.88E+07,1.86957,406089,1,-2,2,3,0,0,365485,0,7.73E+06,0,0,223345,0,1.07E+07,0
olm500.petsc,1,10,10,500,29,1500,3,4.34E+06,-351000,350621,-701.999,275.862,73.718,1.24E+06,121202,1.86957,25527,1,-2,2,3,0,0,22980,0,122464,0,0,14035,351818,392571,0
olm5000.petsc,1,10,10,5000,30,15000,3,4.31E+09,-3.59E+08,3.59E+08,-71824.2,2833.33,760.488,1.23E+09,1.12E+09,1.86957,2.54E+06,1,-2,2,3,0,0,2.28E+06,0,1.21E+08,0,0,1.39E+06,0,1.68E+08,0
onera_dual.petsc,1,10,10,85567,30,325155,3.8,2.30E+10,1.49E+09,1.49E+09,17376.6,34226.8,15.2307,3.90E+09,1.15E+08,5001.66,427819,1,-1,53476,34014,0,0,450541,0,242396,1,1,427819,0,9.19E+08,0
onetone1.petsc,1,10,10,36057,30,158651,4.4,5.19E+07,-2.09E+06,2.09E+06,-58.0045,12019,0.144521,1.54E+07,10020,216.738,1001,1,-1,881,915,0,0,8115,0,50.5361,1,1,1001,0,3.61E+06,0
onetone2.petsc,1,10,10,36057,30,158651,4.4,5.19E+07,-2.09E+06,2.09E+06,-58.0045,12019,0.144521,1.54E+07,10020,216.738,1001,1,-1,881,915,0,0,8115,0,50.5361,1,1,1001,0,3.61E+06,0
opt1.petsc,1,10,10,15449,30,1.40E+06,90.8,1.04E+10,8.00E+06,8.00E+06,517.767,5664.63,2.7421,4.07E+08,822996,392.55,139029,1,-1,1231,1261,0,0,1.25E+06,0,446852,1,1,139029,0,1.40E+07,0
or2010.petsc,1,10,10,196621,30,1.36E+06,6.9,8.39E+10,0,0,0,0,#NAME?,1.70E+10,0,5338.28,41632,0,0,170078,13134,0,0,2.39E+06,0,381216,1,1,41632,0,0,0
orani678.petsc,1,10,10,2529,30,2529,1,3034.8,-1011.59,1011.6,-0.399998,1011.6,0.0118624,1011.6,0.02,1369,1,1,-1,2301,1376,0,0,5,0,0.000632445,1,1,1,0.00229094,357.655,0
orsirr_1.petsc,1,10,10,1030,30,6695,6.5,1.05E+08,-4.04E+07,4.04E+07,-39250.2,1030,1143.2,3.24E+07,7.16E+08,31.4909,266785,1,-2,514,174,0,1,400572,0,9.61E+06,0,1,225117,4.29E+06,2.57E+07,0
orsirr_2.petsc,1,10,10,886,30,5670.4,6.4,2.79E+07,-9.90E+06,9.90E+06,-11175.7,886,378.394,7.16E+06,4.83E+07,30.7778,53549,2,-2,514,326,0,1,78739,0,737002,0,1,53549,652601,6.07E+06,0
orsreg_1.petsc,1,10,10,2205,30,14773.5,6.7,6.51E+07,-3.42E+07,3.42E+07,-15519.9,2205,211.152,1.30E+07,1.75E+07,146.965,16704,1,-2,441,441,0,1,36001,0,158184,0,1,16705,0,9.23E+06,0
oscil_dcop_01.petsc,1,10,10,430,30,774,1.8,616491,5.82E+06,5.82E+06,13539,286.667,1416.84,189423,79997,105.364,100000,1,-1,170,202,0,0,200000,0,4520.53,0,0,100000,0,121644,0
pa2010.petsc,1,10,10,421545,30,2.15E+06,5.1,1.02E+11,0,0,0,0,#NAME?,2.29E+10,0,3216.73,61682,0,0,412283,10661,0,0,1.71E+06,0,69732,1,1,61682,0,0,0
oscil_dcop_02.petsc,1,10,10,430,30,731,1.7,616448,5.82E+06,5.82E+06,13538.8,272.333,1491.39,189423,79998.9,105.364,100000,1,-1,170,202,0,0,200000,0,4520.53,0,0,100000,0,121631,0
oscil_dcop_03.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14613,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
oscil_dcop_04.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14613.1,307.143,1332.14,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,0,0,100000,0,4.31E+06,0
oscil_dcop_05.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14613.4,307.143,1332.17,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,0,0,100000,0,4.31E+06,0
oscil_dcop_06.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14613.1,307.143,1332.14,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,0,0,100000,0,4.31E+06,0
oscil_dcop_07.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14613,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,0,0,100000,0,4.31E+06,0
oscil_dcop_08.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14613,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
oscil_dcop_09.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14612.9,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
oscil_dcop_10.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14612.9,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
oscil_dcop_11.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14612.9,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
oscil_dcop_12.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14612.9,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
oscil_dcop_13.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14612.9,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
oscil_dcop_14.petsc,1,10,10,430,28,946,2.2,9.37E+06,6.28E+06,6.28E+06,14612.9,291.786,1402.24,6.09E+06,1.00E+08,102.067,100000,2,-1,172,202,0,0,200000,0,4.67E+06,1,1,100000,0,4.31E+06,0
