% Generated on 2015-12-03 17:28:05,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../petsc/anamod-features -p ../petsc/timing/aciss -n petsc_anamod_aciss -b 10"
@RELATION petsc_data
@ATTRIBUTE lambda-max-by-magnitude-im NUMERIC
@ATTRIBUTE right-bandwidth NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE symmetry NUMERIC
@ATTRIBUTE n-dummy-rows NUMERIC
@ATTRIBUTE blocksize NUMERIC
@ATTRIBUTE max-nnzeros-per-row NUMERIC
@ATTRIBUTE diag-definite NUMERIC
@ATTRIBUTE avgnnzprow NUMERIC
@ATTRIBUTE lambda-max-by-magnitude-re NUMERIC
@ATTRIBUTE ellipse-cy NUMERIC
@ATTRIBUTE nnzup NUMERIC
@ATTRIBUTE ruhe75-bound NUMERIC
@ATTRIBUTE avg-diag-dist NUMERIC
@ATTRIBUTE nnz NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-re NUMERIC
@ATTRIBUTE lambda-max-by-im-part-im NUMERIC
@ATTRIBUTE left-bandwidth NUMERIC
@ATTRIBUTE norm1 NUMERIC
@ATTRIBUTE sigma-min NUMERIC
@ATTRIBUTE upband NUMERIC
@ATTRIBUTE n-struct-unsymm NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-im NUMERIC
@ATTRIBUTE diagonal-average NUMERIC
@ATTRIBUTE diagonal-dominance NUMERIC
@ATTRIBUTE dummy-rows NUMERIC
@ATTRIBUTE ritz-values-r NUMERIC
@ATTRIBUTE symmetry-snorm NUMERIC
@ATTRIBUTE symmetry-fanorm NUMERIC
@ATTRIBUTE symmetry-fsnorm NUMERIC
@ATTRIBUTE colours NUMERIC
@ATTRIBUTE lambda-max-by-im-part-re NUMERIC
@ATTRIBUTE col-variability NUMERIC
@ATTRIBUTE trace-abs NUMERIC
@ATTRIBUTE ritz-values-c NUMERIC
@ATTRIBUTE nnzeros NUMERIC
@ATTRIBUTE diag-zerostart NUMERIC
@ATTRIBUTE loband NUMERIC
@ATTRIBUTE positive-fraction NUMERIC
@ATTRIBUTE trace NUMERIC
@ATTRIBUTE min-nnzeros-per-row NUMERIC
@ATTRIBUTE diagonal-sign NUMERIC
@ATTRIBUTE row-variability NUMERIC
@ATTRIBUTE nrows NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE colour-offsets NUMERIC
@ATTRIBUTE n-colours NUMERIC
@ATTRIBUTE relsymm NUMERIC
@ATTRIBUTE diagonal-variance NUMERIC
@ATTRIBUTE departure NUMERIC
@ATTRIBUTE nnzlow NUMERIC
@ATTRIBUTE n-nonzero-diags NUMERIC
@ATTRIBUTE sigma-max NUMERIC
@ATTRIBUTE dummy-rows-kind NUMERIC
@ATTRIBUTE kappa NUMERIC
@ATTRIBUTE n-ritz-values NUMERIC
@ATTRIBUTE colour-set-sizes NUMERIC
@ATTRIBUTE sigma-diag-dist NUMERIC
@ATTRIBUTE symmetry-anorm NUMERIC
@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lee95-bound NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE trace-asquared NUMERIC
@ATTRIBUTE solver {"89565283","8793455","90197667","49598909","91036839","45869639","45869638","45869637","47942867","89269802","89269803","89269801","89269804","59072883","59072882","59072881","7285381","7285384","59072884","49598911","49598910","49598912","30870721","36025723","36025722","53302993","30870720","64278029","36025724","44526267","8793454","8793456","8793453","17734818","32168839","32168838","57331597","95762352","57331599","57331598","32168837","88865078","88865079","49834417","49834419","49834418","88865076","88865077","11256942","11256943","11256941","42851841","11256944","31459546","17887723","91845162","53362206","95762355","12321508","75830644","57331600","43373444","95762353","43373441","43373442","43373443","91068411","91068410","5890861","85483012","5890863","5890862","18868444","18868441","18868443","18868442","91068408","47942864","47942865","47942866","91068409","8520536","5890860","82456576","29030069","95762354","90783920","99720138","29030071","29030070","29030072","85490469","30870723","30870722","26415435","26415434","26415433","26415432","13323659","45869640","36564233","68908713","7285382","36564232","7285383","75830645","36564234","81986705","29553941","29553943","29553942","69654761","29553944","69654763","69654762","32874609","32168840","90197664","90197665","90197666","69654760","37052870","37052871","19932321","19932323","19932322","19932324","80361466","80361467","80361464","80361465","49834420","1216556","38678404","38678401","38678402","38678403","32874611","32874610","32874612","44114477","44114476","44114479","44114478","36564235","36025721","75830647","75830646","85490471","85490470","85490472","18524981","37052869","37052868"}
@ATTRIBUTE class {good,bad}
@DATA
?,1801,6,?,?,76,1310,?,6,1.174299,?,5681,0.007170657,793.8216,11258,0.002308828,?,1763,1.644563,0.01869094,1801,?,?,0.002528493,-1.0,?,?,?,?,?,?,1.174299,98.9454,4.584158,?,11258,1813,1763,0.6235294,4.584158,2,1,98.9454,1813,?,?,7,?,0.007889988,0.001603503,3764,3127,1.174299,?,101.9332,85,?,1328154.0,?,1.08715,?,0.08714952,4.257988,1.644563,?,1.174299,1813,?,"29030070",good
?,26735,4,?,?,1,6,1,4,0.0008980308,?,63286,2.770358,17492.32,166453,0.0008980308,?,32907,4.00089,2.771271,26735,10276,?,0.002773158,-2.079102,?,?,2.007109,95.01323,93.72227,?,0.0008980308,3.210354,93.90189,?,166453,33861,32907,1.0,93.90189,3,2,3.210354,33861,?,?,6,0.9382649,0.006539451,122.9064,69306,2173,2.778477,?,182.3608,9,?,1014362000.0,2.020373,0.01789649,0.1665113,0.01862634,133.4593,2.107492,132.5413,0.03652874,33861,-243.6498,"37052868",good
?,4535,4,?,?,2358,13,?,4,1.626303e-19,?,9607,2918253.0,2407.643,24786,1.626303e-19,?,5307,2318570.0,940915.0,4535,?,?,0.03472464,-4571852.0,?,?,?,?,?,?,1.626303e-19,28.0523,184.3184,?,24786,2386,5307,0.5,184.3184,2,1,26.14339,5308,?,?,6,?,2.515971,8662141.0,9871,7949,3018253.0,?,202.0765,240,?,14945860.0,?,666.7146,100000.0,-42.78315,8663298.0,4571852.0,?,490.4011,5308,?,"29030070",good
?,4535,4,?,?,2358,13,?,4,?,?,9614,2934953.0,2408.001,24779,?,?,5307,2331432.0,1010650.0,4535,19405,?,0.03453103,-4597674.0,?,?,2298838.0,6109023.0,6107386.0,?,?,27.59381,183.2907,?,24779,2386,5307,0.525,183.2907,2,1,26.44863,5308,?,?,6,0.2168772,2.501867,8637145.0,9857,7953,3034953.0,?,177.9206,240,?,14946320.0,2298838.0,593.5356,100000.0,-19.76611,8638306.0,4597674.0,8637148.0,489.9339,5308,-20000880000.0,"37052868",good
?,4535,4,?,?,2358,13,?,4,-6.505213e-19,?,9604,2903055.0,2408.11,24774,-6.505213e-19,?,5307,2306860.0,1008099.0,4535,19400,?,0.03483541,-4548316.0,?,?,2274159.0,6152279.0,6150653.0,?,454.4933,28.74852,184.9063,?,24774,2386,5307,0.5666667,184.9063,2,1,26.21601,5308,?,?,6,0.216921,2.52404,8698335.0,9862,7949,3003055.0,?,183.7328,240,?,14947630.0,2274159.0,578.0192,100000.0,-33.75062,8699487.0,4548316.0,8698337.0,490.1379,5308,-20000880000.0,"69654763",good
?,?,15,?,6,1,34,1,15,101958100.0,?,?,4301335000.0,82.5,39098,29.87645,?,165,13519480000.0,7847540000.0,?,?,?,279823800.0,-4188656000.0,?,?,?,?,?,?,14309560.0,18.61094,7.185874e+11,?,39098,2568,165,1.0,7.185874e+11,1,2,17.11548,2568,?,?,13,?,620433600.0,26817470000.0,36530,166,8700620000.0,1,1.703306,49,?,29521.25,?,1426420000.0,1575466000.0,4612476000.0,43689530000.0,11618800000.0,?,5518466000.0,2568,?,"37052868",good
?,18819,22,?,60,33,64,?,22,-0.7326431,?,39304,17.81801,4280.93,799064,-0.7326431,?,19503,34.01184,19.55117,18819,762756,?,0.001888043,-32.32121,?,?,32.66232,268.5701,268.8942,?,1.978819,300.0004,66.36848,?,799064,19274,19503,0.375,-53.84781,1,?,300.0004,35152,?,?,19,0.04543816,0.04315163,351.0227,724608,11919,19.90955,1,1.086155,16,?,37217170.0,32.66232,2.001519,2.024554,0.02733165,380.0447,32.32121,379.8155,2.03054,35152,174.1978,"29030070",good
?,276,33,?,?,2,75,1,33,1853688000.0,?,26455,317286500.0,138.2495,54543,1.191579,?,276,2785983000.0,1033067000.0,276,?,?,110151500.0,-1258496000.0,?,?,?,?,?,?,1853688000.0,16.79706,1.798774e+11,?,54543,1633,276,1.0,1.798774e+11,8,2,16.79706,1633,?,?,23,?,168080200.0,1.443024,26455,553,1853688000.0,?,1.372742,21,?,44596.94,?,251667000.0,?,1602021000.0,11317460000.0,2785983000.0,?,1853688000.0,1633,?,"29030070",bad
?,276,33,?,?,2,75,1,33,1853688000.0,?,26455,317286500.0,138.2495,54543,1.191579,?,276,2785983000.0,1033067000.0,276,?,?,110151500.0,-1258496000.0,?,?,?,?,?,?,1853688000.0,16.79706,1.798774e+11,?,54543,1633,276,1.0,1.798774e+11,8,2,16.79706,1633,?,?,23,?,168080200.0,1.443024,26455,553,1853688000.0,?,1.372742,21,?,44596.94,?,251667000.0,?,1602021000.0,11317460000.0,2785983000.0,?,1853688000.0,1633,?,"37052868",good
?,14761,75,?,?,2,1051,?,75,71379.6,?,1706195,9.451452e+11,7558.659,1734811,71379.6,?,20403,8.869604e+11,126009600.0,14761,1711606,?,0.003800103,-1.302707e+12,?,?,6.513535e+11,6.683188e+11,6.683188e+11,?,71379.6,22.54758,86.77534,?,1734811,23,20403,0.525,-68.54304,2,?,30.24526,22835,?,?,13,0.0133761,0.270774,9.451455e+11,5781,15310,9.451453e+11,?,5.138528,240,?,32023820.0,6.513535e+11,71379.54,73214.51,1.696112,9.451455e+11,1.302707e+12,9.451455e+11,71379.6,22835,-3769.783,"69654763",good
?,?,1,?,4028,1,1,1,1,0.003630212,?,?,0.0009781569,?,4028,0.0001157056,?,?,0.02731614,0.0009781715,?,?,?,7.780443e-05,1.45892e-08,?,?,?,?,?,?,0.0002679376,7.835968,0.3133962,?,4028,4028,?,1.0,0.3133962,1,2,7.835968,4028,?,?,1,?,0.0006366819,?,?,1,0.02731614,1,1872353.0,91,?,?,?,0.01365806,?,0.01365808,0.04070859,0.02731614,?,0.02731614,4028,?,"37052868",good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.48,102.0418,1608,-1.415915e-13,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,1608,430,329,0.952381,13055660.0,1,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,4939162.0,84,?,25586.49,?,1000533.0,0.4932608,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,"29030070",good
?,?,1,?,12639,1,79,?,1,?,?,?,19.51677,4653.076,15682,?,?,12772,83.0,9.27763,?,?,?,?,-110.0,?,?,?,?,?,?,?,0.90309,?,?,15682,?,12772,0.5125,?,1,10,0.90309,13332,?,?,7,?,?,62.18521,2350,2105,19.77731,1,10.52411,240,?,97107330.0,?,0.2354083,0.2268032,0.0251343,63.65532,110.0,?,?,13332,?,"37052868",good
?,257,12,?,17,24,29,?,12,-1.001199,?,9961,2.400475,89.06944,21509,-0.7071068,?,254,3.18624,2.400713,257,?,?,0.5528421,-6.369334,?,?,?,?,?,?,-0.7071068,25.07409,939.8315,?,21509,1700,254,?,-939.8315,1,-2,25.07409,1700,?,?,11,?,0.292847,27.94823,9848,72,2.558648,1,7176.636,12,?,20696.07,?,0.8533705,0.7528677,-0.8536084,41.23106,6.369334,?,-0.0002403092,1700,?,"69654763",good
?,31200,4,?,4904,216,2629,?,4,127.7965,?,53381,88.74624,13386.58,138141,?,?,31200,2670.0,88.74629,31200,?,?,?,-7882.0,?,?,5276.0,313.624,657.6078,?,127.7965,0.60206,?,?,138141,?,31200,0.5714286,?,1,10,0.60206,31379,?,?,21,1.0,?,443.4888,53381,46259,182.2487,1,2580026.0,49,?,426989800.0,2606.0,112.662,?,15.13441,728.5657,7882.0,443.5313,127.7965,31379,334088.0,"37052868",good
?,100,8,?,?,99,9,1,8,1036820.0,?,38612,268724.7,66.22222,87025,179.5638,?,100,1659740.0,847839.9,100,?,?,11366.17,-3933.092,?,?,?,?,?,?,1036820.0,1.428485,111399800.0,?,87025,9801,100,1.0,111399800.0,4,2,1.868414,9801,?,?,8,?,46490.49,197331.3,38612,9,1037254.0,?,1.790352,49,?,10920.05,?,228852.5,?,807967.7,4996108.0,1663674.0,?,1036820.0,9801,?,"29030070",good
?,100,8,?,?,99,9,1,8,8015.201,?,38612,6575.63,66.22222,87025,28.88426,?,100,12100.23,6575.704,100,?,?,319.3145,-0.009832669,?,?,?,?,?,?,8015.201,1.041705,3129602.0,?,87025,9801,100,1.0,3129602.0,4,2,1.258432,9801,?,?,8,?,586.2731,1163.724,38612,9,8019.597,?,108521.9,25,?,10920.05,?,4007.564,?,4007.638,69877.11,12100.24,?,8015.201,9801,?,"29030070",good
?,100,8,?,?,99,9,1,8,8037.147,?,38612,6594.468,66.22222,87025,29.61084,?,100,12143.3,6594.542,100,?,?,319.3718,-1.678242,?,?,?,?,?,?,8037.147,1.041705,3130163.0,?,87025,9801,100,1.0,3130163.0,4,2,1.258433,9801,?,?,8,?,586.7406,1167.447,38612,9,8041.374,?,108814.6,25,?,10920.05,?,4018.537,?,4018.61,69922.32,12144.97,?,8037.147,9801,?,"29030070",good
?,100,8,?,?,99,9,1,8,56651.75,?,38612,4298.523,66.22222,87025,23.69245,?,100,89701.22,45206.99,100,?,?,775.2334,-192.9963,?,?,?,?,?,?,56651.75,1.129968,7598062.0,?,87025,9801,100,1.0,7598062.0,4,2,1.249586,9801,?,?,8,?,2737.322,10582.85,38612,9,56673.33,?,1.384842,37,?,10920.05,?,7871.642,?,48780.11,296999.8,89894.21,?,56651.75,9801,?,"37052868",good
?,2835,5,?,?,1,11,?,5,626.1771,?,4739,740647.1,1306.615,14237,626.1771,?,2481,741299.6,262322.2,2835,11357,?,0.0007096894,-742044.3,?,?,598477.7,3811772.0,3811772.0,?,626.1771,13.80673,2.012679,?,14237,1485,2481,0.475,-2.012679,2,-1,10.67681,2836,?,?,7,0.2022898,0.03776253,5390656.0,6662,4491,741299.9,?,1.447031,240,?,3721880.0,598477.7,622.2906,624.6237,3.902444,5390660.0,742044.3,5390660.0,626.1771,2836,2926.555,"29030070",good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.52,102.0418,1608,0.0005001963,?,329,2004013.0,23638.89,202,?,?,30362.39,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055830.0,?,1608,430,329,0.9487179,13055830.0,1,1,36.09691,430,?,?,4,?,138532.2,48144.54,597,311,2001004.0,?,5478292.0,78,?,25586.49,?,1000549.0,5.211092,1000455.0,4138982.0,2004013.0,?,2001004.0,430,?,"69654763",good
?,?,12,?,2,1,33,1,12,105906.0,?,?,1478032.0,38.95714,15963,11014.44,?,75,1910030.0,1480477.0,?,?,?,250220.2,-304821.9,?,?,?,?,?,?,12713.1,18.25266,320782200.0,?,15963,1282,75,1.0,320782200.0,1,2,18.25266,1282,?,?,11,?,342834.0,5683287.0,14681,70,1970971.0,1,764.9927,89,?,6564.163,?,934013.1,296986.2,936456.9,16224860.0,4045762.0,?,1870470.0,1282,?,"37052868",good
?,694,29,?,9443,5077,224,?,29,356943400.0,?,369271,722523900.0,315.424,676439,-0.1660915,?,694,2683045000.0,69641100.0,694,454976,?,120245.6,-1085222000.0,?,?,1881477000.0,2525409000.0,2838993000.0,?,78834580.0,24.49135,2745809000.0,?,676439,22835,694,0.5764706,1387569000.0,1,?,24.45394,22835,?,?,48,0.3273954,7032326.0,3568526000.0,284333,1243,1376361000.0,1,703.2754,85,?,188234.3,1677476000.0,649869200.0,10523610.0,-3967812.0,3799681000.0,1085222000.0,3571467000.0,645901400.0,22835,1.682194e+18,"37052868",good
?,?,2,?,3,1,3,1,2,12566400.0,?,?,8566063.0,2.5,30,0.6088062,?,5,18849600.0,8566064.0,?,?,?,2696033.0,-93.46736,?,?,?,?,?,?,1.57088,2.20412,37744460.0,?,30,14,5,1.0,37744460.0,1,2,2.20412,14,?,?,2,?,5154635.0,8885793.0,16,6,17351420.0,1,20649340.0,84,?,27.91667,?,6283223.0,46.57506,6283224.0,23509600.0,18849600.0,?,12566400.0,14,?,"69654763",good
?,5307,5,?,?,2780,15,?,5,-2033.685,?,9932,2990136.0,2420.837,28210,3.945305e-06,?,4535,2298394.0,929989.6,5307,?,?,0.0006068422,-4530560.0,?,?,?,?,?,?,2033.683,19.90817,3.221118,?,28210,2797,4535,0.5083333,-1.221118,2,?,19.05196,5308,?,?,6,?,0.03342824,11129590.0,12970,8267,2992170.0,?,1.699392,240,?,12574950.0,?,2033.75,1670.864,-0.05951229,11129600.0,4530560.0,?,2033.683,5308,?,"29030070",good
?,5307,5,?,?,2780,15,?,5,-2033.224,?,9921,2990137.0,2421.512,28221,5.529649e-07,?,4535,2298394.0,929907.8,5307,22815,?,0.0006068655,-4530569.0,?,?,2265285.0,7869791.0,7869791.0,?,2033.221,22.6693,3.221242,?,28221,2797,4535,0.525,-1.221242,2,?,21.61244,5308,?,?,6,0.1915595,0.03342979,11129550.0,12992,8270,2992170.0,?,1.285125,240,?,12615550.0,2265285.0,2033.4,1611.171,0.02284276,11129570.0,4530569.0,11129560.0,2033.221,5308,9643368.0,"69654763",good
?,5307,5,?,?,2780,15,?,5,-2033.738,?,9929,2990137.0,2422.969,28289,5.525017e-07,?,4535,2298394.0,950616.7,5307,22883,?,0.0006069573,-4530561.0,?,?,2265281.0,7869819.0,7869819.0,?,2033.735,20.84083,3.221729,?,28289,2797,4535,0.5,-1.221729,2,?,19.97814,5308,?,?,7,0.191099,0.03343589,11129590.0,13052,8272,2992170.0,?,1.223066,240,?,12611630.0,2265281.0,2032.578,1681.209,-0.3237896,11129600.0,4530561.0,11129600.0,2033.735,5308,9647922.0,"69654763",good
?,5307,5,?,?,2780,15,?,5,-2032.577,?,9939,2990138.0,2421.551,28306,5.531602e-07,?,4535,2298394.0,950623.4,5307,22900,?,0.0006346299,-4530569.0,?,?,2265285.0,7869792.0,7869792.0,?,2032.574,24.87432,3.368616,?,28306,2797,4535,0.5,-1.368616,2,?,23.60266,5308,?,?,6,0.1909842,0.03528387,11129550.0,13059,8278,2992170.0,?,1.255207,240,?,12605220.0,2265285.0,2032.114,1629.306,-0.2221727,11129570.0,4530569.0,11129570.0,2032.574,5308,9638105.0,"69654763",good
?,5307,5,?,?,2780,15,?,5,-2032.577,?,9956,2990139.0,2423.3,28316,5.510768e-07,?,4535,2298394.0,950620.4,5307,22910,?,0.0006072264,-4530569.0,?,?,2265285.0,7869792.0,7869792.0,?,2032.574,23.83116,3.223158,?,28316,2797,4535,0.5,-1.223158,2,?,22.62323,5308,?,?,6,0.1909168,0.03345377,11129550.0,13052,8283,2992170.0,?,1.210466,240,?,12605580.0,2265285.0,2030.97,1686.121,-0.490404,11129570.0,4530569.0,11129570.0,2032.574,5308,9638102.0,"37052868",good
?,864,4,?,?,224,36,?,4,9.335671,?,2114,2.324151,460.5337,5968,0.1818182,?,864,13.70201,3.18501,864,?,?,0.3160231,-1.0,?,?,?,?,?,?,8.817736,286.7016,385.5482,?,5968,1154,864,0.9710145,385.5482,2,1,286.7016,1220,?,?,5,?,0.5475097,0.6676374,2634,1600,9.335671,?,10.8446,69,?,475887.0,?,5.167836,?,4.167836,30.01409,13.70147,?,9.335671,1220,?,"37052868",good
?,864,4,?,?,224,36,?,4,2.881223,?,2118,0.5360501,460.3435,5976,0.1818182,?,864,5.749963,1.235732,864,?,?,0.2576661,-1.0,?,?,?,?,?,?,2.872103,45.60883,314.3527,?,5976,1154,864,0.7684211,314.3527,2,1,45.60883,1220,?,?,5,?,0.2618267,0.006321622,2638,1601,2.881223,?,4.117906,95,?,475474.4,?,1.940612,?,0.9406116,18.80842,5.749801,?,2.881223,1220,?,"29030070",good
?,864,4,?,?,224,36,?,4,2.881223,?,2118,0.5360501,460.3435,5976,0.1818182,?,864,5.749963,1.235732,864,?,?,0.2576661,-1.0,?,?,?,?,?,?,2.872103,45.60883,314.3527,?,5976,1154,864,0.7684211,314.3527,2,1,45.60883,1220,?,?,5,?,0.2618267,0.006321622,2638,1601,2.881223,?,4.117906,95,?,475474.4,?,1.940612,?,0.9406116,18.80842,5.749801,?,2.881223,1220,?,"69654763",bad
?,?,1,?,4257,1,1,1,1,1.837794e-08,?,?,2.175294e-06,?,4257,2.02497e-10,?,?,2.072385e-05,1.804897e-05,?,?,?,3.40668e-06,5.502635e-13,?,?,?,?,?,?,2.740314e-10,12.25943,0.01450224,?,4257,4257,?,1.0,0.01450224,1,2,12.25943,4257,?,?,1,?,5.642951e-06,?,?,1,2.072385e-05,1,1.305548,36,?,?,?,2.425086e-06,?,1.829876e-05,0.0004300694,2.072385e-05,?,2.072385e-05,4257,?,"69654763",good
?,20700,104,?,?,112,209,?,104,-812.688,?,43421,3235.834,30028.92,4413731,1.082296,?,41537,5289.496,1541.853,20700,4328891,?,1.116233,-5289.496,?,?,5289.496,7396.347,7736.88,?,807.5618,11.07357,47035.84,?,4413731,42138,41537,0.46,36706.2,2,?,11.07357,42138,?,?,8,0.01922183,4.851271,10021.11,4328172,21649,4090.721,?,2.309542,50,?,3672788000.0,4685.508,831.2242,568.5858,-23.66234,10703.52,5289.496,10460.01,807.5618,42138,5153363.0,"37052868",good
?,100,8,?,?,99,9,1,8,148300.5,?,38612,20772.33,66.22222,87025,19.67933,?,100,236637.6,115890.2,100,?,?,1763.144,-524.0801,?,?,?,?,?,?,148300.5,1.217124,17280570.0,?,87025,9801,100,1.0,17280570.0,4,2,1.362062,9801,?,?,8,?,6935.031,27877.67,38612,9,148357.1,?,1.559123,37,?,10920.05,?,26591.31,?,121709.2,747139.0,237161.7,?,148300.5,9801,?,"69654763",good
?,1801,6,?,?,76,1310,?,6,1.179468,?,5681,0.006980804,793.8216,11258,0.002308828,?,1763,1.664052,0.02110324,1801,?,?,0.002545382,-1.002767,?,?,?,?,?,?,1.179468,98.94544,4.614777,?,11258,1813,1763,0.6404494,4.614777,2,1,98.94544,1813,?,?,7,?,0.008078325,0.01048668,3764,3127,1.179469,?,83.51729,89,?,1328154.0,?,1.089734,?,0.08973393,4.258736,1.664944,?,1.179468,1813,?,"37052868",good
?,4075,6,?,?,15,44,?,6,1.0,?,86528,12774290.0,531.1134,227955,1.0,?,1375,12208740.0,4910537.0,4075,177202,?,16.75938,-15828740.0,?,?,7914371.0,86304660.0,86304670.0,?,1.0,21.60955,613544.3,?,227955,36609,1375,0.1818182,-236166.9,2,?,18.71334,36609,?,?,9,0.2226448,221.8737,122053200.0,104818,679,12781760.0,?,1.934897,11,?,918458.7,7914371.0,5665.672,?,-1804.705,122053200.0,15828740.0,122053200.0,3860.919,36609,1812667000.0,"37052868",good
?,964,4,?,?,73,13,?,4,-22893.97,?,2249,296233.0,392.4473,6945,0.0001413506,?,1371,386775.3,25388.29,964,?,?,15.2139,-318714.3,?,?,?,?,?,?,1247.423,6.976348,22896.92,?,6945,1504,1371,0.5083333,-22893.36,2,?,7.219468,1505,?,?,6,?,589.9409,1559361.0,3191,1120,319127.0,?,287.854,240,?,375380.6,?,12070.7,1186.37,-10823.27,1559908.0,318714.3,?,1247.423,1505,?,"37052868",good
?,100,8,?,?,99,9,1,8,2847883.0,?,38612,358213.9,66.22222,87025,392.6754,?,100,4590210.0,2248220.0,100,?,?,30131.93,-10678.51,?,?,?,?,?,?,2847883.0,1.554096,295323000.0,?,87025,9801,100,1.0,295323000.0,4,2,2.030542,9801,?,?,8,?,125755.3,538258.9,38612,9,2849111.0,?,1.506811,40,?,10920.05,?,478938.3,?,2368944.0,13507200.0,4600888.0,?,2847883.0,9801,?,"37052868",good
?,2313,7,?,?,13,124,1,7,0.7220546,?,7462,0.6154993,1002.23,17319,0.000539111,?,2313,0.995896,0.6156846,2313,?,?,0.1401443,-0.001119368,?,?,0.9958985,0.001426654,10.41475,?,0.722006,12.06679,335.6455,?,17319,2395,2313,1.0,335.6455,2,2,12.06679,2395,?,?,37,1.0,0.09946004,0.002010236,7462,2825,0.7221012,?,3897.84,52,?,2423528.0,0.0006127656,0.3609734,?,0.3611586,10.41475,0.9959011,0.002017593,0.7221442,2395,108.467,"29030070",bad
?,2313,7,?,?,13,124,1,7,0.7220546,?,7462,0.6154993,1002.23,17319,0.000539111,?,2313,0.995896,0.6156846,2313,?,?,0.1401443,-0.001119368,?,?,0.9958985,0.001426654,10.41475,?,0.722006,12.06679,335.6455,?,17319,2395,2313,1.0,335.6455,2,2,12.06679,2395,?,?,37,1.0,0.09946004,0.002010236,7462,2825,0.7221012,?,3897.84,52,?,2423528.0,0.0006127656,0.3609734,?,0.3611586,10.41475,0.9959011,0.002017593,0.7221442,2395,108.467,"32874610",good
?,100,8,?,?,99,9,1,8,69.74651,?,38612,58.74042,66.22222,87025,3.913911,?,100,107.8268,58.74391,100,?,?,5.686379,-0.3862278,?,?,?,?,?,?,69.74651,1.027002,55732.2,?,87025,9801,100,1.0,55732.2,4,2,1.144468,9801,?,?,8,?,4.263614,11.58623,38612,9,69.77043,?,19993.33,26,?,10920.05,?,34.87151,?,34.875,744.4499,108.0414,?,69.74651,9801,?,"29030070",bad
?,100,8,?,?,99,9,1,8,69.74651,?,38612,58.74042,66.22222,87025,3.913911,?,100,107.8268,58.74391,100,?,?,5.686379,-0.3862278,?,?,?,?,?,?,69.74651,1.027002,55732.2,?,87025,9801,100,1.0,55732.2,4,2,1.144468,9801,?,?,8,?,4.263614,11.58623,38612,9,69.77043,?,19993.33,26,?,10920.05,?,34.87151,?,34.875,744.4499,108.0414,?,69.74651,9801,?,"69654763",good
?,13495,6,?,?,57,68,?,6,-1.068887,?,49857,187.8723,2344.653,215862,-0.6577911,?,6771,572.4558,203.8672,13495,180808,?,3.911384,-342.1895,?,?,567.3193,1110.786,3547.062,?,1.0,8.68914,134762.8,?,215862,34454,6771,0.8536585,122126.7,2,?,8.089644,34454,?,?,12,0.1623908,17.73175,1567.754,131551,3269,512.5647,?,32.01019,41,?,13226450.0,208.8328,271.9987,7.946474,240.0013,3716.92,570.1829,1570.888,512.0,34454,11347800.0,"37052868",good
?,?,1,?,12502,1,89,?,1,?,?,?,26.33747,4622.447,16325,?,?,13051,116.0,10.22495,?,?,?,?,-137.0,?,?,?,?,?,?,?,1.041393,?,?,16325,?,13051,0.5083333,?,1,10,1.041393,13332,?,?,7,?,?,72.53275,2993,2595,26.60803,1,32.8582,240,?,95536670.0,?,0.2538828,0.2443767,0.01668206,73.91887,137.0,?,?,13332,?,"37052868",good
?,?,8,?,1,1,11,1,8,44.67706,?,?,?,153.7477,301101,0.2115577,?,304,328.0009,?,?,?,?,55.75545,-114.0393,?,?,?,?,?,?,8.990679,4.723987,2031784.0,?,301101,36441,304,1.0,2031784.0,1,2,4.78357,36441,?,?,9,?,32.21572,7936.011,264660,111,?,1,1282.281,30,?,97001.51,?,94.84496,57.92737,94.99301,14631.6,328.0393,?,141.8124,36441,?,"37052868",good
