 Name,NumRows, NumCols, MinNNZperRow, RowVariance, ColVariance, DiagVariance, Nonzeros, FrobeniusNorm, SymmetricFrobeniusNorm, AntiSymmetricFrobeniusNorm, OneNorm, InfinityNorm, SymmetricInfinityNorm, AntiSymmetricInfinityNorm, MaxNNZperRow, Trace, AbsTrace, MinNNZperRow, AvgNNZperRow, DummyRows, DummyRowsKind, NumericValueSymmetry1, NNZPatternSymmetry1, NumericValueSymmetry2, NNZPatternSymmetry2, RowDiagDominance, ColDiagDominancy, DiagAverage, DiagSign, DiagNNZ, LowerBW, UpperBW, RowLogValSpread, ColLogValSpread, Symmetric
 Reuters911_Day_39.petsc,13332,13332,0,0.0370613,0.0431085,0,3568,89.8999,63.5689,63.5689,148,215,112.5,112.5,138,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12767,0,1.07918,1.07918,0
 Reuters911_Day_38.petsc,13332,13332,0,0.0257299,0.0216629,0,2941,73.4575,51.9423,51.9423,121,163,87.5,87.5,111,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12929,0,0.90309,0.90309,0
 Reuters911_Day_37.petsc,13332,13332,0,0.0182126,0.0390713,0,3675,79.6555,56.325,56.325,144,121,72.5,72.5,87,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12835,0,1.14613,1.14613,0
 Reuters911_Day_36.petsc,13332,13332,0,0.028582,0.0393356,0,3822,86.7583,61.3474,61.3474,175,182,98,98,126,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13009,0,1.04139,1.04139,0
 Reuters911_Day_35.petsc,13332,13332,0,0.0476063,0.0219213,0,3548,91.657,64.8113,64.8113,108,263,139,139,162,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12690,0,1.11394,1.11394,0
 Reuters911_Day_34.petsc,13332,13332,0,0.0268485,0.0247811,0,3068,76.4657,54.0694,54.0694,104,143,75.5,75.5,100,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13147,0,0.954243,0.954243,0
 Reuters911_Day_33.petsc,13332,13332,0,0.0578986,0.0331865,0,3032,89.5935,63.3522,63.3522,109,202,106.5,106.5,112,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13033,0,1.17609,1.17609,0
 Reuters911_Day_32.petsc,13332,13332,0,0.051445,0.081149,0,3124,86.7006,61.3066,61.3066,166,107,84,84,68,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12967,0,1.41497,1.41497,0
 Reuters911_Day_31.petsc,13332,13332,0,0.0344565,0.0381839,0,4025,84.3564,59.649,59.649,140,176,93,93,116,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12971,0,1.07918,1.07918,0
 Reuters911_Day_30.petsc,13332,13332,0,0.0391008,0.034302,0,3076,85.4166,60.3987,60.3987,134,212,116,116,134,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12971,0,1.11394,1.11394,0
 Reuters911_Day_29.petsc,13332,13332,0,0.017561,0.0168482,0,2841,72.6085,51.342,51.342,96,112,62,62,78,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13127,0,1.04139,1.04139,0
 Reuters911_Day_28.petsc,13332,13332,0,0.0576321,0.0765522,0,3816,100.588,71.1266,71.1266,207,211,114.5,114.5,120,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.17609,1.17609,0
 Reuters911_Day_27.petsc,13332,13332,0,0.058359,0.0466886,0,3610,96.0156,67.8933,67.8933,154,245,125,125,139,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12767,0,1.11394,1.11394,0
 Reuters911_Day_26.petsc,13332,13332,0,0.0440089,0.0371197,0,3125,90.1665,63.7574,63.7574,121,205,111,111,128,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12841,0,1.11394,1.11394,0
 Reuters911_Day_25.petsc,13332,13332,0,0.0214582,0.0253567,0,3822,83.2466,58.8643,58.8643,114,162,89,89,122,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12862,0,1.07918,1.07918,0
 Reuters911_Day_24.petsc,13332,13332,0,0.0227488,0.024991,0,2396,59.0424,41.7493,41.7493,74,107,57.5,57.5,75,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13048,0,1.07918,1.07918,0
 Reuters911_Day_23.petsc,13332,13332,0,0.0312177,0.0382528,0,2993,73.9189,52.2685,52.2685,116,137,73,73,88,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13051,0,1.04139,1.04139,0
 Reuters911_Day_22.petsc,13332,13332,0,0.0592027,0.0841156,0,3566,89.3924,63.21,63.21,193,212,109.5,109.5,128,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13010,0,1.27875,1.27875,0
 Reuters911_Day_21.petsc,13332,13332,0,0.0378115,0.0249686,0,3543,83.3367,58.9279,58.9279,119,215,111.5,111.5,142,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12746,0,1,1,0
 Reuters911_Day_20.petsc,13332,13332,0,0.0685445,0.0489003,0,2983,98.3412,69.5378,69.5378,163,231,121,121,111,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12972,0,1.27875,1.27875,0
 Reuters911_Day_19.petsc,13332,13332,0,0.0689691,0.0457904,0,1885,95.687,67.6609,67.6609,113,153,78.5,78.5,59,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.34242,1.34242,0
 Reuters911_Day_18.petsc,13332,13332,0,0.225965,0.103577,0,3405,152.01,107.487,107.487,218,421,221,221,151,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13078,0,1.36173,1.36173,0
 Reuters911_Day_17.petsc,13332,13332,0,0.0298365,0.0394025,0,3687,80.5357,56.9473,56.9473,134,187,99,99,130,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12876,0,1.14613,1.14613,0
 Reuters911_Day_16.petsc,13332,13332,0,0.0347871,0.0500961,0,4893,95.483,67.5167,67.5167,166,187,100.5,100.5,140,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.17609,1.17609,0
 Reuters911_Day_15.petsc,13332,13332,0,0.111666,0.0753226,0,5754,130.108,92,92,179,378,197.5,197.5,213,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13147,0,1.39794,1.39794,0
 Reuters911_Day_14.petsc,13332,13332,0,0.0379376,0.0384906,0,2695,68.2349,48.2494,48.2494,111,168,90,90,111,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,12862,0,1.14613,1.14613,0
 Reuters911_Day_13.petsc,13332,13332,0,0.0217906,0.0178531,0,2132,64.5755,45.6618,45.6618,81,129,68,68,88,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,0.90309,0.90309,0
 Reuters911_Day_12.petsc,13332,13332,0,0.0452795,0.0280814,0,2775,70.406,49.7845,49.7845,104,206,108.5,108.5,132,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.11394,1.11394,0
 Reuters911_Day_11.petsc,13332,13332,0,0.0557107,0.0860768,0,5120,109.234,77.2399,77.2399,172,287,148,148,196,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13147,0,1.36173,1.36173,0
 Reuters911_Day_10.petsc,13332,13332,0,0.0463745,0.0934471,0,4705,105.252,74.4245,74.4245,219,196,117,117,128,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.23045,1.23045,0
 Reuters911_Day_09.petsc,13332,13332,0,0.0544834,0.0852788,0,3884,111.982,79.1833,79.1833,184,254,140,140,140,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.30103,1.30103,0
 Reuters911_Day_08.petsc,13332,13332,0,0.0482127,0.0694404,0,3437,107.275,75.8551,75.8551,168,220,122,122,119,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.23045,1.23045,0
 Reuters911_Day_07.petsc,13332,13332,0,0.0816359,0.0927373,0,4602,104.221,73.6953,73.6953,226,267,143.5,143.5,158,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.30103,1.30103,0
 Reuters911_Day_06.petsc,13332,13332,0,0.25901,0.365969,0,7945,172.479,121.961,121.961,470,574,307,307,293,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13140,0,1.5563,1.5563,0
 Reuters911_Day_05.petsc,13332,13332,0,0.335865,0.719373,0,8834,236.03,166.898,166.898,545,626,330,330,243,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13243,0,1.716,1.716,0
 Reuters911_Day_04.petsc,13332,13332,0,0.124938,0.258517,0,6232,176.397,124.732,124.732,311,292,166,166,154,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13243,0,1.5563,1.5563,0
 Reuters911_Day_03.petsc,13332,13332,0,0.268796,0.273177,0,7451,216.499,153.088,153.088,384,582,308.5,308.5,212,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13138,0,1.54407,1.54407,0
 Reuters911_Day_02.petsc,13332,13332,0,0.823267,0.996892,0,13919,404.696,286.163,286.163,858,984,527,527,370,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,13169,0,1.82607,1.82607,0
 Reuters911_Day_01.petsc,13332,13332,0,0.789713,0.809677,0,9318,333.691,235.956,235.956,756,844,443.5,443.5,288,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,13139,0,1.92942,1.92942,0
 cvxbqp1.petsc,50000,50000,1,4.56E+06,4.51E+06,1.57E+09,199984,2.20E+07,2.05E+07,7.91E+06,475000,525000,500000,174986,8,3.75E+09,3.75E+09,1,3,5555,1,0,0,0.750018,0.500036,0,0,75008.7,2,50000,33333,0,4.76595,4.76595,0
 jnlbrng1.petsc,40000,40000,1,0.0026657,0.0026657,2.33521,119600,1600.59,1531.2,466.186,14.0623,14.0623,14.0617,4.65391,3,285224,285224,1,2,1,1,0,0,0.83493,0.66986,2,2,7.13061,2,40000,200,0,1.36587,1.36587,0
 gridgena.petsc,48962,48962,1,4944.62,5346.9,1.59E+06,280523,2.96E+06,2.88E+06,702242,26906.9,23339.2,24560.7,9697.32,10,6.15E+08,6.15E+08,1,5,3,1,0,0,0.831497,0.662993,0,0,12559,2,48962,405,0,16.8154,16.8037,0
 Ragusa16.petsc,24,24,0,1.34954,2.26562,1.9375,81,15.3948,13.9463,6.5192,21,19,19.5,7.5,9,18,18,0,3,0,1,0,0,0.730088,0.460177,0,0,0.75,1,10,19,21,0.778151,0.778151,0
 ODLIS.petsc,2909,2909,0,0.0147116,0.13527,0.00171585,18246,136.993,106.283,86.4349,593,42,308.5,295.5,41,5,5,0,6,0,1,0,0,0.60139,0.20278,0,0,0.0017188,1,5,2884,2869,0.477121,0.477121,0
 patents_main.petsc,240547,240547,0,7.45E-08,7.25E-08,0,560943,0.339407,0.239997,0.239997,0.223643,0.223645,0.223644,0.223644,206,0,0,0,2,0,1,0,0,0.5,2.94E-12,0,0,0,0,0,151763,150515,6.30103,6.30103,0
 Lederberg.petsc,8843,8843,0,0.0952476,0.0148038,0.00101713,41601,204.022,144.499,144.031,135,1098,551.5,551.5,1098,7,7,0,4,1,1,0,0,0.501598,0.00319642,0,0,0.000791587,1,6,363,8818,0.30103,0.30103,0
 Journals_partition.petsc,1,1,1,0,0,0,1,2,2,0,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,1
 Journals.petsc,124,124,1,8.34E+06,1.06E+07,2.88E+07,6096,77373,72375.1,27357.3,122250,104962,82455,50458,121,338616,338616,1,49,1,1,0,0,0.670592,0.341183,0,0,2730.77,2,124,123,0,3.79018,4.31626,0
 internet.petsc,124651,124651,0,3.27E+06,3.15E+06,1780.73,207214,998254,705952,705792,626850,808207,626847,626840,138,197742,197742,0,1,3231,1,0,0,0.510651,0.0213025,0,0,1.58637,1,12185,124386,124475,5.79715,5.79715,0
 oilpan.petsc,73752,73752,1,5.44E+09,5.44E+09,1.27E+12,1111155,4.86E+08,4.22E+08,2.42E+08,5.19E+07,5.19E+07,4.56E+07,3.29E+07,35,4.29E+10,4.29E+10,1,15,1,0,0,0,0.652612,0.305225,0,0,581738,2,73752,3876,0,25.2928,26.2416,0
 wathen100.petsc,30401,30401,1,0.875886,0.876339,1044.17,251001,13441.2,12413.3,5155.29,328.075,327.886,327.981,186.151,11,1.71E+06,1.71E+06,1,8,1,1,0,0,0.694872,0.389744,0,0,56.1264,2,30401,304,0,5.39262,5.42438,0
 wathen120.petsc,36441,36441,1,0.730621,0.730853,1037.85,301101,14631.6,13512.7,5611.61,328.001,328.039,327.941,186.129,11,2.03E+06,2.03E+06,1,8,1,1,0,0,0.694872,0.389744,0,0,55.7554,2,36441,304,0,4.78357,4.72399,0
 obstclae.petsc,40000,40000,1,0.000490994,0.000490994,0.242814,118804,875.803,853.185,197.75,6.2,6.2,6.2,2,3,164816,164816,1,2,400,1,0,0,0.838815,0.67763,2,2,4.1204,2,40000,200,0,0.869232,0.869232,0
 geom.petsc,7343,7343,0,0.892538,2.2255,0,11898,357.979,253.129,253.129,632,275,348.5,348.5,78,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,7316,0,1.88649,1.88649,0
 GD99_c_partition.petsc,7,7,0,13.0525,13.0525,0.816327,3,11.3578,8.27647,7.77817,11,11,5.5,5.5,1,4,4,0,0,2,1,0,0,0.633333,0.266667,0,0,0.571429,1,2,0,1,0,0,0
 GD99_b.petsc,64,64,0,0.0738335,0.0738335,0.0302734,127,11.4018,8.12404,8,4,3,2,2,3,2,2,0,1,0,1,0,0,0.507812,0.015625,0,0,0.03125,1,2,63,0,0.30103,0.30103,0
 s3dkq4m2.petsc,90449,90449,1,57.2952,57.2952,796235,2259087,373607,357812,107483,4063.22,4063.22,3813.37,1967.49,30,6.34E+07,6.34E+07,1,24,1,1,0,0,0.745424,0.490848,0,0,701.089,2,90449,614,0,22.8783,22.8783,0
 vanbody.petsc,47072,47072,1,2.79E+18,2.78E+18,4.38E+18,1188064,4.66E+11,4.60E+11,7.42E+10,3.70E+11,3.79E+11,3.75E+11,4.85E+10,138,1.39E+12,1.39E+12,1,25,4,1,0,0,0.869159,0.738317,0,0,2.96E+07,2,47072,3526,0,37.5106,37.5274,0
 minsurfo.petsc,40806,40806,1,0.000460956,0.000460956,2.0752,122214,531.582,516.862,124.228,6.1,6.1,6.1,2,4,82558.9,82558.9,1,2,3,1,0,0,0.839023,0.678046,2,2,2.0232,2,40806,202,0,5.49379,5.49379,0
 torsion1.petsc,40000,40000,1,0.000490994,0.000490994,0.242814,118804,875.803,853.185,197.75,6.2,6.2,6.2,2,3,164816,164816,1,2,400,1,0,0,0.838815,0.67763,2,2,4.1204,2,40000,200,0,0.869232,0.869232,0
 GD97_c.petsc,452,452,0,1.5884,0.636558,0,460,49.8598,35.2562,35.2562,17,168,84.5,84.5,74,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,8,440,1.23045,0.90309,0
 GD97_b.petsc,47,47,0,78071.4,37814.9,0,132,2909.47,2057.31,2057.31,3884.12,3508.91,2726.67,2726.67,3,0,0,0,2,0,1,0,0,0.5,1.22E-15,0,0,0,0,0,40,0,2,4.21564,0
 epb0.petsc,1794,1794,2,0.000116269,0.000144117,0.0119245,7764,10.4551,9.65718,4.00596,0.738902,0.653142,0.667006,0.371105,11,313.754,313.754,2,4,0,0,0,0,0.795723,0.591446,0,0,0.174891,2,1794,1793,1793,5.4461,5.4461,0
 epb1.petsc,14734,14734,3,1.60E-06,1.95E-06,0.00110236,95053,15.6681,15.2904,3.41951,0.290061,0.275538,0.273208,0.0859598,7,1611.24,1611.24,3,6,0,0,0,0,0.870611,0.741221,0,0,0.109355,2,14734,140,140,4.38354,4.38354,0
 epb2.petsc,25228,25228,3,0.000212371,0.000359769,0.164161,175027,126.887,118.67,44.9209,5.52818,3.5129,4.50172,1.90297,87,13525.4,13525.4,3,6,0,0,0,0,0.807235,0.61447,0,0,0.536127,2,25228,1213,2035,3.819,3.67933,0
 epb3.petsc,84617,84617,3,2.60E-06,3.00E-06,0.00935262,463625,58.0596,53.6981,22.0778,0.870565,0.675902,0.755238,0.375512,6,11140.6,11140.6,3,5,0,0,0,0,0.812808,0.625615,0,0,0.131659,2,84617,284,284,4.5592,4.5592,0
 dw1024.petsc,2048,2048,3,0.0004332,0.0004332,0.0696065,10114,26.2044,26.1968,0.630789,1,1,1,0.164913,8,911.694,921.965,3,4,0,0,0,0,0.997142,0.994284,0,0,0.450178,3,2048,1056,1025,4.4939,4.4939,0
 dw256B.petsc,512,512,3,0.00173885,0.00173885,0.04725,2500,16.5117,16.5114,0.104531,1,1,1,0.0395109,8,355.065,355.065,3,4,0,0,0,0,0.998647,0.997294,2,2,0.693486,2,512,272,257,3.74885,3.74885,0
 cdde2.petsc,961,961,3,0.0269199,0.0269199,0,4681,156.678,137.374,75.341,9.0957,9.0957,7.9707,4.6875,5,3815.85,3815.85,3,4,0,0,0,0,0.746019,0.492038,0,0,3.9707,2,961,31,31,1.25892,1.25892,0
 rdb2048.petsc,2048,2048,4,0.899599,0.892951,2852.89,12032,1463.22,1447.51,213.829,77.696,79.146,74.421,4.725,6,-53065.7,53065.7,4,5,0,0,0,0,0.957779,0.915558,0,0,25.911,-2,2048,64,64,0.852972,0.987309,0
 rdb200.petsc,200,200,4,2.34287,2.27876,584.581,1120,224.455,214.278,66.8216,38.976,40.426,35.701,4.725,6,-2278.2,2278.2,4,5,0,0,0,0,0.911085,0.822171,0,0,11.391,-2,200,20,20,0.701832,0.701832,0
 olm1000.petsc,1000,1000,2,3.18E+06,3.14E+06,3.23E+07,3996,1.26E+06,897028,886181,91554.7,101722,55944.8,45777.3,6,-2.54E+06,2.54E+06,2,3,0,0,0,0,0.549981,0.0999623,0,0,2541.07,-2,1000,2,3,1.25527,4.96168,0
 olm500.petsc,500,500,2,400926,396061,2.02E+06,1996,223716,159144,157233,22980.5,25528.6,14038.4,11490.3,6,-318117,318117,2,3,0,0,0,0,0.549925,0.0998497,0,0,636.234,-2,500,2,3,1.25527,4.36135,0
 rdb1250l.petsc,1250,1250,4,0.642836,0.631988,1116.67,7300,743.14,724.12,167.054,51.264,52.714,47.989,4.725,6,-19998.8,19998.8,4,5,0,0,0,0,0.934916,0.869831,0,0,15.999,-2,1250,50,50,0.675746,0.806723,0
 af23560.petsc,23560,23560,9,8.53658,9.21515,6666.83,460598,10247.9,8373.78,5907.57,1424.38,1000.28,639.104,827.338,21,-961441,961441,9,19,0,0,0,0,0.742429,0.484858,0,0,40.8082,-2,23560,304,304,17.2594,17.2594,0
 rbsa480.petsc,480,480,35,322.5,780.417,305.41,17088,7382.92,5229.05,5211.97,5793,2105,3764,3732.5,36,826,2276,35,35,0,0,0,0,0.513885,0.0277691,0,0,4.74167,3,42,477,393,1.99564,1.99564,0
 tols340.petsc,340,340,1,1.20E+08,1.20E+08,5669.02,2196,796591,563271,563279,202500,202765,101516,101252,90,-10266.7,10266.7,1,6,0,0,0,0,0.500998,0.00199621,0,0,30.1962,-1,272,204,221,7.98806,5.98096,0
 dwb512.petsc,512,512,3,0.00173885,0.00173885,0.04725,2500,16.5117,16.5114,0.104531,1,1,1,0.0395109,8,355.065,355.065,3,4,0,0,0,0,0.998647,0.997294,2,2,0.693486,2,512,272,257,3.74885,3.74885,0
 cdde6.petsc,961,961,3,0.0251924,0.0251924,0,4681,151.501,131.439,75.341,8.88086,8.88086,7.75586,4.6875,5,3609.38,3609.38,3,4,0,0,0,0,0.739758,0.479517,0,0,3.75586,2,961,31,31,1.23476,1.23476,0
 rdb1250.petsc,1250,1250,4,8.07732,8.06647,17397.9,7300,2737.89,2732.79,167.054,181.056,182.506,177.781,4.725,6,-80838.7,80838.7,4,5,0,0,0,0,0.982061,0.964122,0,0,64.671,-2,1250,50,50,1.22039,1.35472,0
 olm5000.petsc,5000,5000,2,3.95E+08,3.90E+08,2.01E+10,19996,7.03E+07,5.00E+07,4.94E+07,2.28E+06,2.54E+06,1.39E+06,1.14E+06,6,-3.17E+08,3.17E+08,2,3,0,0,0,0,0.549999,0.0999985,0,0,63374.3,-2,5000,2,3,1.25527,6.35823,0
 mhd3200a.petsc,3200,3200,1,7.45E+06,7.45E+06,0.0944532,68026,182608,129123,129124,184893,185630,93155.3,93187.9,33,-59.745,73.745,1,21,7,0,0,0,0.500057,0.000114688,0,0,0.0230453,3,1205,29,29,24.274,27.175,0
 rdb2048_noL.petsc,2048,2048,4,12.4257,12.4191,45055.6,12032,5611.02,5606.94,213.829,286.782,288.232,283.507,4.725,6,-213643,213643,4,5,0,0,0,0,0.988767,0.977534,0,0,104.318,-2,2048,64,64,1.42012,1.55446,0
 rw136.petsc,136,136,1,0.0072456,0.00873644,0,479,7.23564,5.72203,4.42863,1.56667,1,1.28333,1.2,4,0,0,1,3,0,0,0,0,0.627237,0.254474,0,0,0,0,0,15,16,1.47712,1.47712,0
 cdde1.petsc,961,961,3,0.0205788,0.0205788,0,4681,137.407,137.374,3.01364,7.9707,7.9707,7.9707,0.1875,5,3815.85,3815.85,3,4,0,0,0,0,0.98843,0.976861,0,0,3.9707,2,961,31,31,0.626896,0.626896,0
 mhd4800a.petsc,4800,4800,1,2.53E+07,2.53E+07,0.31373,102252,412376,291593,291594,416141,417232,209128,209176,33,-152.407,166.407,1,21,7,0,0,0,0.500055,0.000109587,0,0,0.0346682,3,1805,29,29,24.3997,27.4774,0
 cdde5.petsc,961,961,3,0.0188513,0.0188513,0,4681,131.474,131.439,3.01364,7.75586,7.75586,7.75586,0.1875,5,3609.38,3609.38,3,4,0,0,0,0,0.988104,0.976209,0,0,3.75586,2,961,31,31,0.602738,0.602738,0
 ck104.petsc,104,104,6,0.229638,0.281841,0.342897,992,11.0678,10.8474,2.19743,8.45949,6.32584,7.27623,1.18562,10,69.1159,69.1159,6,9,0,0,0,0,0.921778,0.843555,0,0,0.664576,2,104,55,55,11.8798,11.8798,0
 bfwb398.petsc,398,398,1,7.60E-13,7.54E-13,3.79E-10,1654,0.000224085,0.000218032,5.17E-05,2.80E-05,3.00E-05,2.50E-05,9.00E-06,6,-0.00374923,0.00374923,1,4,3,1,0,0,0.829619,0.659239,0,2,9.42E-06,-2,398,303,0,6.99123,6.99123,0
 rdb3200l.petsc,3200,3200,4,1.27905,1.27478,6750.47,18880,2762.92,2749.96,267.286,115.584,117.034,112.309,4.725,6,-128381,128381,4,5,0,0,0,0,0.971935,0.94387,0,0,40.119,-2,3200,80,80,1.02547,1.15981,0
 rdb200l.petsc,200,200,4,0.472697,0.408582,88.9356,1120,108.723,85.765,66.8216,15.744,17.194,12.469,4.725,6,-535.8,1038.6,4,5,0,0,0,0,0.811477,0.622953,0,0,5.193,3,200,20,20,0.917215,1.05155,0
 bwm200.petsc,200,200,3,2856.94,2857.01,887215,796,8460.08,8459.81,66.8216,1241.29,1239.84,1236.57,4.725,4,-92976.9,92976.9,3,3,0,0,0,0,0.99746,0.99492,0,0,464.885,-2,200,100,100,2.18731,2.05297,0
 rdb800l.petsc,800,800,4,0.50914,0.49229,489.345,4640,419.362,397.497,133.643,36.224,37.674,32.949,4.725,6,-8287.2,8287.2,4,5,0,0,0,0,0.906022,0.812044,0,0,10.359,-2,800,40,40,0.710438,0.710438,0
 lop163.petsc,163,163,3,0.00554966,0.0057861,0.0584026,935,8.73651,8.20225,3.00828,1.75714,1,1.37857,0.71203,6,71.5571,71.5571,3,5,0,0,0,0,0.840682,0.681364,0,0,0.439001,2,163,36,16,12,12,0
 cdde3.petsc,961,961,3,0.0201778,0.0201778,0,4681,136.053,136.019,3.01364,7.92188,7.92188,7.92188,0.1875,5,3768.92,3768.92,3,4,0,0,0,0,0.988358,0.976716,0,0,3.92188,2,961,31,31,0.621522,0.621522,0
 rdb450.petsc,450,450,4,3.66584,3.63627,2526.07,2580,645.729,637.903,100.232,73.536,74.986,70.261,4.725,6,-10957.9,10957.9,4,5,0,0,0,0,0.954579,0.909158,0,0,24.351,-2,450,30,30,0.829074,0.96341,0
 dwa512.petsc,512,512,3,0.00574805,0.00474213,1.27504,2480,18.3753,18.18,2.67192,3.29713,3.7402,3.48469,0.820843,7,-269.221,275.811,3,4,0,0,0,0,0.973078,0.946155,0,0,0.538692,3,512,272,257,2.55404,2.55404,0
 cryg10000.petsc,10000,10000,3,94241.5,98621.2,1.27E+07,49699,341708,340790,25025.8,53483.5,45565.4,48665.1,5275.73,5,-1.17E+07,1.17E+07,3,4,0,0,0,0,0.990386,0.980771,0,0,1173.7,3,10000,9900,9900,8.2958,8.2958,0
 olm100.petsc,100,100,2,3412.27,3375.34,2917.19,396,4116.74,2924.65,2897.23,949.231,1049.45,574.83,474.616,6,-2425.36,2425.36,2,3,0,0,0,0,0.548158,0.096317,0,0,24.2536,-2,100,2,3,1.25527,2.97714,0
 dw256A.petsc,512,512,3,0.00574805,0.00474213,1.27504,2480,18.3753,18.18,2.67192,3.29713,3.7402,3.48469,0.820843,7,-269.221,275.811,3,4,0,0,0,0,0.973078,0.946155,0,0,0.538692,3,512,272,257,2.55404,2.55404,0
 pde225.petsc,225,225,3,0.207226,0.208588,0.0960296,1065,76.1317,71.0653,27.3086,13.9369,13.886,10.4669,4.53125,5,948.788,948.788,3,4,0,0,0,0,0.872271,0.744542,0,0,4.21684,2,225,15,15,3.29538,3.29391,0
 odepa400.petsc,400,400,2,0.0423947,0.0523879,15.9304,1201,49.0918,48.9996,3.0068,7,5.08,5,3.025,5,-797.97,798.03,2,3,0,0,0,0,0.998109,0.996219,0,0,1.99507,3,400,399,1,2.60206,2.30103,0
 bfwa62.petsc,62,62,3,0.87596,0.646956,2.64181,450,30.6388,30.4424,3.4636,11.8636,15.8535,12.2924,3.97315,21,183.813,183.813,3,7,0,0,0,0,0.968404,0.936808,0,0,2.96473,2,62,49,49,2.76897,2.74236,0
 mhd4800b.petsc,4800,4800,1,0.000578463,0.000676676,0.00491562,16160,5.04207,4.96817,0.860053,2.5,2,2.08333,0.416667,6,40.8745,40.8745,1,3,14,1,0,0,0.925476,0.850952,0,0,0.00851551,2,4800,18,0,20.5375,20.5375,0
 cdde4.petsc,961,961,3,0.0265188,0.0265188,0,4681,155.491,136.019,75.341,9.04688,9.04688,7.92188,4.6875,5,3768.92,3768.92,3,4,0,0,0,0,0.744623,0.489246,0,0,3.92188,2,961,31,31,1.25355,1.25355,0
 pde900.petsc,900,900,3,0.0516633,0.0533406,0.108051,4380,145.861,142.975,28.8697,12.8586,12.8335,11.2656,2.45578,5,3799.78,3799.78,3,4,0,0,0,0,0.926624,0.853247,0,0,4.22198,2,900,30,30,3.82242,3.82121,0
 bfwb782.petsc,782,782,1,2.10E-13,2.08E-13,2.33E-10,3382,0.000241292,0.000234755,5.58E-05,2.06E-05,2.20E-05,1.84E-05,6.61E-06,6,-0.00582684,0.00582684,1,4,3,1,0,0,0.827308,0.654616,0,2,7.45E-06,-2,782,593,0,7.04594,7.04594,0
 ck400.petsc,400,400,2,0.0602084,0.0735813,0.0944223,2860,15.2738,15.1109,2.22495,8.45949,6.32584,7.27623,1.18562,10,216.819,216.819,2,7,0,0,0,0,0.965246,0.930492,0,0,0.542047,2,400,203,203,22.5051,22.5051,0
 tub100.petsc,100,100,3,20537.8,20952.1,3.70E+06,396,11855.6,11831.1,761.569,2433.19,2032.21,2177.63,283.977,4,-96148.8,96148.8,3,3,0,0,0,0,0.981334,0.962668,0,0,961.488,-2,100,2,2,22.0483,22.0467,0
