% Generated on 2015-06-10 14:15:38,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../anamod-features -p ../timing/bgq -n solvers_anamod"
lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,lee96-lbound,ritz-values-c,nnzeros,lee96-ubound,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,commutator-normF,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, solver, class
?,2486,4,?,?,1295,11,?,4,-402.8296,?,4749,61565.83,1295.615,11887,-402.8296,?,2835,62073.03,30000.0,2486,8979,?,0.008882524,-91954.07,?,?,60123.42,317004.2,317004.1,?,497.9248,13.73004,25.19084,?,?,11887,?,1299,2835,0.5,-25.19084,2,?,-1,9.192277,2836,?,?,6,0.244637,0.4545542,448244.5,4302,4291,62063.76,?,7.165538,240,?,4219856.0,60123.42,450.3772,473.5546,47.54759,448311.5,91954.07,448311.5,497.9248,2836,-57465.26,89565283,bad
?,2486,4,?,?,1295,11,?,4,497.9248,?,4749,61565.83,1295.338,11887,0.000488049,?,2835,62073.03,11524.43,2486,?,?,0.008882524,-91954.07,?,?,?,?,?,?,497.9248,13.73004,25.19084,?,?,11887,?,1299,2835,0.4875,-25.19084,2,?,-1,9.192277,2836,?,?,6,?,0.4545542,448258.5,4302,4290,62063.76,?,7.882301,240,?,4219733.0,?,450.3772,473.5546,47.54759,448311.5,91954.07,?,497.9248,2836,?,89565283,bad
?,2486,4,?,?,1295,11,?,4,497.9248,?,4749,61565.83,1295.338,11887,0.000488049,?,2835,62073.03,11524.43,2486,?,?,0.008882524,-91954.07,?,?,?,?,?,?,497.9248,13.73004,25.19084,?,?,11887,?,1299,2835,0.4875,-25.19084,2,?,-1,9.192277,2836,?,?,6,?,0.4545542,448258.5,4302,4290,62063.76,?,7.882301,240,?,4219733.0,?,450.3772,473.5546,47.54759,448311.5,91954.07,?,497.9248,2836,?,68908713,good
?,2486,4,?,?,1295,11,?,4,497.9248,?,4749,61565.83,1295.338,11887,0.0004880491,?,2835,62073.03,11524.43,2486,?,?,0.008882524,-91954.07,?,?,?,?,?,?,497.9248,13.73004,25.19084,?,?,11887,?,1299,2835,0.4875,-25.19084,2,?,-1,9.192277,2836,?,?,6,?,0.4545542,448258.5,4302,4290,62063.76,?,7.882301,240,?,4219733.0,?,450.3772,473.5546,47.54759,448311.5,91954.07,?,497.9248,2836,?,89565283,good
?,2835,5,?,?,4,11,?,5,-4829.204,?,4643,551.9641,1306.423,14237,-1.720253e-07,?,2481,4865.899,552.3325,2835,11361,?,1.702823,-4836.533,?,?,4851.216,3949.929,6238.842,?,0.3316046,14.31667,4829.206,?,?,14237,?,1485,2481,0.525,-4829.203,2,?,?,12.859,2836,?,?,6,0.2020089,90.6663,5586.041,6758,4491,4829.332,?,13107.05,240,?,3720869.0,1930.587,2414.835,0.4726712,-2414.369,7384.111,4836.533,5586.043,0.4663332,2836,23321210.0,89565283,good
?,2486,4,?,?,1295,11,?,4,502.1633,?,4749,61567.68,1295.211,11886,-0.0007625029,?,2835,62079.12,8374.337,2486,?,?,0.008881264,-91940.75,?,?,?,?,?,?,502.1633,14.31667,25.18727,?,?,11886,?,1299,2835,0.4875,-25.18727,2,?,-1,9.977814,2836,?,?,6,?,0.4544872,448871.6,4301,4289,62069.85,?,7.961173,240,?,4218068.0,?,454.211,477.5857,47.95233,448925.5,91940.75,?,502.1633,2836,?,89565283,good
?,5307,5,?,?,2780,15,?,5,-29.08151,?,9775,45342.9,2427.571,28873,1.382133e-07,?,4535,45364.64,35748.32,5307,23471,?,1.695223e-05,-68531.01,?,?,34265.51,127077.8,127077.8,?,29.07869,31.51135,0.08998244,?,?,28873,?,2797,4535,0.475,0.05997896,2,?,?,29.87791,5308,?,?,6,0.1870952,0.001049422,179714.8,13790,8313,45371.99,?,1.291673,240,?,12699910.0,34265.51,29.08638,24.79704,0.004715504,179715.1,68531.01,179715.1,29.07869,5308,2023.761,89565283,good
?,4535,4,?,?,2358,13,?,4,2.100642e-19,?,9622,2930776.0,2407.734,24809,2.100642e-19,?,5307,2328216.0,941200.2,4535,?,?,0.03457981,-4591224.0,?,?,?,?,?,?,2.100642e-19,29.24287,183.5497,?,?,24809,?,2386,5307,0.4916667,183.5497,2,?,1,26.82188,5308,?,?,6,?,2.505421,8598941.0,9879,7952,3030776.0,?,253.8258,240,?,14946190.0,?,679.3813,100000.0,-57.5071,8600106.0,4591224.0,?,489.9366,5308,?,89565283,good
?,4535,4,?,?,2358,13,?,4,-4.336809e-19,?,9622,2915880.0,2408.001,24809,-4.336809e-19,?,5307,2316742.0,1009066.0,4535,19435,?,0.03471868,-4568205.0,?,?,2284103.0,6145332.0,6143705.0,?,454.5347,37.32772,184.2868,?,?,24809,?,2386,5307,0.5166667,184.2868,2,?,1,39.37148,5308,?,?,6,0.2166149,2.515537,8688508.0,9879,7953,3015880.0,?,188.7254,240,?,14946320.0,2284103.0,621.3421,100000.0,79.19934,8689661.0,4568205.0,8688510.0,490.0896,5308,-20000880000.0,89565283,good
?,4535,4,?,?,2358,13,?,4,-1.084202e-18,?,9622,2915880.0,2408.001,24809,-1.084202e-18,?,5307,2316742.0,1009066.0,4535,19435,?,0.03471868,-4568205.0,?,?,2284103.0,6145331.0,6143704.0,?,454.5347,31.53712,184.2868,?,?,24809,?,2386,5307,0.525,184.2868,2,?,1,29.00401,5308,?,?,6,0.2166149,2.515537,8688507.0,9879,7953,3015880.0,?,183.7622,240,?,14946320.0,2284103.0,577.5629,100000.0,-33.38127,8689660.0,4568205.0,8688509.0,490.0896,5308,-20000880000.0,89565283,bad
?,4535,4,?,?,2358,13,?,4,4.336809e-19,?,9622,2915880.0,2408.001,24809,4.336809e-19,?,5307,2316742.0,1009066.0,4535,19435,?,0.03471868,-4568205.0,?,?,2284103.0,6145444.0,6143816.0,?,4.336809e-19,31.56401,184.2868,?,?,24809,?,2386,5307,0.525,184.2868,2,?,1,29.0309,5308,?,?,6,0.2166149,2.515537,8688666.0,9879,7953,3015880.0,?,184.4178,240,?,14946320.0,2284103.0,623.6258,100000.0,-79.95318,8689819.0,4568205.0,8688668.0,490.0896,5308,-20000880000.0,89565283,good
?,1801,6,?,?,76,1310,?,6,1.255928,?,5681,0.005902372,793.8216,11258,0.0003510933,?,1763,1.916559,0.02129517,1801,?,?,0.002671091,-1.001725,?,?,?,?,?,?,1.255928,99.21325,4.842688,?,?,11258,?,1813,1763,0.5789474,4.842688,2,?,1,99.21325,1813,?,?,7,?,0.01098667,0.01082789,3764,3127,1.255929,?,81.59196,76,?,1328154.0,?,1.127964,?,0.1279641,4.270978,1.917831,?,1.255928,1813,?,89565283,bad
?,1801,6,?,?,76,1310,?,6,1.255928,?,5681,0.005902372,793.8216,11258,0.0003510933,?,1763,1.916559,0.02129517,1801,?,?,0.002671091,-1.001725,?,?,?,?,?,?,1.255928,99.21325,4.842688,?,?,11258,?,1813,1763,0.5789474,4.842688,2,?,1,99.21325,1813,?,?,7,?,0.01098667,0.01082789,3764,3127,1.255929,?,81.59196,76,?,1328154.0,?,1.127964,?,0.1279641,4.270978,1.917831,?,1.255928,1813,?,49598909,bad
?,1801,6,?,?,76,1310,?,6,1.255928,?,5681,0.005902372,793.8216,11258,0.0003510933,?,1763,1.916559,0.02129517,1801,?,?,0.002671091,-1.001725,?,?,?,?,?,?,1.255928,99.21325,4.842688,?,?,11258,?,1813,1763,0.5789474,4.842688,2,?,1,99.21325,1813,?,?,7,?,0.01098667,0.01082789,3764,3127,1.255929,?,81.59196,76,?,1328154.0,?,1.127964,?,0.1279641,4.270978,1.917831,?,1.255928,1813,?,68908713,bad
?,1801,6,?,?,76,1310,?,6,1.255928,?,5681,0.005902372,793.8216,11258,0.0003510933,?,1763,1.916559,0.02129517,1801,?,?,0.002671091,-1.001725,?,?,?,?,?,?,1.255928,99.21325,4.842688,?,?,11258,?,1813,1763,0.5789474,4.842688,2,?,1,99.21325,1813,?,?,7,?,0.01098667,0.01082789,3764,3127,1.255929,?,81.59196,76,?,1328154.0,?,1.127964,?,0.1279641,4.270978,1.917831,?,1.255928,1813,?,36564232,bad
?,5307,5,?,?,2780,15,?,5,-2032.577,?,9977,2990138.0,2424.118,28342,5.531819e-07,?,4535,2298394.0,950616.1,5307,22936,?,0.0006298397,-4530569.0,?,?,2265285.0,7869792.0,7869792.0,?,2032.574,27.23757,3.343189,?,?,28342,?,2797,4535,0.5,-1.343189,2,?,?,26.28066,5308,?,?,6,0.1907417,0.03496265,11129550.0,13057,8286,2992170.0,?,1.255724,240,?,12601660.0,2265285.0,2032.121,1628.705,-0.2180077,11129570.0,4530569.0,11129570.0,2032.574,5308,9638097.0,89565283,bad
?,5307,5,?,?,2780,15,?,5,-2032.577,?,9977,2990138.0,2424.118,28342,5.531819e-07,?,4535,2298394.0,950616.1,5307,22936,?,0.0006298397,-4530569.0,?,?,2265285.0,7869792.0,7869792.0,?,2032.574,27.23757,3.343189,?,?,28342,?,2797,4535,0.5,-1.343189,2,?,?,26.28066,5308,?,?,6,0.1907417,0.03496265,11129550.0,13057,8286,2992170.0,?,1.255724,240,?,12601660.0,2265285.0,2032.121,1628.705,-0.2180077,11129570.0,4530569.0,11129570.0,2032.574,5308,9638097.0,68908713,bad
?,5307,5,?,?,2780,15,?,5,-2032.577,?,9977,2990138.0,2424.118,28342,5.531819e-07,?,4535,2298394.0,950616.1,5307,22936,?,0.0006298397,-4530569.0,?,?,2265285.0,7869792.0,7869792.0,?,2032.574,27.23757,3.343189,?,?,28342,?,2797,4535,0.5,-1.343189,2,?,?,26.28066,5308,?,?,6,0.1907417,0.03496265,11129550.0,13057,8286,2992170.0,?,1.255724,240,?,12601660.0,2265285.0,2032.121,1628.705,-0.2180077,11129570.0,4530569.0,11129570.0,2032.574,5308,9638097.0,36564232,bad
?,5307,5,?,?,2780,15,?,5,1.253201,?,9773,45360.43,2426.774,28869,1.253201,?,4535,45363.79,632.428,5307,?,?,7.14686e-07,-45468.05,?,?,?,?,?,?,1.253201,30.24021,0.003793553,?,?,28869,?,2797,4535,0.5041667,0.002528642,2,?,?,30.74187,5308,?,?,6,?,4.42424e-05,59450.04,13788,8310,45361.79,?,1.185981,240,?,12689100.0,?,1.353329,1.270056,-0.008721117,59450.04,45468.05,?,1.253201,5308,?,89565283,good
?,4535,4,?,?,2358,13,?,4,-2.168404e-19,?,9612,2930776.0,2406.895,24785,-2.168404e-19,?,5307,2328216.0,1010272.0,4535,19411,?,0.03457981,-4591224.0,?,?,2295613.0,6082066.0,6080421.0,?,455.3429,28.08675,183.5497,?,?,24785,?,2386,5307,0.525,183.5497,2,?,1,30.12767,5308,?,?,6,0.2168247,2.505421,8599011.0,9865,7949,3030776.0,?,178.9797,240,?,14933290.0,2295613.0,585.1058,100000.0,-26.38316,8600177.0,4591224.0,8599014.0,489.9366,5308,-20000880000.0,89565283,good
?,5307,5,?,?,2780,15,?,5,-31.40754,?,9754,49112.98,2426.757,28836,-1.474708e-07,?,4535,45361.07,16373.8,5307,23434,?,1.821804e-05,-74446.71,?,?,37223.37,136930.2,136930.2,?,31.40466,27.64377,0.09670138,?,?,28836,?,2797,4535,0.5,0.06427137,2,?,?,26.92431,5308,?,?,6,0.1873353,0.001126781,193648.2,13774,8310,49144.04,?,1.116794,240,?,12694270.0,37223.37,30.9918,28.22188,-0.05688224,193648.5,74446.71,193648.5,31.40466,5308,2361.319,89565283,good
?,864,4,?,?,224,36,?,4,2.915023,?,2118,1.447996,460.3435,5976,0.1818182,?,864,6.459892,2.23009,864,?,?,0.2593545,-1.0,?,?,?,?,?,?,2.907483,99.14753,316.4125,?,?,5976,?,1154,864,0.9019608,316.4125,2,?,1,99.14753,1220,?,?,5,?,0.2667859,0.002528421,2638,1601,3.209061,?,4.103165,51,?,475474.4,?,2.104531,?,1.104531,18.92856,6.459873,?,3.209061,1220,?,36564232,good
?,224,6,?,?,2704,7,1,6,4.138078,?,8095,1.704495,121.0667,19093,0.08248815,?,224,4.778741,1.704715,224,?,?,0.2091018,-1.122467,?,?,4.778741,2.793654,18.01166,?,4.138078,6.438518,607.0225,0.2090858,?,19093,15.609,2903,224,1.0,607.0225,4,5.991294,2,6.438518,2903,?,?,6,1.0,0.1870544,3.950823,8095,15,4.138078,?,18817.34,28,?,40416.07,0.5766066,2.068929,?,2.069149,18.22703,4.778741,3.950823,4.138078,2903,316.6155,89565283,bad
?,224,6,?,?,2704,7,1,6,4.138078,?,8095,1.704495,121.0667,19093,0.08248815,?,224,4.778741,1.704715,224,?,?,0.2091018,-1.122467,?,?,4.778741,2.793654,18.01166,?,4.138078,6.438518,607.0225,0.2090858,?,19093,15.609,2903,224,1.0,607.0225,4,5.991294,2,6.438518,2903,?,?,6,1.0,0.1870544,3.950823,8095,15,4.138078,?,18817.34,28,?,40416.07,0.5766066,2.068929,?,2.069149,18.22703,4.778741,3.950823,4.138078,2903,316.6155,49598909,bad
?,224,6,?,?,2704,7,1,6,4.138078,?,8095,1.704495,121.0667,19093,0.08248815,?,224,4.778741,1.704715,224,?,?,0.2091018,-1.122467,?,?,4.778741,2.793654,18.01166,?,4.138078,6.438518,607.0225,0.2090858,?,19093,15.609,2903,224,1.0,607.0225,4,5.991294,2,6.438518,2903,?,?,6,1.0,0.1870544,3.950823,8095,15,4.138078,?,18817.34,28,?,40416.07,0.5766066,2.068929,?,2.069149,18.22703,4.778741,3.950823,4.138078,2903,316.6155,36564232,bad
?,1801,6,?,?,76,1310,?,6,1.431568,?,5681,0.1105544,793.8216,11258,0.0003510933,?,1763,2.432901,0.03170902,1801,?,?,0.002987297,-1.012069,?,?,?,?,?,?,1.431568,231.392,5.41597,?,?,11258,?,1813,1763,0.5272727,5.41597,2,?,1,231.392,1813,?,?,7,?,0.0173775,0.0129782,3764,3127,1.431576,?,10.0628,55,?,1328154.0,?,1.215784,?,0.2157839,4.314751,2.441177,?,1.431568,1813,?,89565283,good
?,1801,6,?,?,76,1310,?,6,1.431568,?,5681,0.1105544,793.8216,11258,0.0003510933,?,1763,2.432901,0.03170902,1801,?,?,0.002987297,-1.012069,?,?,?,?,?,?,1.431568,231.392,5.41597,?,?,11258,?,1813,1763,0.5272727,5.41597,2,?,1,231.392,1813,?,?,7,?,0.0173775,0.0129782,3764,3127,1.431576,?,10.0628,55,?,1328154.0,?,1.215784,?,0.2157839,4.314751,2.441177,?,1.431568,1813,?,49598909,good
?,864,4,?,?,224,36,?,4,3.068085,?,2118,0.9329021,460.3435,5976,0.1818182,?,864,6.153592,1.634793,864,?,?,0.2612869,-1.0,?,?,?,?,?,?,3.068085,198.0524,318.77,?,?,5976,?,1154,864,0.8979592,318.77,2,?,1,198.0524,1220,?,?,5,?,0.2707049,0.005103572,2638,1601,3.068085,?,4.371173,49,?,475474.4,?,2.034042,?,1.034042,19.04853,6.153341,?,3.068085,1220,?,89565283,bad
?,864,4,?,?,224,36,?,4,3.068085,?,2118,0.9329021,460.3435,5976,0.1818182,?,864,6.153592,1.634793,864,?,?,0.2612869,-1.0,?,?,?,?,?,?,3.068085,198.0524,318.77,?,?,5976,?,1154,864,0.8979592,318.77,2,?,1,198.0524,1220,?,?,5,?,0.2707049,0.005103572,2638,1601,3.068085,?,4.371173,49,?,475474.4,?,2.034042,?,1.034042,19.04853,6.153341,?,3.068085,1220,?,68908713,good
?,19000,17,?,?,43,32,?,17,-810.8467,?,38073,215.7739,28344.85,684223,1.010943,?,38019,1389.099,379.0109,19000,607913,?,1.020626,-1389.099,?,?,1389.099,1483.346,2290.102,?,771.3319,13.59389,38883.83,?,?,684223,?,38098,38019,0.52,37552.17,3,?,?,13.59389,38098,?,?,6,0.111528,0.7874534,1851.639,608052,19144,1026.621,?,3.658075,50,?,3247855000.0,822.3559,791.0893,151.2716,-19.75744,2728.531,1389.099,2097.769,771.3319,38098,3044249.0,36564232,bad
?,?,4,?,2,1,6,?,4,-0.5653426,?,?,49.41483,43.0,20861,-0.0003716481,?,86,124.7753,73.67995,?,?,?,0.9569189,-123.7731,?,?,?,?,?,?,-0.0003716481,5.39564,4073.604,?,?,20861,?,4257,86,?,-4073.604,1,?,-2,5.39564,4257,?,?,5,?,4.501106,189.3548,16604,87,103.2956,1,2.573104,45,?,8026.667,?,19.8866,8.91759,-42.54856,354.9648,123.7731,?,-1.009498e-05,4257,?,89565283,good
?,?,8,?,2,1,12,?,8,-0.6202565,?,?,106.9526,115.0087,93781,-2.575951e-05,?,231,272.2243,147.5995,?,?,?,0.94053,-275.2723,?,?,?,?,?,?,-2.575951e-05,7.553177,10764.37,?,?,93781,?,11445,231,?,-10764.37,1,?,-2,7.550828,11445,?,?,8,?,5.200781,400.9072,82336,231,187.6805,1,2.717751,48,?,57356.62,?,36.6691,17.15462,-73.79904,693.1209,275.2723,?,-1.110991e-05,11445,?,89565283,good
?,1801,6,?,?,76,1310,?,6,1.179613,?,5681,1.026708e-06,793.8216,11258,0.002308828,?,1763,1.66481,0.01862504,1801,?,?,0.002575814,-1.000012,?,?,?,?,?,?,1.179613,98.92375,4.669951,?,?,11258,?,1813,1763,0.6049383,4.669951,2,?,1,98.92375,1813,?,?,7,?,0.008101894,0.006090683,3764,3127,1.179614,?,63.33827,81,?,1328154.0,?,1.089806,?,0.08980647,4.258834,1.662681,?,1.179613,1813,?,89565283,good
?,1801,6,?,?,76,1310,?,6,1.179613,?,5681,1.026708e-06,793.8216,11258,0.002308828,?,1763,1.66481,0.01862504,1801,?,?,0.002575814,-1.000012,?,?,?,?,?,?,1.179613,98.92375,4.669951,?,?,11258,?,1813,1763,0.6049383,4.669951,2,?,1,98.92375,1813,?,?,7,?,0.008101894,0.006090683,3764,3127,1.179614,?,63.33827,81,?,1328154.0,?,1.089806,?,0.08980647,4.258834,1.662681,?,1.179613,1813,?,49598909,good
?,1801,6,?,?,76,1310,?,6,1.179877,?,5681,0.001550689,793.8216,11258,0.002308828,?,1763,1.663608,0.02051193,1801,?,?,0.002551142,-1.000593,?,?,?,?,?,?,1.179877,98.94544,4.625221,?,?,11258,?,1813,1763,0.5789474,4.625221,2,?,1,98.94544,1813,?,?,7,?,0.008106072,0.00158309,3764,3127,1.179877,?,62.22572,76,?,1328154.0,?,1.089938,?,0.08993836,4.258791,1.663582,?,1.179877,1813,?,89565283,good
?,1801,6,?,?,76,1310,?,6,1.179877,?,5681,0.001550689,793.8216,11258,0.002308828,?,1763,1.663608,0.02051193,1801,?,?,0.002551142,-1.000593,?,?,?,?,?,?,1.179877,98.94544,4.625221,?,?,11258,?,1813,1763,0.5789474,4.625221,2,?,1,98.94544,1813,?,?,7,?,0.008106072,0.00158309,3764,3127,1.179877,?,62.22572,76,?,1328154.0,?,1.089938,?,0.08993836,4.258791,1.663582,?,1.179877,1813,?,49598909,good
?,224,6,?,?,2704,7,1,6,4.138078,?,8095,1.97689,121.0667,19093,0.08719869,?,224,4.778741,1.977361,224,?,?,0.2091018,-1.11628,?,?,?,?,?,?,4.138078,6.438518,607.0224,?,?,19093,?,2903,224,1.0,607.0224,4,?,2,6.438518,2903,?,?,6,?,0.1858956,3.950823,8095,15,4.138078,?,8790.966,40,?,40416.07,?,2.068804,?,2.069274,18.19258,4.778741,?,4.138078,2903,?,89565283,bad
?,224,6,?,?,2704,7,1,6,4.138078,?,8095,1.97689,121.0667,19093,0.08719869,?,224,4.778741,1.977361,224,?,?,0.2091018,-1.11628,?,?,?,?,?,?,4.138078,6.438518,607.0224,?,?,19093,?,2903,224,1.0,607.0224,4,?,2,6.438518,2903,?,?,6,?,0.1858956,3.950823,8095,15,4.138078,?,8790.966,40,?,40416.07,?,2.068804,?,2.069274,18.19258,4.778741,?,4.138078,2903,?,36564232,bad
?,1801,6,?,?,76,1310,?,6,1.180017,?,5681,0.005290579,793.8216,11258,0.002308828,?,1763,1.664105,0.0186912,1801,?,?,0.002554227,-1.000307,?,?,?,?,?,?,1.180017,98.94544,4.630814,?,?,11258,?,1813,1763,0.6144578,4.630814,2,?,1,98.94544,1813,?,?,7,?,0.008110431,0.002780927,3764,3127,1.180017,?,88.05684,83,?,1328154.0,?,1.090008,?,0.0900083,4.25881,1.664369,?,1.180017,1813,?,89565283,good
?,1801,6,?,?,76,1310,?,6,1.180017,?,5681,0.005290579,793.8216,11258,0.002308828,?,1763,1.664105,0.0186912,1801,?,?,0.002554227,-1.000307,?,?,?,?,?,?,1.180017,98.94544,4.630814,?,?,11258,?,1813,1763,0.6144578,4.630814,2,?,1,98.94544,1813,?,?,7,?,0.008110431,0.002780927,3764,3127,1.180017,?,88.05684,83,?,1328154.0,?,1.090008,?,0.0900083,4.25881,1.664369,?,1.180017,1813,?,49598909,good
?,1801,6,?,?,76,1310,?,6,1.179886,?,5681,0.00631422,793.8216,11258,0.002308828,?,1763,1.663667,0.01869093,1801,?,?,0.002550565,-1.000085,?,?,?,?,?,?,1.179886,98.94544,4.624175,?,?,11258,?,1813,1763,0.6,4.624175,2,?,1,98.94544,1813,?,?,7,?,0.008104921,0.001987599,3764,3127,1.179886,?,95.33113,80,?,1328154.0,?,1.089943,?,0.08994301,4.258784,1.663698,?,1.179886,1813,?,89565283,bad
?,1801,6,?,?,76,1310,?,6,1.179886,?,5681,0.00631422,793.8216,11258,0.002308828,?,1763,1.663667,0.01869093,1801,?,?,0.002550565,-1.000085,?,?,?,?,?,?,1.179886,98.94544,4.624175,?,?,11258,?,1813,1763,0.6,4.624175,2,?,1,98.94544,1813,?,?,7,?,0.008104921,0.001987599,3764,3127,1.179886,?,95.33113,80,?,1328154.0,?,1.089943,?,0.08994301,4.258784,1.663698,?,1.179886,1813,?,49598909,bad
?,1801,6,?,?,76,1310,?,6,1.179886,?,5681,0.00631422,793.8216,11258,0.002308828,?,1763,1.663667,0.01869093,1801,?,?,0.002550565,-1.000085,?,?,?,?,?,?,1.179886,98.94544,4.624175,?,?,11258,?,1813,1763,0.6,4.624175,2,?,1,98.94544,1813,?,?,7,?,0.008104921,0.001987599,3764,3127,1.179886,?,95.33113,80,?,1328154.0,?,1.089943,?,0.08994301,4.258784,1.663698,?,1.179886,1813,?,68908713,bad
?,1801,6,?,?,76,1310,?,6,1.179886,?,5681,0.00631422,793.8216,11258,0.002308828,?,1763,1.663667,0.01869093,1801,?,?,0.002550565,-1.000085,?,?,?,?,?,?,1.179886,98.94544,4.624175,?,?,11258,?,1813,1763,0.6,4.624175,2,?,1,98.94544,1813,?,?,7,?,0.008104921,0.001987599,3764,3127,1.179886,?,95.33113,80,?,1328154.0,?,1.089943,?,0.08994301,4.258784,1.663698,?,1.179886,1813,?,36564232,bad
?,?,19,?,7,1,36,1,19,4.144759,?,?,3903.565,1903.612,106526,0.0002960158,?,5302,9984.465,6538.038,?,?,?,1035.961,-3768.416,?,?,?,?,?,?,0.002302984,54.5609,5549643.0,?,?,106526,?,5357,5302,1.0,5549643.0,1,?,2,54.55913,5357,?,?,15,?,1383.317,67120.64,101169,2369,6676.351,1,2.046673,29,?,16915700.0,?,1565.33,1351.787,3826.575,143196.9,10023.24,?,4102.463,5357,?,89565283,bad
?,?,19,?,7,1,36,1,19,4.144759,?,?,3903.565,1903.612,106526,0.0002960158,?,5302,9984.465,6538.038,?,?,?,1035.961,-3768.416,?,?,?,?,?,?,0.002302984,54.5609,5549643.0,?,?,106526,?,5357,5302,1.0,5549643.0,1,?,2,54.55913,5357,?,?,15,?,1383.317,67120.64,101169,2369,6676.351,1,2.046673,29,?,16915700.0,?,1565.33,1351.787,3826.575,143196.9,10023.24,?,4102.463,5357,?,49598909,good
?,4535,4,?,?,2358,13,?,4,-1.138412e-18,?,9616,2840492.0,2408.001,24797,-1.138412e-18,?,5307,2258658.0,1003044.0,4535,19423,?,0.03522057,-4451461.0,?,?,2225732.0,6128542.0,6126910.0,?,451.683,28.5598,186.9508,?,?,24797,?,2386,5307,0.525,186.9508,2,?,1,29.56166,5308,?,?,6,0.2167198,2.552099,8664757.0,9873,7953,2940492.0,?,177.4435,240,?,14946320.0,2225732.0,594.8245,100000.0,20.28548,8665913.0,4451461.0,8664759.0,489.4915,5308,-20000870000.0,89565283,good
?,4535,4,?,?,2358,13,?,4,-1.355253e-18,?,9622,2840492.0,2408.001,24809,-1.355253e-18,?,5307,2258658.0,1003044.0,4535,19435,?,0.03522057,-4451461.0,?,?,2225732.0,6128546.0,6126914.0,?,451.683,29.13269,186.9508,?,?,24809,?,2386,5307,0.5583333,186.9508,2,?,1,26.93115,5308,?,?,6,0.2166149,2.552099,8664763.0,9879,7953,2940492.0,?,183.8645,240,?,14946320.0,2225732.0,577.9378,100000.0,-34.05888,8665919.0,4451461.0,8664765.0,489.4915,5308,-20000870000.0,89565283,good
?,5307,5,?,?,2780,15,?,5,-43.39142,?,9769,67709.75,2427.573,28863,1.744785e-07,?,4535,52046.66,22612.81,5307,23461,?,2.503833e-05,-102629.7,?,?,51314.84,184890.0,184890.1,?,43.38821,28.40147,0.1329034,?,?,28863,?,2797,4535,0.5,0.08809462,2,?,?,26.60359,5308,?,?,6,0.18716,0.001547336,261473.6,13786,8311,67752.81,?,1.162148,240,?,12701560.0,51314.84,42.9209,39.33255,-0.1221171,261474.0,102629.7,261474.0,43.38821,5308,4496.766,89565283,bad
?,5307,5,?,?,2780,15,?,5,-43.39142,?,9769,67709.75,2427.573,28863,1.744785e-07,?,4535,52046.66,22612.81,5307,23461,?,2.503833e-05,-102629.7,?,?,51314.84,184890.0,184890.1,?,43.38821,28.40147,0.1329034,?,?,28863,?,2797,4535,0.5,0.08809462,2,?,?,26.60359,5308,?,?,6,0.18716,0.001547336,261473.6,13786,8311,67752.81,?,1.162148,240,?,12701560.0,51314.84,42.9209,39.33255,-0.1221171,261474.0,102629.7,261474.0,43.38821,5308,4496.766,36564232,bad
?,4535,4,?,?,2358,13,?,4,-3.726945e-19,?,9617,2924084.0,2407.04,24792,-3.726945e-19,?,5307,2323054.0,940167.6,4535,?,?,0.03453506,-4580781.0,?,?,?,?,?,?,456.8738,28.34875,183.3121,?,?,24792,?,2386,5307,0.4708333,183.3121,2,?,1,26.14138,5308,?,?,6,?,2.502161,8611255.0,9867,7948,3024084.0,?,204.3667,240,?,14933970.0,?,711.6222,100000.0,-87.7072,8612418.0,4580781.0,?,489.0976,5308,?,89565283,bad
?,4535,4,?,?,2358,13,?,4,-3.726945e-19,?,9617,2924084.0,2407.04,24792,-3.726945e-19,?,5307,2323054.0,940167.6,4535,?,?,0.03453506,-4580781.0,?,?,?,?,?,?,456.8738,28.34875,183.3121,?,?,24792,?,2386,5307,0.4708333,183.3121,2,?,1,26.14138,5308,?,?,6,?,2.502161,8611255.0,9867,7948,3024084.0,?,204.3667,240,?,14933970.0,?,711.6222,100000.0,-87.7072,8612418.0,4580781.0,?,489.0976,5308,?,68908713,good
