matrix,row-variability:variance,diagonal-average:variance,upband:iprs,nnzlow:iprs,lambda-min-by-magnitude-re:lapack,avgdistfromdiag:iprs,avgnnzprow:iprs,lambda-max-by-im-part-im:spectrum,normF:simple,lambda-max-by-real-part-im:spectrum,sigma-min:spectrum,ellipse-cx:spectrum,lee96-lbound:normal,n-struct-unsymm:structure,lee96-ubound:normal,lambda-max-by-im-part-re:spectrum,ruhe75-bound:normal,departure:lapack,ellipse-cy:spectrum,relsymm:iprs,lambda-max-by-magnitude-im:spectrum,n-colours:jpl,commutator-normF:normal,col-variability:variance,symmetry-anorm:simple,diag-zerostart:structure,symmetry:structure,lambda-max-by-im-part-re:lapack,positive-fraction:spectrum,nnz:iprs,diagonal-dominance:simple,lambda-max-by-real-part-re:lapack,dummy-rows-kind:structure,max-nnzeros-per-row:structure,ellipse-ax:spectrum,lambda-min-by-magnitude-re:spectrum,symmetry-fanorm:simple,nnzeros:structure,loband:iprs,diagonal-sign:variance,min-nnzeros-per-row:structure,lambda-max-by-real-part-re:spectrum,trace-asquared:normal,nnzup:iprs,n-dummy-rows:structure,nrows:structure,symmetry-fsnorm:simple,diag-definite:structure,avg-diag-dist:iprs,lambda-max-by-im-part-im:lapack,diagonal-variance:variance,symmetry-snorm:simple,n-ritz-values:spectrum,lambda-max-by-magnitude-re:spectrum,lee95-bound:normal,normInf:simple,lambda-max-by-magnitude-re:lapack,sigma-max:spectrum,n-nonzero-diags:iprs,trace-abs:simple,norm1:simple,lambda-min-by-magnitude-im:lapack,left-bandwidth:structure,blocksize:structure,ellipse-ay:spectrum,lambda-max-by-magnitude-im:lapack,sigma-diag-dist:iprs,kappa:spectrum,lambda-max-by-real-part-im:lapack,trace:simple,nnzdia:iprs,lambda-min-by-magnitude-im:spectrum,right-bandwidth:structure
oscil_dcop_17, 36.09691, 30362.0, 202, 597, 9.657359e-09, 3, 3, 2.686916, 4138862.0, nan, 23638.89, 1000471.0, nan, nan, nan, -57.18506, 23638.55, 36459.43, nan, nan, nan, 4, nan, 36.09691, nan, 430, nan, 1.0, 0.9438202, 1608, -30291.55, 2001004.0, nan, 13, 1000533.0, 0.277804, nan, 1608, 329, 1, 1, 2001004.0, nan, 581, 4, 430, nan, nan, 102.0418, nan, 138532.2, nan, 89, 2001004.0, nan, 2004013.0, 1000.0, 2001004.0, 311, 13055660.0, 2004013.0, nan, 329, 21, 2.686916, nan, 25586.49, 5810703.0, nan, 13055660.0, 430, 0.2035003, 202
invextr1_new, 309.4761, 1577825.0, 30365, 874689, -1.335838e-05, 58, 58, 12249670.0, 3152026000.0, nan, 300072000.0, 62200280.0, nan, 50361, nan, 31795160.0, 284527300.0, 2856721000.0, nan, 0.9719262, nan, 44, nan, 308.868, 153767100.0, 30412, nan, 139945400.0, 0.9333333, 1793881, -325697500.0, 139945400.0, nan, 214, 77744970.0, -15544690.0, 2020110000.0, 1793881, 30365, nan, 4, 139945200.0, 1.773578e+18, 888780, nan, 30412, 2419591000.0, nan, 12701.06, nan, 6625884.0, 268079100.0, 15, 139945200.0, 2856867000.0, 389813100.0, 139945400.0, 303290900.0, 44154, 47984820000.0, 300616500.0, nan, 30365, 4, 12249670.0, nan, 383095700.0, 9.002768, nan, 47983830000.0, 30412, nan, 30365
CAG_mat1916, 2.158362, 5.086117, 1915, 106451, 1.0, 102, 102, 3.654113, 1463.1, 8.089769e-06, 187.2035, 216.8512, nan, nan, nan, 56.4995, 483.4272, 1165.742, nan, nan, 8.089769e-06, 92, nan, 2.158362, nan, 1916, nan, 433.7002, 1.0, 195985, -1128.0, 433.7002, nan, 279, 216.8489, 0.002288943, nan, 195985, 1915, 2, 2, 433.7002, nan, 87618, nan, 1916, nan, 1, 955.7804, nan, 7.643505, nan, 56, 433.7002, nan, 1416.0, 433.7002, 917.1274, 3825, 9745.0, 9453.0, nan, 1915, 20, 3.654113, nan, 2128315.0, 189347.9, nan, 9745.0, 1916, 8.425716e-05, 1915
fv2, 1.147373, 3.51005, nan, 38612, 3.51005, 4, 4, 1.11025, 356.0958, 0.2362234, 2.012008, 3.0337, nan, nan, nan, 3.064276, 0.06791552, 77.79139, nan, nan, 0.4426735, 5, nan, 1.147373, nan, 9801, nan, 3.51005, 1.0, 48413, 2.01005, 3.51005, 1, 5, 0.9545458, 2.079154, nan, 48413, 100, 2, 1, 3.988246, nan, nan, 1, 9801, nan, 1, 59.6, nan, 3.952394e-13, nan, 47, 3.988102, nan, 5.01005, 3.51005, 4.040327, 5, 34402.0, 5.01005, nan, 100, 1, 1.11025, nan, 16537.68, 1.929204, nan, 34402.0, 9801, 0.05654659, nan
Si2, 12.79262, 17.5109, nan, 8516, 12.47423, 12, 12, 4.175435, 513.7754, 0.3525521, 6.412192, 17.87936, nan, nan, nan, 19.84822, 3.697586, 157.4946, nan, nan, 0.3525521, 15, nan, 12.79045, nan, 769, nan, 21.67682, 1.0, 9285, -1.365429, 21.72971, 1, 52, 8.997886, 8.881477, nan, 9285, 552, 2, 1, 26.87725, nan, nan, 1, 769, nan, 1, 258.9862, nan, 2.090567, nan, 42, 26.87725, nan, 34.87307, 21.68404, 30.57715, 507, 13465.88, 34.80472, nan, 552, 1, 4.175435, nan, 292302.2, 3.025419, nan, 13465.88, 769, 0.2346517, nan
rdist3a, 7.615429, 1.024432, 166, 8546, 1.0, 26, 26, 5.087339, 5287.136, nan, 995.8654, -192.7769, nan, 52806, nan, -1.910506, 991.513, 5242.913, nan, 0.1727088, nan, 26, nan, 7.933329, 1905.263, 2398, nan, 40.31301, 0.3176471, 63830, -3810.036, 40.31301, nan, 94, 233.09, 1.870495, 3707.377, 63830, 2278, nan, 1, -425.8669, 464513.9, 52886, 1, 2398, 3769.504, nan, 387.4652, nan, 12.60116, 1928.027, 85, -425.8669, 5243.023, 3810.819, -425.8669, 1144.227, 316, 2456.588, 1404.806, nan, 2278, 23, 5.087339, nan, 1024213.0, 97.84757, nan, -1981.789, 2398, 3.929911, 166
extr1b_A_17, 12.43721, 1.702871, 2835, 6758, 7.687944e-08, 5, 5, 0.1997902, 6399.907, nan, 207.0255, -2414.569, nan, nan, nan, 0.05527114, 206.8463, 4199.557, nan, nan, nan, 6, nan, 13.73004, nan, 1485, nan, 0.1579851, 0.525, 14237, -4832.432, 0.1943514, nan, 11, 2414.771, -0.1312141, nan, 14237, 2481, nan, 2, -4829.34, nan, 4643, nan, 2836, nan, nan, 1306.082, nan, 90.66885, nan, 240, -4829.34, nan, 4832.432, -4829.34, 4829.363, 4490, 4829.341, 4845.884, nan, 2481, 4, 0.1997902, nan, 3720362.0, 26953.28, nan, -4829.34, 2836, 0.1220097, 2835
extr1b_A_16, 9.192277, 0.008882524, 2486, 4301, -0.0007369423, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, nan, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11886, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11886, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.211, nan, 0.4545542, nan, 240, 497.9248, nan, 91954.07, 497.9248, 62063.76, 4289, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4218068.0, 7.882301, nan, -25.19084, 2836, nan, 2486
extr1b_A_15, 9.192277, 0.008882524, 2486, 4301, -0.0007369422, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, nan, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11886, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11886, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.211, nan, 0.4545542, nan, 240, 497.9248, nan, 91954.07, 497.9248, 62063.76, 4289, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4218068.0, 7.882301, nan, -25.19084, 2836, nan, 2486
extr1b_A_14, 9.192277, 0.008882524, 2486, 4301, -0.0007369422, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, 292.6729, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11886, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11886, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.211, nan, 0.4545542, nan, 240, -402.8296, nan, 91954.07, 497.9248, 62063.76, 4289, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4218068.0, 7.882301, nan, -25.19084, 2836, nan, 2486
extr1b_A_13, 9.192277, 0.008882524, 2486, 4302, 0.0004880489, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, 292.6729, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11887, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11887, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.338, nan, 0.4545542, nan, 240, -402.8296, nan, 91954.07, 497.9248, 62063.76, 4290, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4219733.0, 7.882301, nan, -25.19084, 2836, nan, 2486
extr1b_A_12, 9.192277, 0.008882524, 2486, 4302, 0.0004880493, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, nan, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11887, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11887, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.338, nan, 0.4545542, nan, 240, 497.9248, nan, 91954.07, 497.9248, 62063.76, 4290, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4219733.0, 7.882301, nan, -25.19084, 2836, nan, 2486
extr1b_A_11, 9.192277, 0.008882524, 2486, 4302, 0.000488049, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, nan, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11887, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11887, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.338, nan, 0.4545542, nan, 240, 497.9248, nan, 91954.07, 497.9248, 62063.76, 4290, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4219733.0, 7.882301, nan, -25.19084, 2836, nan, 2486
extr1b_A_10, 9.192277, 0.008882524, 2486, 4302, 0.0004880491, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, nan, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11887, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11887, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.338, nan, 0.4545542, nan, 240, 497.9248, nan, 91954.07, 497.9248, 62063.76, 4290, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4219733.0, 7.882301, nan, -25.19084, 2836, nan, 2486
extr1b_A_19, 12.859, 1.702823, 2835, 6758, -1.720253e-07, 5, 5, 0.4726712, 7384.111, nan, 552.3325, -2414.369, nan, 11361, nan, 0.0369624, 551.9641, 5586.041, nan, 0.2020089, nan, 6, nan, 14.31667, 1930.587, 1485, nan, 0.3316046, 0.525, 14237, -4836.533, 0.4663332, nan, 11, 2414.835, -0.18475, 3949.929, 14237, 2481, nan, 2, -4829.204, 23321210.0, 4643, nan, 2836, 6238.842, nan, 1306.423, nan, 90.6663, 4851.216, 240, -4829.204, 5586.043, 4836.533, -4829.204, 4829.332, 4491, 4829.206, 4865.899, nan, 2481, 4, 0.4726712, nan, 3720869.0, 13107.05, nan, -4829.203, 2836, 0.3187756, 2835
extr1b_A_18, 9.977814, 0.008881264, 2486, 4301, -0.0007625029, 4, 4, 477.5857, 448925.5, nan, 8374.337, 47.95233, nan, nan, nan, 155.177, 61567.68, 448871.6, nan, nan, nan, 6, nan, 14.31667, nan, 1299, nan, 502.1633, 0.4875, 11886, -91940.75, 502.1633, nan, 11, 454.211, 63.07655, nan, 11886, 2835, -1.0, 2, 502.1633, nan, 4749, nan, 2836, nan, nan, 1295.211, nan, 0.4544872, nan, 240, 502.1633, nan, 91940.75, 502.1633, 62069.85, 4289, 25.18727, 62079.12, nan, 2835, 1295, 477.5857, nan, 4218068.0, 7.961173, nan, -25.18727, 2836, nan, 2486
hydr1c_A_16, 29.87791, 1.695223e-05, 5307, 13790, 1.382133e-07, 5, 5, 28.65331, 179715.1, 0.5740198, 14116.75, -0.09312075, nan, nan, nan, -1.441112, 45339.26, 179714.9, nan, nan, 17.01557, 6, nan, 31.51135, nan, 2797, nan, 29.07869, 0.4958333, 28873, -68531.01, 29.07869, nan, 15, 29.19931, 1.482922, nan, 28873, 4535, nan, 2, -29.29244, nan, 9775, nan, 5308, nan, nan, 2427.224, nan, 0.001049422, nan, 240, -27.95518, nan, 68531.01, -29.08151, 45371.99, 8312, 0.08998244, 45364.64, nan, 4535, 2780, 28.65331, nan, 12698920.0, 1.396444, nan, 0.05997896, 5308, 23.38862, 5307
hydr1c_A_17, 26.82188, 0.03457981, 4535, 9879, 2.100642e-19, 4, 4, 100000.0, 8600106.0, nan, 941200.2, -57.5071, nan, nan, nan, 1.136868e-12, 2930776.0, 8598941.0, nan, nan, 100000.0, 6, nan, 29.24287, nan, 2386, nan, 2.100642e-19, 0.4916667, 24809, -4591224.0, 489.9366, nan, 13, 679.3813, -393.971, nan, 24809, 5307, 1, 2, -736.8884, nan, 9622, nan, 5308, nan, nan, 2407.734, nan, 2.505421, nan, 240, 1.136868e-12, nan, 4591224.0, 2.100642e-19, 3030776.0, 7952, 183.5497, 2328216.0, nan, 5307, 2358, 100000.0, nan, 14946190.0, 253.8258, nan, 183.5497, 5308, nan, 4535
hydr1c_A_14, 39.37148, 0.03471868, 4535, 9879, -7.182839e-19, 4, 4, 100000.0, 8689661.0, nan, 940913.5, -38.19564, nan, nan, nan, 3.637979e-12, 2915880.0, 8688508.0, nan, nan, 100000.0, 6, nan, 37.32772, nan, 2386, nan, 454.5347, 0.5166667, 24809, -4568205.0, 490.0896, nan, 13, 661.501, -437.2036, nan, 24809, 5307, 1, 2, -699.6967, nan, 9622, nan, 5308, nan, nan, 2407.734, nan, 2.515537, nan, 240, 3.637979e-12, nan, 4568205.0, -7.182839e-19, 3015880.0, 7952, 184.2868, 2316742.0, nan, 5307, 2358, 100000.0, nan, 14946190.0, 199.7507, nan, 184.2868, 5308, 243.8799, 4535
hydr1c_A_15, 29.00401, 0.03471868, 4535, 9879, -1.084202e-18, 4, 4, 100000.0, 8689660.0, nan, 1009066.0, -33.38127, nan, 19435, nan, -3.939959e-12, 2915880.0, 8688507.0, nan, 0.2166149, 100000.0, 6, nan, 31.53712, 2284103.0, 2386, nan, 454.5347, 0.525, 24809, -4568205.0, 490.0896, nan, 13, 577.5629, 544.1817, 6145331.0, 24809, 5307, 1, 2, -610.9442, -20000880000.0, 9622, nan, 5308, 6143704.0, nan, 2408.001, nan, 2.515537, 2284103.0, 240, -3.939959e-12, 8688509.0, 4568205.0, -1.084202e-18, 3015880.0, 7953, 184.2868, 2316742.0, nan, 5307, 2358, 100000.0, nan, 14946320.0, 183.7622, nan, 184.2868, 5308, nan, 4535
hydr1c_A_12, 29.0309, 0.03471868, 4535, 9879, 4.336809e-19, 4, 4, 100000.0, 8689819.0, 102.7832, 1009066.0, -79.95318, nan, 19435, nan, 8.295586e-12, 2915880.0, 8688666.0, nan, 0.2166149, 100000.0, 6, nan, 31.56401, 2284103.0, 2386, nan, 4.336809e-19, 0.525, 24809, -4568205.0, 490.0896, nan, 13, 623.6258, 360.1146, 6145444.0, 24809, 5307, 1, 2, -703.579, -20000880000.0, 9622, nan, 5308, 6143816.0, nan, 2408.001, nan, 2.515537, 2284103.0, 240, 8.295586e-12, 8688668.0, 4568205.0, 4.336809e-19, 3015880.0, 7953, 184.2868, 2316742.0, nan, 5307, 2358, 100000.0, nan, 14946320.0, 184.4178, nan, 184.2868, 5308, 405.4001, 4535
adder_dcop_18, 99.21325, 0.002671091, 1801, 3764, 0.0003510933, 6, 6, nan, 4.270978, nan, 0.02129517, 0.1279641, nan, nan, nan, 6.928063e-310, 0.005902372, 0.01082789, nan, nan, nan, 7, nan, 99.21325, nan, 1813, nan, 1.255928, 0.5789474, 11258, -1.001725, 1.255928, nan, 1310, 1.127964, 0.01539279, nan, 11258, 1763, 1, 2, 1.255928, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.01098667, nan, 76, 1.255928, nan, 1.917831, 1.255928, 1.255929, 3127, 4.842688, 1.916559, nan, 1763, 76, nan, nan, 1328154.0, 81.59196, nan, 4.842688, 1813, nan, 1801
filter2D_E, 11.27474, 1.011145e-10, nan, nan, 2.605562e-11, 1, 1, 2.12199599996e-314, 4.692619e-09, nan, 2.593373e-10, 1.813667e-10, nan, nan, nan, nan, 2.540252e-10, nan, nan, nan, nan, 1, nan, 11.27474, nan, 1668, nan, 1.194819e-10, 1.0, 1668, 5.31208e-12, 3.574214e-10, 1, 1, 1.760546e-10, 5.312096e-12, nan, 1668, nan, 2, 1, 3.574214e-10, nan, nan, 1668, 1668, nan, 1, nan, nan, 5.456826e-11, nan, 34, 3.574214e-10, nan, 3.574214e-10, 1.194819e-10, 3.57419e-10, 1, 1.68659e-07, 3.574214e-10, nan, nan, 1, nan, nan, nan, 67.28444, nan, 1.68659e-07, 1668, nan, nan
hydr1c_A_11, 30.74187, 7.14686e-07, 5307, 13788, 1.253201, 5, 5, 1.270056, 59450.04, nan, 632.428, -0.008721117, nan, nan, nan, 0.002727078, 45360.43, 59450.04, nan, nan, nan, 6, nan, 30.24021, nan, 2797, nan, 1.253201, 0.5041667, 28869, -45468.05, 1.253201, nan, 15, 1.353329, -0.3713505, nan, 28869, 4535, nan, 2, -1.36205, nan, 9773, nan, 5308, nan, nan, 2426.774, nan, 4.42424e-05, nan, 240, -1.36205, nan, 45468.05, 1.253201, 45361.79, 8310, 0.003793553, 45363.79, nan, 4535, 2780, 1.270056, nan, 12689100.0, 1.185981, nan, 0.002528642, 5308, 1.086764, 5307
hydr1c_A_18, 30.12767, 0.03457981, 4535, 9865, -2.168404e-19, 4, 4, 100000.0, 8600177.0, nan, 1010272.0, -26.38316, nan, 19411, nan, 3.868905e-12, 2930776.0, 8599011.0, nan, 0.2168247, 100000.0, 6, nan, 28.08675, 2295613.0, 2386, nan, 455.3429, 0.525, 24785, -4591224.0, 489.9366, nan, 13, 585.1058, 558.7226, 6082066.0, 24785, 5307, 1, 2, -611.489, -20000880000.0, 9612, nan, 5308, 6080421.0, nan, 2406.895, nan, 2.505421, 2295613.0, 240, 3.868905e-12, 8599014.0, 4591224.0, -2.168404e-19, 3030776.0, 7949, 183.5497, 2328216.0, nan, 5307, 2358, 100000.0, nan, 14933290.0, 178.9797, nan, 183.5497, 5308, nan, 4535
hydr1c_A_19, 26.92431, 1.821804e-05, 5307, 13774, -1.474708e-07, 5, 5, 28.22188, 193648.5, 0.86996, 16373.8, -0.05688224, nan, 23434, nan, -1.988998, 49112.98, 193648.2, nan, 0.1873353, 0.86996, 6, nan, 27.64377, 37223.37, 2797, nan, 31.40466, 0.5, 28836, -74446.71, 31.40466, nan, 15, 30.9918, -10.70518, 136930.2, 28836, 4535, nan, 2, -31.04868, 2361.319, 9754, nan, 5308, 136930.2, nan, 2426.757, nan, 0.001126781, 37223.37, 240, -31.04868, 193648.5, 74446.71, -31.40754, 49144.04, 8310, 0.09670138, 45361.07, nan, 4535, 2780, 28.22188, nan, 12694270.0, 1.116794, nan, 0.06427137, 5308, 25.66976, 5307
TSOPF_RS_b9_c6, 12.90875, 1.001041, 3600, 39634, 1.208807, 7, 7, 22.67802, 238.6221, nan, 12.30731, -0.1508159, nan, nan, nan, 21.28801, 15.13446, 186.4481, nan, nan, nan, 6, nan, 12.90875, nan, 7224, nan, 40.04548, 0.5185185, 54089, -85.39954, 40.04548, nan, 11, 40.1963, 0.0624011, nan, 54089, 7205, nan, 3, -40.34711, nan, 7231, nan, 7224, nan, nan, 5351.19, nan, 0.07780537, nan, 54, -40.34711, nan, 85.39954, -40.34711, 55.48158, 3645, 7231.519, 85.39954, nan, 7205, 14, 22.67802, nan, 115829200.0, 646.577, nan, 7191.107, 7224, nan, 3600
fpga_dcop_10, 238.6169, 0.2699873, 864, 2634, 0.1818182, 4, 4, 6.92586e-310, 20.21482, nan, 2.231111, 1.973863, nan, nan, nan, nan, 1.370102, 0.004915707, nan, nan, nan, 5, nan, 238.6169, nan, 1154, nan, 4.412246, 0.952381, 5968, -1.0, 4.947726, nan, 36, 2.973863, -0.8610092, nan, 5968, 864, 1, 2, 4.947726, nan, 2114, nan, 1220, nan, nan, 460.5644, nan, 0.3164885, nan, 42, 4.947726, nan, 9.45733, 4.947726, 4.947726, 1600, 329.3845, 9.457435, nan, 864, 224, nan, nan, 475894.8, 5.746427, nan, 329.3845, 1220, nan, 864
bayer04, 257.1909, nan, 20544, 73224, -1.097165e-07, 8, 8, 5981.167, 7541864000.0, nan, 699775400.0, -3.33398e-08, nan, nan, nan, 3453.228, 3379597000.0, 7541864000.0, nan, nan, 5981.167, 9, nan, 255.4039, nan, nan, nan, 6906.457, 0.5, 179627, -3388250000.0, 6906.457, nan, 35, 6906.457, -573.8715, nan, 179627, 20446, 10, 2, -6906.457, nan, 85858, nan, 20545, nan, nan, 9170.977, nan, nan, nan, 240, 3453.228, nan, 3388250000.0, -6906.457, 3379604000.0, 31530, nan, 3379670000.0, nan, 20446, 11031, 5981.167, nan, 161714000.0, 10.29094, nan, nan, 20545, 347.9565, 20544
fpga_dcop_16, 198.0524, 0.2612869, 864, 2638, 0.1818182, 4, 4, 1.58101006669e-322, 19.04853, nan, 1.634793, 1.034042, nan, nan, nan, 4.94065645841e-324, 0.9329021, 0.005103572, nan, nan, nan, 5, nan, 198.0524, nan, 1154, nan, 3.068085, 0.8979592, 5976, -1.0, 3.068085, nan, 36, 2.034042, -0.7018904, nan, 5976, 864, 1, 2, 3.068085, nan, 2118, nan, 1220, nan, nan, 460.3435, nan, 0.2707049, nan, 49, 3.068085, nan, 6.153341, 3.068085, 3.068085, 1601, 318.77, 6.153592, nan, 864, 224, nan, nan, 475474.4, 4.371173, nan, 318.77, 1220, nan, 864
TSOPF_RS_b39_c19, 13.59389, 1.020626, 19000, 608052, 1.19599, 17, 17, 151.2716, 2728.531, nan, 379.0171, -19.75744, nan, nan, nan, 300.4139, 215.7739, 1852.671, nan, nan, nan, 6, nan, 13.59389, nan, 38098, nan, 771.3319, 0.5714286, 684223, -1389.099, 771.3319, nan, 32, 791.0893, 96.36719, nan, 684223, 38019, nan, 3, -810.8467, nan, 38073, nan, 38098, nan, nan, 28344.85, nan, 0.7874534, nan, 56, -810.8467, nan, 1389.099, -810.8467, 1026.621, 19144, 38883.83, 1389.099, nan, 38019, 43, 151.2716, nan, 3247855000.0, 4.641903, nan, 37552.17, 38098, 145.6928, 19000
t2dal, 5.39564, 0.9569189, nan, 16604, -0.0003716481, 4, 4, 8.91759, 354.9648, 0.4321969, 73.67995, -42.54856, nan, nan, nan, -25.27673, 49.41483, 189.3548, nan, nan, 0.4321969, 5, nan, 5.39564, nan, 4257, nan, -0.0003716481, nan, 20861, -123.7731, -1.009498e-05, 1, 6, 19.8866, -22.66196, nan, 20861, 86, -2.0, 1, -62.43516, nan, nan, 2, 4257, nan, nan, 43.0, nan, 4.501106, nan, 45, -62.43516, nan, 123.7731, -0.5653426, 103.2956, 87, 4073.604, 124.7753, nan, 86, 1, 8.91759, nan, 8026.667, 2.573104, nan, -4073.604, 4257, 8.673615, nan
t2dah, 7.550828, 0.94053, nan, 82336, -2.575951e-05, 8, 8, 17.15462, 693.1209, nan, 147.5995, -73.79904, nan, nan, nan, -51.40135, 106.9526, 400.9072, nan, nan, nan, 8, nan, 7.553177, nan, 11445, nan, -2.575951e-05, nan, 93781, -275.2723, -1.110991e-05, 1, 12, 36.6691, -37.12994, nan, 93781, 231, -2.0, 1, -110.4681, nan, nan, 2, 11445, nan, nan, 115.0087, nan, 5.200781, nan, 48, -110.4681, nan, 275.2723, -0.6202565, 187.6805, 231, 10764.37, 272.2243, nan, 231, 1, 17.15462, nan, 57356.62, 2.717751, nan, -10764.37, 11445, 16.53898, nan
adder_dcop_35, 98.92375, 0.002575814, 1801, 3764, 0.002308828, 6, 6, nan, 4.258834, nan, 0.01862504, 0.08980647, nan, nan, nan, 6.914189e-310, 1.026708e-06, 0.006090683, nan, nan, nan, 7, nan, 98.92375, nan, 1813, nan, 1.179613, 0.6049383, 11258, -1.000012, 1.179613, nan, 1310, 1.089806, 0.01862402, nan, 11258, 1763, 1, 2, 1.179613, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.008101894, nan, 81, 1.179613, nan, 1.662681, 1.179613, 1.179614, 3127, 4.669951, 1.66481, nan, 1763, 76, nan, nan, 1328154.0, 63.33827, nan, 4.669951, 1813, nan, 1801
wang4, 10.49759, 0.0282616, 900, 75564, 0.02236121, 6, 6, 0.00426116, 5.669163, nan, 0.1206874, 0.04416358, nan, nan, nan, 0.02650899, 0.1206275, 2.067809, nan, 1.0, nan, 6, nan, 10.49759, 0.07772592, 26068, nan, 0.0882707, 1.0, 177196, -0.118776, 0.0882707, nan, 7, 0.04410709, 5.649587e-05, 1.462161, 177196, 900, 2, 4, 0.08827067, 27.86357, 75564, nan, 26068, 5.477362, 1, 621.3043, nan, 0.008441828, 0.166936, 20, 0.08827067, 2.067809, 0.1611584, 0.0882707, 0.1301494, 23, 736.7234, 0.1727136, nan, 900, 25230, 0.00426116, nan, 932298.8, 1474.289, nan, 736.7234, 26068, 1.982524e-05, 900
wang2, 6.438518, 0.2091018, 224, 8095, 0.08248815, 6, 6, nan, 18.22703, nan, 1.704715, 2.069149, 0.2090858, nan, 15.609, nan, 1.704495, 3.950823, nan, 1.0, nan, 6, 5.991294, 6.438518, 0.5766066, 2903, nan, 4.138078, 1.0, 19093, -1.122467, 4.138078, nan, 7, 2.068929, 0.0002199077, 2.793654, 19093, 224, 2, 4, 4.138078, 316.6155, 8095, nan, 2903, 18.01166, 1, 121.0667, nan, 0.1870544, 4.778741, 28, 4.138078, 3.950823, 4.778741, 4.138078, 4.138078, 15, 607.0225, 4.778741, nan, 224, 2704, nan, nan, 40416.07, 18817.34, nan, 607.0225, 2903, nan, 224
adder_dcop_31, 98.94544, 0.002551142, 1801, 3764, 0.002308828, 6, 6, nan, 4.258791, nan, 0.02051193, 0.08993836, nan, nan, nan, 6.932477e-310, 0.001550689, 0.00158309, nan, nan, nan, 7, nan, 98.94544, nan, 1813, nan, 1.179877, 0.5789474, 11258, -1.000593, 1.179877, nan, 1310, 1.089938, 0.01896124, nan, 11258, 1763, 1, 2, 1.179877, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.008106072, nan, 76, 1.179877, nan, 1.663582, 1.179877, 1.179877, 3127, 4.625221, 1.663608, nan, 1763, 76, nan, nan, 1328154.0, 62.22572, nan, 4.625221, 1813, nan, 1801
