Name,Row Variance,Col Variance,Diag Variance,Nonzeroes,Dimension,Frobenius Norm,Frobenius norm of symmetric portion,Frobenius norm of anti-symmetric portion,1 Norm,Inf Norm,Inf Norm of Symmetric Portion,Inf norm of anti-symmetric portion,Max nonzeroes per row,Trace,Abs Trace,Min nonzeroes per row,Avg nonzeroes per row,Dummy rows,Dummy rows kind,Numerical Symmetry,Structural Symmetry,Numeric value symmetry,Nonzero pattern symmetry,row diagonal dominance,col diagonal dominance,diagonal average,diagonal sign,diagonal nonzero count,lower bandwidth,upper bandwidth
whitaker3_dual.mtx,95796.1,95796.1,0,54978,19190,3.36E+06,3.36E+06,0,95898,95898,95898,0,5,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,19178,19178
rajat08.mtx,113991,113991,3.20E+07,87850,19362,4.40E+06,4.40E+06,0,115111,115111,115111,0,55,6.57E+07,6.57E+07,0,4,10,1,1,1,1,1,0,0,3391.78,1,6750,19353,19353
bodyy6.mtx,186973,186973,1.86E+07,134208,19366,800841,800841,0,98055,98055,98055,0,9,3.17E+07,3.17E+07,0,6,0,0,1,1,1,1,2,2,1634.76,2,19366,18605,18605
ex35.mtx,1.26E+10,1.26E+10,1.94E+12,227872,19716,3.24E+08,3.24E+08,25.8483,4.29E+07,4.29E+07,4.29E+07,1.0125,18,1.23E+10,1.23E+10,0,11,168,1,0,1,1,1,0,0,622764,3,19716,164,164
Si5H12.mtx,0.040336,0.040336,0.0962119,738598,19896,3857.58,3857.58,0,64.2756,64.2756,64.2756,0,351,492391,492391,0,37,0,0,1,1,1,1,0,0,24.7483,2,19896,7105,7105
LFAT5000.mtx,6.50E+22,6.50E+22,1.62E+26,79966,19994,2.55E+15,2.55E+15,0,5.89E+13,5.89E+13,5.89E+13,0,5,1.47E+17,1.47E+17,0,3,0,0,1,1,1,1,0,0,7.36E+12,2,19994,5,5
LF10000.mtx,4.16E+24,4.16E+24,1.39E+28,99982,19998,2.88E+16,2.88E+16,0,4.71E+14,4.71E+14,4.71E+14,0,5,2.36E+18,2.36E+18,0,4,0,0,1,1,1,1,0,0,1.18E+14,2,19998,3,3
Trefethen_20000b.mtx,2.53E+06,2.53E+06,4.35E+09,554435,19999,1.78E+07,1.78E+07,0,224752,224752,224752,0,29,2.14E+09,2.14E+09,0,27,0,0,1,1,1,1,0,0,106893,2,19999,16384,16384
qpband.mtx,0.000291949,0.000291949,0.331982,45000,20000,210.84,210.84,0,3.2,3.2,3.2,0,3,12501,12501,0,2,0,0,1,1,1,1,0,0,0.62505,1,15000,15000,15000
Trefethen_20000.mtx,2.53E+06,2.53E+06,4.35E+09,554466,20000,1.78E+07,1.78E+07,0,224752,224752,224752,0,29,2.14E+09,2.14E+09,0,27,0,0,1,1,1,1,0,0,106888,2,20000,16384,16384
chipcool0.mtx,3.49E-06,3.49E-06,0.00231983,281150,20082,6.29389,6.29389,1.23E-18,0.580267,0.580267,0.580267,8.68E-19,24,-298.42,298.42,0,14,0,0,0,1,1,1,0,0,0.0148601,-2,20082,1395,1395
chipcool1.mtx,3.49E-06,3.49E-06,0.00231983,281150,20082,6.29389,6.29389,9.47E-05,0.580267,0.580267,0.580267,6.55E-06,24,-298.42,298.42,0,14,0,0,0,1,0.999972,1,0,0,0.0148601,-2,20082,1395,1395
crack_dual.mtx,100619,100619,0,57158,20141,3.59E+06,3.59E+06,0,100687,100687,100687,0,5,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,20115,20115
rail_20209.mtx,7.13E-14,7.13E-14,1.98E-09,139233,20209,0.00358571,0.00358571,0,8.71E-05,8.71E-05,8.71E-05,0,11,-0.448671,0.448671,0,6,0,0,1,1,1,1,0,0,2.22E-05,-2,20209,20179,20179
t3dl_e.mtx,2.30E-16,2.30E-16,3.76E-13,20360,20360,0.000162053,0.000162053,0,2.16E-06,2.16E-06,2.16E-06,0,1,0.0194622,0.0194622,0,1,20360,1,1,1,1,1,2,2,9.56E-07,2,20360,0,0
t3dl.mtx,1.22E-05,1.22E-05,0.00455121,509866,20360,13.4706,13.4706,0,1.58958,1.58958,1.58958,0,27,-363.803,363.803,0,25,0,0,1,1,1,1,0,0,0.0178685,-2,20360,1527,1527
t3dl_a.mtx,1.22E-05,1.22E-05,0.00455121,509866,20360,13.4706,13.4706,0,1.58958,1.58958,1.58958,0,27,-363.803,363.803,0,25,0,0,1,1,1,1,0,0,0.0178685,-2,20360,1527,1527
TSOPF_RS_b162_c4.mtx,253.532,253.532,4.20806,1584269,20374,5717.41,5717.41,0,4913.02,4913.02,4913.02,0,10004,18331.4,22227.5,0,77,0,0,1,1,1,1,0,0,1.09098,3,20261,20049,20049
cz20468.mtx,1.80E+08,2.05E+08,1.08E+13,206076,20468,2.61E+08,2.60E+08,2.28E+07,4.61E+06,3.62E+06,3.94E+06,1.23E+06,27,-3.36E+10,3.36E+10,0,10,1,0,0,0,0.959808,0.491547,0,0,1.64E+06,3,20468,514,514
bayer04.mtx,5.56E+14,5.56E+14,0,170862,20545,1.07E+10,1.07E+10,0,3.39E+09,3.39E+09,3.39E+09,0,54,0,0,0,8,0,0,1,1,1,1,0,0,0,0,0,20544,20544
jan99jac060.mtx,1.20E+08,6.75E+07,1.32E+09,111903,20614,1.41E+07,1.06E+07,9.24E+06,1.18E+06,3.23E+06,1.62E+06,1.62E+06,68,3.29E+07,4.65E+07,0,5,0,0,0,0,0.56247,0.164913,0,0,2254.98,3,20594,6771,13495
jan99jac060sc.mtx,3.2568,3.18226,266.128,111903,20614,2734.88,2566.97,943.523,386.293,541.367,337.883,209.883,68,67676.6,75324.7,0,5,0,0,0,0,0.674322,0.164913,0,0,3.65406,3,20594,6771,13495
rajat27.mtx,2.66E+07,2.66E+07,7.91E+07,97353,20640,1.30E+06,1.30E+06,3937.2,890802,890802,890802,2000.05,1801,3.59E+06,3.61E+06,0,4,100,1,0,0,0.992558,0.971045,0,0,174.742,3,16312,20531,19482
descriptor_xingo6u.mtx,4.82E+19,4.82E+19,1.29E+07,73916,20738,2.00E+12,1.41E+12,1.41E+12,1.00E+12,1.00E+12,5.00E+11,5.00E+11,34,-59155.4,7.97E+06,0,3,1651,1,0,0,0.500002,0.769969,0,0,384.307,3,19969,15934,15935
Ill_Stokes.mtx,0.000717702,0.00071825,0.462956,191368,20896,193.3,193.287,2.2834,7.02004,6.821,6.9155,0.297047,12,20601.8,20601.8,0,9,0,0,0,0,0.992794,0.990584,0,0,0.985923,1,15672,20895,20895
xingo3012.mtx,4.77E+19,4.77E+19,1.27E+07,74386,20944,2.00E+12,1.41E+12,1.41E+12,1.00E+12,1.00E+12,5.00E+11,5.00E+11,34,-60563.5,7.97E+06,0,3,1651,1,0,0,0.500002,0.76747,0,0,380.593,3,20163,16121,16122
waveguide3D.mtx,3.20E-06,3.20E-06,3.20E-06,1,21036,0.259504,0.259504,0,0.259504,0.259504,0.259504,0,1,0.259504,0.259504,0,0,1,1,1,1,1,1,1,1,1.23E-05,1,1,0,0
bips07_3078.mtx,4.73E+19,4.73E+19,6.96E+06,75729,21128,2.00E+12,1.41E+12,1.41E+12,1.00E+12,1.00E+12,5.00E+11,5.00E+11,27,-62378.3,7.10E+06,0,3,1664,1,0,0,0.500002,0.770524,0,0,335.873,3,20361,17705,17602
c-49.mtx,1.11E+06,1.11E+06,1.15E+06,157040,21132,155630,155630,0,153153,153153,153153,0,1532,298408,298408,0,7,0,0,1,1,1,1,0,0,14.1211,3,21132,21131,21131
tube1.mtx,811699,811699,0,619454,21498,1.01E+07,1.01E+07,0,837771,837771,837771,0,44,4.62E+08,4.62E+08,0,28,0,0,1,1,1,1,0,0,21497,2,21498,2759,2759
tube2.mtx,0.0355649,0.0355649,0,897056,21498,3788.52,3788.52,0,192,192,192,0,48,85992,85992,0,41,0,0,1,1,1,1,0,0,4,2,21498,13730,13730
biplane-9.mtx,108225,108225,0,74818,21701,4.45E+06,4.45E+06,0,108390,108390,108390,0,5,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,2017,2017
std1_Jac2_db.mtx,9.05E+18,5.42E+18,1.65E+13,498771,21982,4.46E+11,3.15E+11,3.15E+11,3.45E+11,6.48E+11,3.24E+11,3.24E+11,211,1.16E+09,1.86E+09,0,22,10587,1,0,0,0.50179,0.355879,0,0,84740.6,3,21982,592,592
std1_Jac3_db.mtx,1.06E+19,8.19E+18,1.12E+13,531826,21982,4.83E+11,3.41E+11,3.41E+11,4.24E+11,6.88E+11,3.44E+11,3.44E+11,211,1.08E+09,1.63E+09,0,24,10587,1,0,0,0.501518,0.385784,0,0,74344.7,3,21982,592,565
std1_Jac2.mtx,9.06E+18,5.43E+18,0.0516951,1248213,21982,6.31E+11,4.46E+11,4.46E+11,3.46E+11,6.48E+11,3.24E+11,3.24E+11,898,-34.0353,62.2225,0,56,0,0,0,0,0.5,2.00E-05,0,0,0.00283061,3,7,18189,7668
vsp_msc10848_300sep_100in_1Kout.mtx,5.77E+06,5.77E+06,0,1671754,21996,1.68E+07,1.68E+07,0,7.57E+06,7.57E+06,7.57E+06,0,506,0,0,0,76,0,0,1,1,1,1,0,0,0,0,0,21980,21980
pkustk01.mtx,2.15E+06,2.15E+06,5.40E+07,673984,22044,1.11E+07,1.11E+07,0,2.23E+06,2.23E+06,2.23E+06,0,122,1.62E+08,1.62E+08,0,30,0,0,1,1,1,1,0,0,7348.67,1,14696,21317,21317
trdheim.mtx,2.72E+06,2.72E+06,5.43E+07,1305496,22098,1.50E+07,1.50E+07,0,2.77E+06,2.77E+06,2.77E+06,0,126,1.63E+08,1.63E+08,0,59,0,0,1,1,1,1,0,0,7366.67,1,14732,533,533
c-50.mtx,3.16E+06,3.16E+06,3.24E+06,180245,22401,269313,269313,0,265861,265861,265861,0,1919,394786,394786,0,8,0,0,1,1,1,1,0,0,17.6236,3,22401,22290,22290
cs4.mtx,132858,132858,0,85816,22499,4.92E+06,4.92E+06,0,133951,133951,133951,0,6,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,22423,22423
rim.mtx,88832.5,70751.9,1.85E+07,1014951,22560,1.23E+06,1.01E+06,693603,118980,121540,119592,59668.5,112,-1.34E+07,2.77E+07,0,44,1,0,0,0,0.659497,0.645892,0,0,1229.92,3,19201,22497,22501
p2p-Gnutella25.mtx,312870,165845,403809,54536,22687,3.84E+06,2.74E+06,2.68E+06,259689,398421,312436,278029,26,960727,960727,0,2,5,1,0,0,0.513297,0.0428891,0,0,42.347,1,167,22526,22320
li.mtx,9.23E+11,9.23E+11,6.74E+13,1215181,22695,2.71E+09,2.71E+09,0.114936,6.71E+08,6.71E+08,6.71E+08,0.0137764,97,8.05E+10,8.05E+10,0,53,0,0,0,1,1,1,0,0,3.55E+06,2,22695,1357,1357
pli.mtx,1.00E+06,1.00E+06,4.31E+07,918374,22695,1.18E+07,1.18E+07,0,1.34E+06,1.34E+06,1.34E+06,0,83,8.64E+07,8.64E+07,0,40,0,0,1,1,1,1,0,0,3806.93,1,7638,1357,1357
Zd_Jac6_db.mtx,4.83E+11,1.34E+12,8.72E+11,663643,22835,5.71E+08,4.23E+08,3.83E+08,7.29E+08,1.05E+08,4.13E+08,4.13E+08,224,7.00E+08,8.58E+08,0,29,9443,1,0,0,0.541223,0.347794,0,0,37591.7,3,22835,694,694
Zd_Jac2_db.mtx,2.43E+13,7.63E+13,4.95E+13,676439,22835,3.80E+09,2.84E+09,2.53E+09,2.68E+09,1.09E+09,1.88E+09,1.68E+09,224,1.39E+09,2.75E+09,0,29,9443,1,0,0,0.558392,0.327395,0,0,120246,3,22835,694,694
Zd_Jac3_db.mtx,1.74E+13,5.87E+13,3.44E+13,713907,22835,3.26E+09,2.44E+09,2.17E+09,2.67E+09,8.94E+08,1.78E+09,1.52E+09,224,1.26E+09,2.43E+09,0,31,9443,1,0,0,0.553139,0.351386,0,0,106217,3,22835,694,694
Zd_Jac3.mtx,9.28E+18,7.45E+18,0.0617694,1915726,22835,4.60E+11,3.26E+11,3.26E+11,4.12E+11,6.47E+11,3.24E+11,3.24E+11,1050,-63.7717,81.8048,0,83,0,0,0,0,0.5,0.000264593,0,0,0.00358243,3,7,20403,14761
as-22july06.mtx,3.84E+06,3.84E+06,0,96238,22963,4.68E+06,4.68E+06,0,6.58E+06,6.58E+06,6.58E+06,0,1593,0,0,0,4,0,1,1,1,1,1,0,0,0,0,0,22951,22951
tuma1.mtx,0.000737048,0.000737048,0.162877,87760,22967,242.225,242.225,0,7.75706,7.75706,7.75706,0,5,3260.14,3260.14,0,3,0,0,1,1,1,1,0,0,0.141949,1,13360,16032,16032
bcsstm36.mtx,1.26E-05,1.26E-05,0.00114415,320606,23052,6.54669,6.54669,0,0.853413,0.853413,0.853413,0,103,415.722,415.722,0,13,0,1,1,1,1,1,0,0,0.0180341,1,12172,19337,19337
msc23052.mtx,6.55E+12,6.55E+12,2.88E+14,1142686,23052,3.90E+09,3.90E+09,0,1.15E+09,1.15E+09,1.15E+09,0,178,2.18E+11,2.18E+11,0,49,0,0,1,1,1,1,0,0,9.47E+06,2,23052,23046,23046
bcsstk36.mtx,4.09E+11,4.09E+11,1.80E+13,1143140,23052,9.76E+08,9.76E+08,0,2.88E+08,2.88E+08,2.88E+08,0,178,5.46E+10,5.46E+10,0,49,0,0,1,1,1,1,0,0,2.37E+06,2,23052,19337,19337
ca-CondMat.mtx,1.84E+06,1.84E+06,184044,170533,23133,6.84E+06,6.84E+06,0,2.62E+06,2.62E+06,2.62E+06,0,184,257132,257132,0,7,0,1,1,1,1,1,0,0,11.1154,1,19,23014,23014
c-51.mtx,1212.47,1212.47,8136.45,203048,23196,13762.7,13762.7,0,5304.47,5304.47,5304.47,0,1570,85804.3,85804.3,0,8,0,0,1,1,1,1,0,0,3.6991,3,23196,23195,23195
EAT_SR.mtx,0.35717,4.01532,0.561137,325589,23219,3061.11,2383.52,1920.74,4387,100,2242,2179,78,1033,1033,0,14,0,1,0,0,0.564341,0.125146,0,0,0.0444894,1,564,23157,23157
EAT_RS.mtx,4.01532,0.35717,0.561137,325592,23219,3061.16,2383.55,1920.77,105,4387,2242,2179,1074,1033,1033,0,14,1,1,0,0,0.564339,0.125144,0,0,0.0444894,1,564,23157,23157
ABACUS_shell_hd.mtx,6.88E+15,6.88E+15,6.88E+15,1,23412,1.27E+10,1.27E+10,0,1.27E+10,1.27E+10,1.27E+10,0,1,1.27E+10,1.27E+10,0,0,1,1,1,1,1,1,1,1,542171,1,1,0,0
ABACUS_shell_ld.mtx,6.88E+15,6.88E+15,6.88E+15,1,23412,1.27E+10,1.27E+10,0,1.27E+10,1.27E+10,1.27E+10,0,1,1.27E+10,1.27E+10,0,0,1,1,1,1,1,1,1,1,542171,1,1,0,0
ABACUS_shell_md.mtx,6.88E+15,6.88E+15,6.88E+15,1,23412,1.27E+10,1.27E+10,0,1.27E+10,1.27E+10,1.27E+10,0,1,1.27E+10,1.27E+10,0,0,1,1,1,1,1,1,1,1,542171,1,1,0,0
ABACUS_shell_ud.mtx,1.20E+21,1.20E+21,3.63E+23,218484,23412,1.24E+14,1.24E+14,4.56E+08,1.35E+13,1.35E+13,1.35E+13,3.89E+07,15,3.38E+15,3.38E+15,0,9,0,0,0,1,0.999999,1,0,0,1.44E+11,2,23412,379,379
af23560.mtx,8.53658,9.21515,6666.83,460598,23560,10247.9,8373.78,5907.57,1424.38,1000.28,639.104,827.338,21,-961441,961441,0,19,0,0,0,0,0.742429,0.997439,0,0,40.8082,-2,23560,304,304
g7jac080.mtx,1.39E+11,7.19E+10,7.90E+11,259648,23670,4.13E+08,3.07E+08,2.76E+08,9.34E+07,2.08E+08,1.04E+08,1.04E+08,141,-1.96E+09,1.96E+09,0,10,0,0,0,0,0.531454,0.114567,0,0,82744.2,3,23110,13594,13858
g7jac080sc.mtx,495563,495535,41.152,259648,23670,130629,92085.7,92650.9,108628,109233,55281.7,56105.6,141,51186.4,66891.8,0,10,0,0,0,0,0.533948,0.114567,0,0,2.82602,3,23110,13594,13858
c-52.mtx,1.58E+26,1.58E+26,1.59E+26,202708,23948,1.95E+15,1.95E+15,0,1.94E+15,1.94E+15,1.94E+15,0,1714,2.20E+15,2.20E+15,0,8,0,0,1,1,1,1,0,0,9.19E+10,3,23948,23947,23947
stufe-10.mtx,119946,119946,0,82934,24010,5.18E+06,5.18E+06,0,120023,120023,120023,0,5,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,7466,7466
de2010.mtx,3.31E+08,3.31E+08,0,116056,24115,2.28E+07,2.28E+07,0,4.78E+06,4.78E+06,4.78E+06,0,45,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,23905,23905
aug3d.mtx,0.000246914,0.000246914,0,69984,24300,264.545,264.545,0,6,6,6,0,6,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,18468,18468
rajat09.mtx,144589,144589,4.91E+07,111865,24482,6.27E+06,6.27E+06,0,145771,145771,145771,0,62,9.91E+07,9.91E+07,0,4,12,1,1,1,1,1,0,0,4047.82,1,8181,24473,24473
crystm03.mtx,5.43E-30,5.43E-30,6.75E-27,583770,24696,3.78E-11,3.78E-11,0,1.04E-12,1.04E-12,1.04E-12,0,27,4.52E-09,4.52E-09,0,23,0,0,1,1,1,1,0,0,1.83E-13,2,24696,570,570
crystk03.mtx,4.47E-25,4.47E-25,1.21E-22,1751178,24696,3.97E-09,3.97E-09,0,3.63E-10,3.63E-10,3.63E-10,0,81,3.80E-07,3.80E-07,0,70,0,0,1,1,1,1,0,0,1.54E-11,2,24696,572,572
hvdc1.mtx,2.78E+06,2.78E+06,8.70E+07,158426,24842,1.95E+06,1.95E+06,65895.7,429330,429330,429330,20284.6,180,-2.91E+07,2.96E+07,0,6,0,0,0,0,0.971428,0.984542,0,0,1190.74,3,24800,24762,24762
dtoc.mtx,8.00E-05,8.00E-05,0,69972,24993,199.96,199.96,0,2.0004,2.0004,2.0004,0,4,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,19994,19994
hi2010.mtx,1.26E+09,1.26E+09,0,124126,25016,4.16E+07,4.16E+07,0,1.05E+07,1.05E+07,1.05E+07,0,112,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,8836,8836
ri2010.mtx,3.43E+08,3.43E+08,0,125750,25181,1.88E+07,1.88E+07,0,6.29E+06,6.29E+06,6.29E+06,0,44,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,22696,22696
mult_dcop_03.mtx,0.0116719,0.0116721,0.0503345,193216,25187,42.4179,42.4178,0.0642326,35.2311,35.4569,35.344,1.52685,22767,293.221,293.221,0,7,0,0,0,0,0.996756,0.66377,0,0,0.0116418,1,24817,24628,24628
mult_dcop_01.mtx,4.19E-05,4.19E-05,2.22E-06,193276,25187,22.9795,22.9795,0.00645405,1.5537,1.87018,1.60382,0.338229,22767,1.49034,1.49034,0,7,0,0,0,0,0.998041,0.663978,0,0,5.92E-05,1,24817,24628,24628
mult_dcop_02.mtx,54.9493,54.9485,54.9806,193276,25187,1292.41,1292.41,0.0551941,2229.6,2229.93,2229.77,0.208659,22767,2489.54,2489.54,0,7,0,0,0,0,0.99981,0.663978,0,0,0.0988421,1,24817,24628,24628
epb2.mtx,0.000212371,0.000359769,0.164161,175027,25228,126.887,118.67,44.9209,5.52818,3.5129,4.50172,1.90297,87,13525.4,13525.4,0,6,0,0,0,0,0.807235,0.718026,0,0,0.536127,2,25228,1213,2035
bcsstm37.mtx,5.38E-13,5.38E-13,6.16E-10,15525,25503,0.00480967,0.00480967,0,0.000117089,0.000117089,0.000117089,0,5,0.43464,0.43464,0,0,13469,1,1,1,1,1,0,0,1.70E-05,1,14005,5,5
bcsstk37.mtx,1.39E+11,1.39E+11,1.58E+13,1140977,25503,9.36E+08,9.36E+08,0,1.25E+08,1.25E+08,1.25E+08,0,102,6.78E+10,6.78E+10,0,44,0,0,1,1,1,1,0,0,2.66E+06,2,25503,19193,19193
wang3.mtx,1.59E-06,1.64E-06,0.000225872,177168,26064,10.4401,10.3722,1.18929,0.337057,0.408421,0.278814,0.175104,7,1494.81,1494.81,0,6,0,0,0,1,0.995599,1,0,0,0.0573516,2,26064,900,900
wang4.mtx,3.97E-07,5.43E-07,7.13E-05,177196,26068,5.66916,5.47736,1.46216,0.172714,0.161158,0.166936,0.0777259,7,736.723,736.723,0,6,0,0,0,1,0.930856,1,0,0,0.0282616,2,26068,900,900
p2p-Gnutella24.mtx,281189,753151,434387,64970,26518,4.89E+06,3.51E+06,3.41E+06,1.30E+06,354449,652074,652074,119,1.06E+06,1.06E+06,0,2,4,1,0,0,0.515263,0.046837,0,0,40.0186,1,171,26305,26355
hep-th.mtx,1.30E+07,8.26E+06,232838,255419,27240,7.94E+06,5.61E+06,5.61E+06,1.10E+07,1.74E+07,1.42E+07,1.42E+07,806,402756,402756,0,9,0,0,0,0,0.50044,0.00118629,0,0,14.7855,1,39,27194,27179
HEP-th.mtx,1.30E+07,8.26E+06,232838,255419,27240,7.94E+06,5.61E+06,5.61E+06,1.10E+07,1.74E+07,1.42E+07,1.42E+07,806,402756,402756,0,9,0,0,0,0,0.50044,0.00118629,0,0,14.7855,1,39,27194,27179
mark3jac060.mtx,5.91E+09,5.43E+09,29825.2,160723,27449,1.06E+08,7.47E+07,7.47E+07,1.22E+07,1.58E+07,7.91E+06,7.91E+06,44,-159733,382662,0,5,0,0,0,0,0.500129,0.222813,0,0,13.9409,3,27269,1375,4075
mark3jac060sc.mtx,2.00E+08,1.60E+08,9.92E+08,160723,27449,9.44E+06,7.64E+06,5.54E+06,2.10E+06,3.15E+06,2.10E+06,1.05E+06,44,9.89E+07,9.90E+07,0,5,0,0,0,0,0.707023,0.222813,0,0,3605.35,3,27269,1375,4075
jan99jac080.mtx,1.13E+08,6.33E+07,1.49E+09,151063,27534,1.73E+07,1.31E+07,1.14E+07,1.32E+06,3.62E+06,1.81E+06,1.81E+06,68,4.65E+07,6.58E+07,0,5,0,0,0,0,0.562429,0.163326,0,0,2390.37,3,27514,6771,13495
jan99jac080sc.mtx,9.52092,9.52097,303.863,151063,27534,3266.32,3111,995.266,533.8,541.324,530.316,209.862,68,95971.9,106076,0,5,0,0,0,0,0.680533,0.163326,0,0,3.85254,3,27514,6771,13495
brainpc2.mtx,649.645,649.645,18730.8,179395,27607,235959,235959,0,7379.24,7379.24,7379.24,0,13799,157278,157278,0,6,1,1,1,1,1,1,0,0,5.69705,1,13807,20707,20707
2D_27628_bjtcai.mtx,4.67E+06,4.67E+06,4255.35,206670,27628,3.40E+06,2.40E+06,2.40E+06,561019,561435,280926,280510,49,817929,817937,0,7,0,0,0,0,0.5032,0.999603,0,0,29.6054,3,27628,5051,27304
cit-HepTh.mtx,1.38E+07,8.52E+06,165762,243256,27770,8.45E+06,5.98E+06,5.98E+06,1.13E+07,1.84E+07,1.49E+07,1.49E+07,829,255830,255830,0,8,2,1,0,0,0.500362,0.000982504,0,0,9.21246,1,25,27715,27740
HEP-th-new.mtx,1.38E+07,8.52E+06,165762,243256,27770,8.45E+06,5.98E+06,5.98E+06,1.13E+07,1.84E+07,1.49E+07,1.49E+07,829,255830,255830,0,8,2,1,0,0,0.500362,0.000982504,0,0,9.21246,1,25,27715,27740
bratu3d.mtx,0.00150613,0.00150613,0.00435772,173796,27792,1009.32,1009.32,0,11.9882,11.9882,11.9882,0,7,691.6,691.6,0,6,284,1,1,1,1,1,0,0,0.0248849,1,3458,26687,26687
TSOPF_FS_b39_c7.mtx,20980.8,20980.8,709631,730080,28216,142961,142961,0,27136.5,27136.5,27136.5,0,14024,-1.13E+06,1.13E+06,0,25,1,0,1,1,1,1,0,0,40.02,3,7118,28206,28206
bcsstk30.mtx,4.12E+06,4.12E+06,6.76E+07,1386179,28924,2.08E+07,2.08E+07,0,4.21E+06,4.21E+06,4.21E+06,0,163,1.36E+08,1.36E+08,0,47,0,0,1,1,1,1,0,0,4687.89,1,9455,16947,16947
3D_28984_Tetra.mtx,3.15E+37,6.31E+37,2.30E+39,285092,28984,1.16E+22,1.00E+22,5.79E+21,1.91E+21,9.56E+20,1.43E+21,4.78E+20,127,1.30E+23,1.30E+23,0,9,0,0,0,0,0.75,0.988013,0,0,4.49E+18,3,28984,28899,28982
aug2d.mtx,0.000137893,0.000137893,0,76832,29008,277.186,277.186,0,4,4,4,0,4,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,19404,19404
light_in_tissue.mtx,4.11E-06,4.11E-06,4.11E-06,1,29282,0.34689,0.34689,0,0.34689,0.34689,0.34689,0,1,0.34689,0.34689,0,0,1,1,1,1,1,1,1,1,1.18E-05,1,1,0,0
g7jac100.mtx,2.98E+11,2.23E+11,1.42E+12,335972,29610,7.05E+08,5.18E+08,4.77E+08,1.38E+08,3.21E+08,1.60E+08,1.60E+08,141,-3.14E+09,3.14E+09,0,11,0,0,0,0,0.528648,0.109558,0,0,105885,3,28910,13594,13858
g7jac100sc.mtx,396138,396134,121.13,335972,29610,150378,105670,106993,108674,108786,54751,55163,141,72779.1,92662.5,0,11,0,0,0,0,0.536917,0.109558,0,0,3.12943,3,28910,13594,13858
OPF_6000.mtx,7.43E+10,7.43E+10,286949,274697,29902,9.43E+07,9.43E+07,0,6.67E+07,6.67E+07,6.67E+07,0,76,-1.78E+06,2.95E+06,0,9,0,0,1,1,1,1,0,0,98.6303,3,15663,28521,28521
spmsrtls.mtx,0.0033233,0.0033233,7.39452,229947,29995,777.337,777.337,0,18.401,18.401,18.401,0,8,-10866.6,36324,0,7,0,0,1,1,1,1,0,0,1.211,3,29995,4,4
bloweybl.mtx,0.148139,0.148139,8.89E-05,109999,30003,374.148,374.148,0,10000,10000,10000,0,10001,200.02,200.02,0,3,0,1,1,1,1,1,0,0,0.00666667,1,10001,20003,20003
bloweya.mtx,0.148139,0.148139,3.91945,150009,30004,629.593,629.593,0,10000,10000,10000,0,10001,42000.2,42000.2,0,4,0,0,1,1,1,1,0,0,1.39982,1,10001,20004,20004
aug2dc.mtx,0.00013245,0.00013245,0,80000,30200,282.843,282.843,0,4,4,4,0,4,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,20299,20299
rajat10.mtx,177702,177702,7.54E+07,109752,30202,8.02E+06,8.02E+06,0,179481,179481,179481,0,68,1.52E+08,1.52E+08,0,3,14,1,1,1,1,1,0,0,5028.83,1,10114,30193,30193
c-53.mtx,950.816,950.816,2294.08,355139,30235,8429.78,8429.78,0,5362.89,5362.89,5362.89,0,4468,45579.1,45579.1,0,11,0,0,1,1,1,1,0,0,1.50749,3,30235,30229,30229
bcsstm35.mtx,2.87E-08,2.87E-08,1.32E-07,20619,30237,0.0652349,0.0652349,0,0.0318761,0.0318761,0.0318761,0,6,1.01792,1.01792,0,0,14407,1,1,1,1,1,0,0,3.37E-05,1,15803,5,5
big_dual.mtx,151171,151171,0,84488,30269,6.55E+06,6.55E+06,0,151283,151283,151283,0,5,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,29706,29706
wathen100.mtx,1.09058,1.09058,1044.17,471601,30401,15291.2,15291.2,0,514.132,514.132,514.132,0,21,1.71E+06,1.71E+06,0,15,0,0,1,1,1,1,0,0,56.1264,2,30401,304,304
cond-mat-2003.mtx,0.0437375,0.0437375,0,240058,31163,500.565,500.565,0,145,145,145,0,202,0,0,0,7,0,1,1,1,1,1,0,0,0,0,0,31079,31079
as-caida.mtx,0.633168,0.0758042,0,106762,31379,728.566,657.608,313.624,2670,7882,5276,2606,2628,0,0,0,3,0,1,0,1,0.770641,1,0,0,0,0,0,31200,31200
c-54.mtx,1.05E+12,1.05E+12,1.05E+12,385987,31793,1.83E+08,1.83E+08,0,1.83E+08,1.83E+08,1.83E+08,0,1808,2.03E+08,2.03E+08,0,12,0,0,1,1,1,1,0,0,6384.91,3,31793,31755,31755
