@relation petsc_data-weka.filters.unsupervised.attribute.RemoveUseless-M99.0

@attribute right-bandwidth numeric
@attribute n-nonzero-diags numeric
@attribute n-dummy-rows numeric
@attribute blocksize numeric
@attribute max-nnzeros-per-row numeric
@attribute avgnnzprow numeric
@attribute lambda-max-by-magnitude-re numeric
@attribute nnzup numeric
@attribute ruhe75-bound numeric
@attribute avg-diag-dist numeric
@attribute nnz numeric
@attribute lambda-min-by-magnitude-re numeric
@attribute left-bandwidth numeric
@attribute norm1 numeric
@attribute sigma-min numeric
@attribute upband numeric
@attribute nnzeros numeric
@attribute diagonal-average numeric
@attribute diagonal-dominance numeric
@attribute nnzlow numeric
@attribute lambda-max-by-im-part-re numeric
@attribute col-variability numeric
@attribute trace-abs numeric
@attribute diag-zerostart numeric
@attribute loband numeric
@attribute positive-fraction numeric
@attribute trace numeric
@attribute min-nnzeros-per-row numeric
@attribute diagonal-sign numeric
@attribute row-variability numeric
@attribute nrows numeric
@attribute n-colours numeric
@attribute diagonal-variance numeric
@attribute departure numeric
@attribute kappa numeric
@attribute sigma-max numeric
@attribute sigma-diag-dist numeric
@attribute n-ritz-values numeric
@attribute ellipse-ax numeric
@attribute ellipse-ay numeric
@attribute ellipse-cx numeric
@attribute normF numeric
@attribute normInf numeric
@attribute lambda-max-by-real-part-re numeric
@attribute nnzdia numeric
@attribute avgdistfromdiag numeric
@attribute class {good,bad}

@data
100,9,?,99,9,8,2.998552,38612,4.165618,66.22222,87025,0.001973,100,5.333333,4.167591,100,87025,2.670931,0,38612,0.001973,1.034632,26177.8,9801,100,1,26177.8,4,2,1.034632,9801,8,0.03599,0.035754,2208.527,4.357874,10920.05,14,2.178044,?,2.180017,280.263,5.333333,4.358062,9801,8,bad
2819,1002,?,4,36,6,1,5330,10950800,964.4461,19635,0,2867,20373660,10950930,2819,19635,44934.61,-22146230,11425,1,24.44239,129411700,2880,2867,0.064516,-129408400,2,?,19.29646,2880,9,438188.4,51753820,60222.06,13343420,3050901,62,3904912,111.1468,-3904845,56896910,22146230,7.872419,2880,6,bad
?,37,4245,1,25,7,1,?,0.003054,20.10811,77592,0,48,1,0.003054,?,77592,0.400657,-0.000528,66987,1,8.705163,4248.964,10605,48,1,4248.964,1,2,8.705163,10605,12,0.489363,0.033382,11177070,1,1804.9,27,0.5,0.000347,0.5,65.13077,1,1,10605,7,bad
?,1483,5,1,18,13,-0.011473,?,0.371182,751.1841,265113,-0.000162,1527,1.221141,0.74303,?,265113,0.017869,-1.002211,244753,-0.000162,18.62187,363.8032,20360,1527,?,-363.8032,1,-2,18.62187,20360,11,0.057219,7.358567,1.532423,0.762373,2442606,72,0.129289,0.222689,-0.44054,11.28314,1.002211,-0.000005,20360,13,bad
?,1,20360,1,1,1,0.000001,?,0.000002,?,20360,0,?,0.000002,0.000002,?,20360,0.000001,0,?,0.000001,9.445208,0.019462,20360,?,1,0.019462,1,2,9.445208,20360,1,0.000001,?,6031.418,0.000002,?,45,0.000001,?,0.000001,0.000162,0.000002,0.000002,20360,1,bad
358,707,?,5,82,37,133.9287,7017,101.9129,176.6775,13585,1,361,1306,47.03442,358,13585,4.129121,-253,6204,133.9287,1.740363,1503,364,361,1,1503,2,2,1.740363,364,38,5.244812,253.0524,18376.04,235.8416,73248.2,50,66.96073,1.169474,66.96802,350.5467,363,133.9287,364,37,bad
15574,5407,13227,204,491,2,1,16432,16.81044,4647.173,33074,1,15446,2,11.0996,15574,33074,1,-365.4625,1067,1,4,15575,15575,15446,1,15575,1,2,4,15575,5,?,107.6065,33.05747,18.75172,19542260,28,0.941276,0.530034,1,164.8223,367.4625,1.941276,15575,2,bad
900,21,?,25230,7,6,0.208097,75552,0.25229,593.2381,177168,0.04883,900,0.337057,0.252342,900,177168,0.057352,-0.343443,75552,0.208097,6.527448,1494.811,26064,900,1,1494.811,4,2,6.527448,26064,6,0.015029,1.681904,3957.661,0.268008,870784.1,10,0.10402,?,0.104073,10.44012,0.408421,0.208097,26064,6,bad
?,118,1,1,30,26,677.3516,?,2025.245,124.9746,143300,0.589986,191,5260.175,4774.822,?,143300,744.5234,-1241.698,137811,0.589986,23.49056,4086689,5489,191,1,4086689,1,2,23.49056,5489,17,1016.953,44248.58,1.59468,4792.785,64932.77,19,981.046,1371.22,3401.685,103330.8,5259.467,2709.406,5489,26,bad
4075,677,?,15,44,6,1,43008,12778630,531.1832,113435,1,1375,12208740,4910537,4075,113435,11.94595,-15828740,52138,1,21.60955,218479.4,18289,1375,0.333333,-99211.5,2,?,18.71334,18289,8,139.6803,86263260,75.16464,12781760,921202.6,21,2372.584,60.42043,-755.7049,86263260,15828740,1616.795,18289,6,bad
?,1,9669,1,1,1,0.000002,?,0.048017,?,9669,0.000001,?,1.10188,0.97587,?,9669,0.010037,0.000001,?,0.000002,5.97202,97.04335,9669,?,1,97.04335,1,2,5.97202,9669,1,0.068496,?,1.18756,1.101634,?,30,0.087014,?,1.014866,6.807185,1.10188,1.10188,9669,1,bad
100,9,?,99,9,8,1152.13,38612,948.8753,66.22222,87025,9.275703,100,1743.923,948.8962,100,87025,66.85659,-0.001237,38612,1152.13,0.964094,655261.4,9801,100,1,655261.4,4,2,1.071613,9801,8,99.6103,161.2753,55273.51,1152.457,10920.05,25,576.0546,?,576.0755,12565.5,1743.924,1152.13,9801,8,bad
100,9,?,99,9,8,8109.306,38612,1158.732,66.22222,87025,9.186334,100,12789.05,6551.086,100,87025,132.5556,-28.47519,38612,8109.306,1.122296,1299177,9801,100,1,1299177,4,2,1.252157,9801,8,412.3077,1494.228,1.503853,8112.179,10920.05,38,1358.476,?,6750.83,45226.46,12815.22,8109.306,9801,8,bad
100,9,?,99,9,8,3423.49,38612,2819.331,66.22222,87025,9.26012,100,5335.601,2819.352,100,87025,83.83453,-10.53806,38612,3415.834,1.037953,821662.3,9801,100,1,821662.3,4,2,1.133933,9801,8,189.9805,596.7356,164416.8,3425.682,10920.05,44,1711.735,8.295186,1711.755,21700.49,5345.362,3423.49,9801,8,bad
1416,1129,40,2254,44,13,0.031843,16350,4.281245,382.5217,40110,0.031843,1120,19.01436,5.765742,1416,40110,0.013544,-21,20806,0.031843,20.6992,40.00819,2254,1120,0.545455,-39.99309,1,?,20.6992,2954,10,0.115575,69.23554,1.175702,5.970662,393706.5,22,1.669906,1.74508,0.000604,88.61701,21,1.664983,2954,13,bad
1416,1126,20,23,44,13,0.031843,8164,4.230379,380.9263,20044,0.031843,1120,19.01436,5.546024,1416,20044,0.013544,-21,10403,0.031843,20.6992,20.00409,777,1120,0.666667,-19.99655,1,?,20.6992,1477,10,0.115575,48.83649,1.168659,5.97066,392567.9,9,1.664305,1.740001,-0.003299,62.57785,21,1.664983,1477,13,bad
6173,5456,30,759,64,22,-4.89073,26941,13.42385,1766.2,163716,-1,3658,34.00327,13.74952,6173,163716,0.006255,-31,129438,2.415454,115.0295,45.89247,7337,3658,0.454546,-36.28272,1,?,115.0295,7337,27,0.07473,138.7937,2.024515,18.31458,7038257,11,3.653242,2.5824,-1.237488,158.3197,31,2.415454,7337,22,bad
?,2340,2698,1,386,3,6.6368,?,13016.27,3357.687,17594,0,4597,2947531,13016.27,?,17594,838.1509,-647.9857,12996,2.202306,15.80011,3853818,4598,4597,0.978495,3853818,1,?,16.29494,4598,2,44235.01,148.7635,3.0574E14,2947530,45654610,93,1473765,?,1473765,3000051,2947530,2947530,4598,3,bad
?,2340,2698,1,386,3,6.6368,?,13016.27,3357.687,17594,0,4597,2947531,13016.27,?,17594,838.1509,-647.9857,12996,2.202306,15.80011,3853818,4598,4597,0.978495,3853818,1,?,16.29494,4598,2,44235.01,148.7635,3.0574E14,2947530,45654610,93,1473765,?,1473765,3000051,2947530,2947530,4598,3,bad
?,2468,2822,1,318,4,2.646209,?,5409.542,3695.335,24382,0,5024,2228051,5409.542,?,24382,497.3675,-766.8,19349,794.5441,8,2503250,5033,5024,0.969231,2503250,1,?,9.417835,5033,2,31405.79,367.9131,2.465941E14,2228050,55199050,65,1114025,?,1114025,2228320,2228050,2228050,5033,4,bad
?,2468,2822,1,318,4,2.646209,?,5409.542,3695.335,24382,0,5024,2228051,5409.542,?,24382,497.3675,-766.8,19349,794.5441,8,2503250,5033,5024,0.969231,2503250,1,?,9.417835,5033,2,31405.79,367.9131,2.465941E14,2228050,55199050,65,1114025,?,1114025,2228320,2228050,2228050,5033,4,bad
?,2149,2520,1,438,4,0.08226,?,3490.475,3019.319,19422,0,4204,518813.7,4171.422,?,19422,160.5458,-881,15115,0.095737,8,691470.8,4307,4204,1,691470.8,1,?,9.809822,4307,2,7963.431,365.5993,761.8989,518812.7,36889830,94,259065.9,?,259746.8,522728.3,518812.7,518812.7,4307,4,bad
?,2149,2520,1,438,4,0.08226,?,3490.475,3019.319,19422,0,4204,518813.7,4171.422,?,19422,160.5458,-881,15115,0.095737,8,691470.8,4307,4204,1,691470.8,1,?,9.809822,4307,2,7963.431,365.5993,761.8989,518812.7,36889830,94,259065.9,?,259746.8,522728.3,518812.7,518812.7,4307,4,bad
?,2285,2621,1,362,3,0.008078,?,925.6012,3298.002,17969,0,4525,19187.95,964.8359,?,17969,23.81708,-619,13406,0.071843,8,108677.4,4563,4525,1,108677.4,1,?,9.098086,4563,2,599.2657,96.47332,489.0298,19186.95,43998920,74,9573.858,?,9613.093,40512.46,19186.95,19186.95,4563,3,bad
?,2285,2621,1,362,3,0.008078,?,925.6012,3298.002,17969,0,4525,19187.95,964.8359,?,17969,23.81708,-619,13406,0.071843,8,108677.4,4563,4525,1,108677.4,1,?,9.098086,4563,2,599.2657,96.47332,489.0298,19186.95,43998920,74,9573.858,?,9613.093,40512.46,19186.95,19186.95,4563,3,bad
?,1834,2327,1,232,4,0.79667,?,2877.547,3044.998,19909,0,4010,51113.18,2877.547,?,19909,39.52757,-770.4,15790,1.133018,8,162814.1,4119,4010,0.973333,162814.1,1,?,9.144222,4119,2,868.3088,177.2793,5098154000000,51112.18,37409060,75,25556.09,?,25556.09,55785.56,51112.18,51112.18,4119,4,bad
?,1834,2327,1,232,4,0.79667,?,2877.547,3044.998,19909,0,4010,51113.18,2877.547,?,19909,39.52757,-770.4,15790,1.133018,8,162814.1,4119,4010,0.973333,162814.1,1,?,9.144222,4119,2,868.3088,177.2793,5098154000000,51112.18,37409060,75,25556.09,?,25556.09,55785.56,51112.18,51112.18,4119,4,bad
?,2118,2390,1,600,7,0.221538,?,185.6603,2614.427,26716,0,3706,2111.702,879.0629,?,26716,26.14855,-961,22919,135.6604,8,99286.04,3797,3706,1,99286.04,1,?,9.262202,3797,2,94.69602,354.9424,3.043978,2110.702,27770860,51,708.6497,?,1402.052,6063.922,2110.702,2110.702,3797,7,bad
?,2118,2390,1,600,7,0.221538,?,185.6603,2614.427,26716,0,3706,2111.702,879.0629,?,26716,26.14855,-961,22919,135.6604,8,99286.04,3797,3706,1,99286.04,1,?,9.262202,3797,2,94.69602,354.9424,3.043978,2110.702,27770860,51,708.6497,?,1402.052,6063.922,2110.702,2110.702,3797,7,bad
?,1883,2130,1,208,4,0.898787,?,13741.33,2817.264,16332,0,3791,64187.34,17102.18,?,16332,145.2308,-475.9461,12540,0.045443,16.75002,550715.4,3792,3791,1,550715.4,1,?,16.15871,3792,2,2465.843,136.0131,19.09824,64186.34,32072350,86,30412.75,?,33773.6,152107.9,64186.34,64186.34,3792,4,bad
?,1883,2130,1,208,4,0.898787,?,13741.33,2817.264,16332,0,3791,64187.34,17102.18,?,16332,145.2308,-475.9461,12540,0.045443,16.75002,550715.4,3792,3791,1,550715.4,1,?,16.15871,3792,2,2465.843,136.0131,19.09824,64186.34,32072350,86,30412.75,?,33773.6,152107.9,64186.34,64186.34,3792,4,bad
?,1987,2320,1,348,4,0.167488,?,932.6746,2875.458,17524,0,3930,1214.7,932.6746,?,17524,17.83222,-897,13555,1088.832,8,70776.1,3969,3930,0.925926,70776.1,1,?,9.727277,3969,2,92.08781,660.9591,109127600000,1089.27,33435280,27,544.4158,?,544.4158,5946.153,1088.832,1088.832,3969,4,bad
?,1987,2320,1,348,4,0.167488,?,932.6746,2875.458,17524,0,3930,1214.7,932.6746,?,17524,17.83222,-897,13555,1088.832,8,70776.1,3969,3930,0.925926,70776.1,1,?,9.727277,3969,2,92.08781,660.9591,109127600000,1089.27,33435280,27,544.4158,?,544.4158,5946.153,1088.832,1088.832,3969,4,bad
?,1457,1621,1,158,4,0.060895,?,20334.24,2145.974,12803,0,2890,16396730,20622.01,?,12803,6022.336,-322.7,9882,0.06201,8,17591240,2921,2890,1,17591240,1,?,9.195952,2921,2,303800.7,89.994,56977.49,16396730,18608700,88,8198220,?,8198508,16422520,16396730,16396730,2921,4,bad
?,1457,1621,1,158,4,0.060895,?,20334.24,2145.974,12803,0,2890,16396730,20622.01,?,12803,6022.336,-322.7,9882,0.06201,8,17591240,2921,2890,1,17591240,1,?,9.195952,2921,2,303800.7,89.994,56977.49,16396730,18608700,88,8198220,?,8198508,16422520,16396730,16396730,2921,4,bad
?,1607,2019,1,342,5,0.069562,?,1037.216,2466.726,17833,0,3284,5973.283,1037.216,?,17833,13.81123,-703.6542,14324,34.99274,17.99744,48463.59,3509,3284,0.974026,48463.59,1,?,16.85768,3509,2,152.8748,277.6726,601557000000,5972.283,24575890,77,2986.142,?,2986.142,9096.934,5972.283,5972.283,3509,5,bad
?,1607,2019,1,342,5,0.069562,?,1037.216,2466.726,17833,0,3284,5973.283,1037.216,?,17833,13.81123,-703.6542,14324,34.99274,17.99744,48463.59,3509,3284,0.974026,48463.59,1,?,16.85768,3509,2,152.8748,277.6726,601557000000,5972.283,24575890,77,2986.142,?,2986.142,9096.934,5972.283,5972.283,3509,5,bad
864,1601,?,224,36,4,2.871652,2118,0.628081,460.3435,5976,0.181818,864,5.727495,1.090976,864,5976,0.25781,-1,2638,2.87165,77.21716,314.5285,1154,864,0.482143,314.5285,2,1,77.21716,1220,5,0.261669,0.00042,6.203874,2.871745,475474.4,56,1.935872,?,0.935873,18.80817,5.727493,2.871745,1220,4,bad
864,1601,?,224,36,4,2.871652,2118,0.628081,460.3435,5976,0.181818,864,5.727495,1.090976,864,5976,0.25781,-1,2638,2.87165,77.21716,314.5285,1154,864,0.482143,314.5285,2,1,77.21716,1220,5,0.261669,0.00042,6.203874,2.871745,475474.4,56,1.935872,?,0.935873,18.80817,5.727493,2.871745,1220,4,bad
?,3730,25,1,90,29,215955100,?,1870069000,1913.373,519260,9859396,5144,6743057000,1871979000,?,519260,93825210,-1916859000,501899,24226860,27.93371,1628899000000,17361,5144,1,1628899000000,1,2,27.42213,17361,23,105974100,9587638000,1174.046,2943283000,15981320,47,1120499000,47819010,1122410000,20969680000,5064322000,2242909000,17361,29,bad
202,311,4,21,13,3,1000,581,23638.7,102.0418,1608,0.01,329,2004013,23638.89,202,1608,30362.04,-30291.55,597,1,36.09691,13055680,430,329,0.915663,13055680,1,1,36.09691,430,4,138532.2,36673.01,10371780,2001004,25586.49,83,1000534,0.884136,1000470,4138864,2004013,2001004,430,3,bad
?,3152,1357,1,5,3,0.000069,?,0.000179,1953.308,20209,0.000006,5147,0.000298,0.00018,?,20209,0.000034,0,15032,0.000056,6.660474,0.175127,5177,5147,1,0.175127,1,2,6.660474,5177,4,0.000029,0.000891,170.6343,0.000195,16876020,18,0.000074,0.000001,0.000075,0.003318,0.000224,0.000149,5177,3,bad
202,311,4,21,13,3,1000,581,23638.85,102.0418,1608,0.0002,329,2004013,23638.89,202,1608,30362,-30291.55,597,1,36.09691,13055660,430,329,0.908046,13055660,1,1,36.09691,430,4,138532.2,36577.53,46181550,2001004,25586.49,87,1000532,3.382836,1000472,4138864,2004013,2001004,430,3,bad
202,311,4,21,13,3,1000,581,23638.85,102.0418,1608,0.0002,329,2004013,23638.89,202,1608,30362,-30291.55,597,1,36.09691,13055660,430,329,0.908046,13055660,1,1,36.09691,430,4,138532.2,36577.53,46181550,2001004,25586.49,87,1000532,3.382836,1000472,4138864,2004013,2001004,430,3,bad
202,311,4,21,13,3,1000,581,23638.55,102.0418,1608,0,329,2004013,23638.89,202,1608,30362,-30291.55,597,1,36.09691,13055660,430,329,0.94382,13055660,1,1,36.09691,430,4,138532.2,36459.43,5810703,2001004,25586.49,89,1000533,2.686916,1000471,4138862,2004013,2001004,430,3,bad
252,263,?,4,62,29,3.895482,37753,?,157.7643,77041,0.000736,252,18.9037,?,252,77041,4.032525,-5.651852,36691,1,18.3318,10472.47,2594,252,1,10472.47,9,1,18.3318,2597,23,3.126889,27.29196,2952632,?,56785.88,11,6.52319,?,6.523194,291.3999,18.9037,13.0506,2597,29,bad
30365,44154,?,4,214,58,139945400,888780,284527300,12701.06,1793881,-0.000013,30365,300616500,300072000,30365,1793881,1577825,-325697500,874689,139945400,308.868,47984820000,30412,30365,0.933333,47983830000,4,?,309.4761,30412,44,6625884,2856721000,9.002768,303290900,383095700,15,77744970,12249670,62200280,3152026000,389813100,139945400,30412,58,bad
1915,3825,?,20,279,102,433.7002,87618,483.4272,955.7804,195985,1,1915,9453,187.2035,1915,195985,5.086117,-1128,106451,433.7002,2.158362,9745,1916,1915,1,9745,2,2,2.158362,1916,92,7.643505,1165.742,189347.9,917.1274,2128315,56,216.8489,3.654113,216.8512,1463.1,1416,433.7002,1916,102,bad
?,5,1,1,5,4,3.51005,?,0.067916,59.6,48413,3.51005,100,5.01005,2.012008,?,48413,3.51005,2.01005,38612,3.51005,1.147373,34402,9801,100,1,34402,1,2,1.147373,9801,5,0,77.79139,1.929204,4.040327,16537.68,47,0.954546,1.11025,3.0337,356.0958,5.01005,3.51005,9801,4,bad
?,507,1,1,52,12,21.68404,?,3.697586,258.9862,9285,12.47423,552,34.80472,6.412192,?,9285,17.5109,-1.365429,8516,21.67682,12.79045,13465.88,769,552,1,13465.88,1,2,12.79262,769,15,2.090567,157.4946,3.025419,30.57715,292302.2,42,8.997886,4.175435,17.87936,513.7754,34.87307,21.72971,769,12,bad
?,507,1,1,52,12,21.68404,?,3.697586,258.9862,9285,12.47423,552,34.80472,6.412192,?,9285,17.5109,-1.365429,8516,21.67682,12.79045,13465.88,769,552,1,13465.88,1,2,12.79262,769,15,2.090567,157.4946,3.025419,30.57715,292302.2,42,8.997886,4.175435,17.87936,513.7754,34.87307,21.72971,769,12,bad
166,316,1,23,94,26,-425.8669,52886,991.513,387.4652,63830,1,2278,1404.806,995.8654,166,63830,1.024432,-3810.036,8546,40.31301,7.933329,2456.588,2398,2278,0.317647,-1981.789,1,?,7.615429,2398,26,12.60116,5242.913,97.84757,1144.227,1024213,85,233.09,5.087339,-192.7769,5287.136,3810.819,40.31301,2398,26,bad
2835,4490,?,4,11,5,-4829.34,4643,206.8463,1306.082,14237,0,2481,4845.884,207.0255,2835,14237,1.702871,-4832.432,6758,0.157985,13.73004,4829.341,1485,2481,0.525,-4829.34,2,?,12.43721,2836,6,90.66885,4199.557,26953.28,4829.363,3720362,240,2414.771,0.19979,-2414.569,6399.907,4832.432,0.194351,2836,5,bad
2486,4289,?,1295,11,4,497.9248,4749,61565.83,1295.211,11886,-0.000737,2835,62073.03,11524.43,2486,11886,0.008883,-91954.07,4301,497.9248,13.73004,25.19084,1299,2835,0.4875,-25.19084,2,-1,9.192277,2836,6,0.454554,448258.5,7.882301,62063.76,4218068,240,450.3772,473.5546,47.54759,448311.5,91954.07,497.9248,2836,4,bad
2486,4289,?,1295,11,4,497.9248,4749,61565.83,1295.211,11886,-0.000737,2835,62073.03,11524.43,2486,11886,0.008883,-91954.07,4301,497.9248,13.73004,25.19084,1299,2835,0.4875,-25.19084,2,-1,9.192277,2836,6,0.454554,448258.5,7.882301,62063.76,4218068,240,450.3772,473.5546,47.54759,448311.5,91954.07,497.9248,2836,4,bad
2486,4289,?,1295,11,4,497.9248,4749,61565.83,1295.211,11886,-0.000737,2835,62073.03,11524.43,2486,11886,0.008883,-91954.07,4301,497.9248,13.73004,25.19084,1299,2835,0.4875,-25.19084,2,-1,9.192277,2836,6,0.454554,448258.5,7.882301,62063.76,4218068,240,450.3772,473.5546,47.54759,448311.5,91954.07,497.9248,2836,4,bad
2486,4290,?,1295,11,4,497.9248,4749,61565.83,1295.338,11887,0.000488,2835,62073.03,11524.43,2486,11887,0.008883,-91954.07,4302,497.9248,13.73004,25.19084,1299,2835,0.4875,-25.19084,2,-1,9.192277,2836,6,0.454554,448258.5,7.882301,62063.76,4219733,240,450.3772,473.5546,47.54759,448311.5,91954.07,497.9248,2836,4,bad
2486,4290,?,1295,11,4,497.9248,4749,61565.83,1295.338,11887,0.000488,2835,62073.03,11524.43,2486,11887,0.008883,-91954.07,4302,497.9248,13.73004,25.19084,1299,2835,0.4875,-25.19084,2,-1,9.192277,2836,6,0.454554,448258.5,7.882301,62063.76,4219733,240,450.3772,473.5546,47.54759,448311.5,91954.07,497.9248,2836,4,bad
2486,4290,?,1295,11,4,497.9248,4749,61565.83,1295.338,11887,0.000488,2835,62073.03,11524.43,2486,11887,0.008883,-91954.07,4302,497.9248,13.73004,25.19084,1299,2835,0.4875,-25.19084,2,-1,9.192277,2836,6,0.454554,448258.5,7.882301,62063.76,4219733,240,450.3772,473.5546,47.54759,448311.5,91954.07,497.9248,2836,4,bad
2486,4290,?,1295,11,4,497.9248,4749,61565.83,1295.338,11887,0.000488,2835,62073.03,11524.43,2486,11887,0.008883,-91954.07,4302,497.9248,13.73004,25.19084,1299,2835,0.4875,-25.19084,2,-1,9.192277,2836,6,0.454554,448258.5,7.882301,62063.76,4219733,240,450.3772,473.5546,47.54759,448311.5,91954.07,497.9248,2836,4,bad
2835,4491,?,4,11,5,-4829.204,4643,551.9641,1306.423,14237,0,2481,4865.899,552.3325,2835,14237,1.702823,-4836.533,6758,0.331605,14.31667,4829.206,1485,2481,0.525,-4829.203,2,?,12.859,2836,6,90.6663,5586.041,13107.05,4829.332,3720869,240,2414.835,0.472671,-2414.369,7384.111,4836.533,0.466333,2836,5,bad
2486,4289,?,1295,11,4,502.1633,4749,61567.68,1295.211,11886,-0.000763,2835,62079.12,8374.337,2486,11886,0.008881,-91940.75,4301,502.1633,14.31667,25.18727,1299,2835,0.4875,-25.18727,2,-1,9.977814,2836,6,0.454487,448871.6,7.961173,62069.85,4218068,240,454.211,477.5857,47.95233,448925.5,91940.75,502.1633,2836,4,bad
5307,8312,?,2780,15,5,-29.08151,9775,45339.26,2427.224,28873,0,4535,45364.64,14116.75,5307,28873,0.000017,-68531.01,13790,29.07869,31.51135,0.089982,2797,4535,0.495833,0.059979,2,?,29.87791,5308,6,0.001049,179714.9,1.396444,45371.99,12698920,240,29.19931,28.65331,-0.093121,179715.1,68531.01,29.07869,5308,5,bad
4535,7952,?,2358,13,4,0,9622,2930776,2407.734,24809,0,5307,2328216,941200.2,4535,24809,0.03458,-4591224,9879,0,29.24287,183.5497,2386,5307,0.491667,183.5497,2,1,26.82188,5308,6,2.505421,8598941,253.8258,3030776,14946190,240,679.3813,100000,-57.5071,8600106,4591224,489.9366,5308,4,bad
4535,7952,?,2358,13,4,0,9622,2915880,2407.734,24809,0,5307,2316742,940913.5,4535,24809,0.034719,-4568205,9879,454.5347,37.32772,184.2868,2386,5307,0.516667,184.2868,2,1,39.37148,5308,6,2.515537,8688508,199.7507,3015880,14946190,240,661.501,100000,-38.19564,8689661,4568205,490.0896,5308,4,bad
4535,7953,?,2358,13,4,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,24809,0.034719,-4568205,9879,454.5347,31.53712,184.2868,2386,5307,0.525,184.2868,2,1,29.00401,5308,6,2.515537,8688507,183.7622,3015880,14946320,240,577.5629,100000,-33.38127,8689660,4568205,490.0896,5308,4,bad
4535,7953,?,2358,13,4,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,24809,0.034719,-4568205,9879,0,31.56401,184.2868,2386,5307,0.525,184.2868,2,1,29.0309,5308,6,2.515537,8688666,184.4178,3015880,14946320,240,623.6258,100000,-79.95318,8689819,4568205,490.0896,5308,4,bad
4535,7953,?,2358,13,4,?,9622,2915880,2408.001,24809,?,5307,2316742,1009066,4535,24809,0.034719,-4568205,9879,?,31.49234,184.2868,2386,5307,0.566667,184.2868,2,1,28.97118,5308,6,2.515537,8688578,183.7635,3015880,14946320,240,577.5583,100000,-33.38066,8689731,4568205,490.0896,5308,4,bad
5307,8286,?,2780,15,5,-2032.577,9977,2990138,2424.118,28342,0.000001,4535,2298394,950616.1,5307,28342,0.00063,-4530569,13057,2032.574,27.23757,3.343189,2797,4535,0.5,-1.343189,2,?,26.28066,5308,6,0.034963,11129550,1.255724,2992170,12601660,240,2032.121,1628.705,-0.218008,11129570,4530569,2032.574,5308,5,bad
5307,8310,?,2780,15,5,1.253201,9773,45360.43,2426.774,28869,1.253201,4535,45363.79,632.428,5307,28869,0.000001,-45468.05,13788,1.253201,30.24021,0.003794,2797,4535,0.504167,0.002529,2,?,30.74187,5308,6,0.000044,59450.04,1.185981,45361.79,12689100,240,1.353329,1.270056,-0.008721,59450.04,45468.05,1.253201,5308,5,bad
4535,7949,?,2358,13,4,0,9612,2930776,2406.895,24785,0,5307,2328216,1010272,4535,24785,0.03458,-4591224,9865,455.3429,28.08675,183.5497,2386,5307,0.525,183.5497,2,1,30.12767,5308,6,2.505421,8599011,178.9797,3030776,14933290,240,585.1058,100000,-26.38316,8600177,4591224,489.9366,5308,4,bad
5307,8310,?,2780,15,5,-31.40754,9754,49112.98,2426.757,28836,0,4535,45361.07,16373.8,5307,28836,0.000018,-74446.71,13774,31.40466,27.64377,0.096701,2797,4535,0.5,0.064271,2,?,26.92431,5308,6,0.001127,193648.2,1.116794,49144.04,12694270,240,30.9918,28.22188,-0.056882,193648.5,74446.71,31.40466,5308,5,bad
3600,3645,?,14,11,7,-40.34711,7231,15.13446,5351.19,54089,1.208807,7205,85.39954,12.30731,3600,54089,1.001041,-85.39954,39634,40.04548,12.90875,7231.519,7224,7205,0.518519,7191.107,3,?,12.90875,7224,6,0.077805,186.4481,646.577,55.48158,115829200,54,40.1963,22.67802,-0.150816,238.6221,85.39954,40.04548,7224,7,bad
20544,31530,?,11031,35,8,-6906.457,85858,3379597000,9170.977,179627,0,20446,3379670000,699775400,20544,179627,?,-3388250000,73224,6906.457,255.4039,?,?,20446,0.5,?,2,10,257.1909,20545,9,?,7541864000,10.29094,3379604000,161714000,240,6906.457,5981.167,0,7541864000,3388250000,6906.457,20545,8,bad
20544,31530,?,11031,35,8,-6906.457,85858,3379597000,9170.977,179627,0,20446,3379670000,699775400,20544,179627,?,-3388250000,73224,6906.457,255.4039,?,?,20446,0.5,?,2,10,257.1909,20545,9,?,7541864000,10.29094,3379604000,161714000,240,6906.457,5981.167,0,7541864000,3388250000,6906.457,20545,8,bad
864,1601,?,224,36,4,3.068085,2118,0.932902,460.3435,5976,0.181818,864,6.153592,1.634793,864,5976,0.261287,-1,2638,3.068085,198.0524,318.77,1154,864,0.897959,318.77,2,1,198.0524,1220,5,0.270705,0.005104,4.371173,3.068085,475474.4,49,2.034042,?,1.034042,19.04853,6.153341,3.068085,1220,4,bad
?,87,2,1,6,4,-0.565343,?,49.41483,43,20861,-0.000372,86,124.7753,73.67995,?,20861,0.956919,-123.7731,16604,-0.000372,5.39564,4073.604,4257,86,?,-4073.604,1,-2,5.39564,4257,5,4.501106,189.3548,2.573104,103.2956,8026.667,45,19.8866,8.91759,-42.54856,354.9648,123.7731,-0.00001,4257,4,good
?,231,2,1,12,8,-0.620257,?,106.9526,115.0087,93781,-0.000026,231,272.2243,147.5995,?,93781,0.94053,-275.2723,82336,-0.000026,7.553177,10764.37,11445,231,?,-10764.37,1,-2,7.550828,11445,8,5.200781,400.9072,2.717751,187.6805,57356.62,48,36.6691,17.15462,-73.79904,693.1209,275.2723,-0.000011,11445,8,bad
