@relation 'petsc_data-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R1,3,5-12,14-18,20-23,25,27-32,34-54'

@attribute avgdistfromdiag numeric
@attribute blocksize numeric
@attribute left-bandwidth numeric
@attribute diagonal-dominance numeric
@attribute col-variability numeric
@attribute nnzeros numeric
@attribute row-variability numeric
@attribute solver {RCG*CHEBYSHEV,'Pseudoblock GMRES*CHEBYSHEV','Pseudoblock CG*KRYLOV','Pseudoblock GMRES*ILUT',GCRODR*CHEBYSHEV,'Block GMRES*RILUK',PCPG*KRYLOV,'Pseudoblock GMRES*RILUK','Block GMRES*DIAGONAL',PCPG*RELAXATION,'Pseudoblock Stochastic CG*DIAGONAL',PCPG*RILUK,'Pseudoblock GMRES*RELAXATION','Hybrid Block GMRES*KRYLOV',RCG*RELAXATION,'Pseudoblock GMRES*DIAGONAL',RCG*DIAGONAL,TFQMR*ILUT,PCPG*ILUT,'Pseudoblock CG*ILUT','Block CG*DIAGONAL',GCRODR*RILUK,GCRODR*RELAXATION,TFQMR*CHEBYSHEV,TFQMR*DIAGONAL,GCRODR*DIAGONAL,TFQMR*RELAXATION,'Hybrid Block GMRES*RELAXATION','Pseudoblock CG*RILUK',GCRODR*ILUT,'Block GMRES*CHEBYSHEV',MINRES*DIAGONAL,'Pseudoblock CG*DIAGONAL','Hybrid Block GMRES*RILUK',TFQMR*RILUK,'Block CG*ILUT','Pseudoblock CG*RELAXATION',MINRES*RELAXATION,'Pseudoblock Stochastic CG*RELAXATION','Block CG*CHEBYSHEV','Hybrid Block GMRES*ILUT','Block GMRES*ILUT',GCRODR*KRYLOV,RCG*ILUT,MINRES*KRYLOV,'Block GMRES*RELAXATION',RCG*KRYLOV,'Block CG*RELAXATION',TFQMR*KRYLOV,'Pseudoblock GMRES*KRYLOV',RCG*RILUK,'Hybrid Block GMRES*CHEBYSHEV','Pseudoblock Stochastic CG*RILUK','Pseudoblock CG*CHEBYSHEV','Pseudoblock Stochastic CG*CHEBYSHEV',MINRES*ILUT,'Block GMRES*KRYLOV',PCPG*DIAGONAL,'Pseudoblock Stochastic CG*KRYLOV','Hybrid Block GMRES*DIAGONAL',PCPG*CHEBYSHEV,'Block CG*KRYLOV',MINRES*CHEBYSHEV,'Block CG*RILUK','Pseudoblock Stochastic CG*ILUT',MINRES*RILUK}
@attribute class {good,bad}

@data
8,99,100,0,1.034632,87025,1.034632,PCPG*KRYLOV,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock GMRES*RILUK',bad
8,99,100,0,1.034632,87025,1.034632,'Block GMRES*DIAGONAL',bad
8,99,100,0,1.034632,87025,1.034632,PCPG*RELAXATION,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock Stochastic CG*DIAGONAL',bad
8,99,100,0,1.034632,87025,1.034632,PCPG*RILUK,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock GMRES*RELAXATION',bad
8,99,100,0,1.034632,87025,1.034632,'Hybrid Block GMRES*KRYLOV',bad
8,99,100,0,1.034632,87025,1.034632,RCG*RELAXATION,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock GMRES*DIAGONAL',bad
8,99,100,0,1.034632,87025,1.034632,RCG*DIAGONAL,bad
8,99,100,0,1.034632,87025,1.034632,TFQMR*ILUT,bad
8,99,100,0,1.034632,87025,1.034632,PCPG*ILUT,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock CG*ILUT',bad
8,99,100,0,1.034632,87025,1.034632,'Block CG*DIAGONAL',bad
8,99,100,0,1.034632,87025,1.034632,GCRODR*RILUK,bad
8,99,100,0,1.034632,87025,1.034632,GCRODR*RELAXATION,bad
8,99,100,0,1.034632,87025,1.034632,TFQMR*CHEBYSHEV,bad
8,99,100,0,1.034632,87025,1.034632,TFQMR*DIAGONAL,bad
8,99,100,0,1.034632,87025,1.034632,GCRODR*DIAGONAL,bad
8,99,100,0,1.034632,87025,1.034632,TFQMR*RELAXATION,bad
8,99,100,0,1.034632,87025,1.034632,'Hybrid Block GMRES*RELAXATION',good
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock CG*RILUK',bad
8,99,100,0,1.034632,87025,1.034632,GCRODR*ILUT,bad
8,99,100,0,1.034632,87025,1.034632,'Block GMRES*CHEBYSHEV',bad
8,99,100,0,1.034632,87025,1.034632,MINRES*DIAGONAL,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock CG*DIAGONAL',bad
8,99,100,0,1.034632,87025,1.034632,'Hybrid Block GMRES*RILUK',bad
8,99,100,0,1.034632,87025,1.034632,TFQMR*RILUK,bad
8,99,100,0,1.034632,87025,1.034632,'Block CG*ILUT',bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock CG*RELAXATION',bad
8,99,100,0,1.034632,87025,1.034632,MINRES*RELAXATION,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock Stochastic CG*RELAXATION',bad
8,99,100,0,1.034632,87025,1.034632,'Block CG*CHEBYSHEV',bad
8,99,100,0,1.034632,87025,1.034632,'Hybrid Block GMRES*ILUT',bad
8,99,100,0,1.034632,87025,1.034632,'Block GMRES*ILUT',bad
8,99,100,0,1.034632,87025,1.034632,RCG*ILUT,bad
8,99,100,0,1.034632,87025,1.034632,MINRES*KRYLOV,bad
8,99,100,0,1.034632,87025,1.034632,'Block GMRES*RELAXATION',bad
8,99,100,0,1.034632,87025,1.034632,RCG*KRYLOV,bad
8,99,100,0,1.034632,87025,1.034632,'Block CG*RELAXATION',bad
8,99,100,0,1.034632,87025,1.034632,TFQMR*KRYLOV,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock GMRES*KRYLOV',bad
8,99,100,0,1.034632,87025,1.034632,RCG*RILUK,bad
8,99,100,0,1.034632,87025,1.034632,'Hybrid Block GMRES*CHEBYSHEV',good
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock Stochastic CG*RILUK',bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock CG*CHEBYSHEV',bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
8,99,100,0,1.034632,87025,1.034632,MINRES*ILUT,bad
8,99,100,0,1.034632,87025,1.034632,'Block GMRES*KRYLOV',bad
8,99,100,0,1.034632,87025,1.034632,PCPG*DIAGONAL,bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock Stochastic CG*KRYLOV',bad
8,99,100,0,1.034632,87025,1.034632,'Hybrid Block GMRES*DIAGONAL',good
8,99,100,0,1.034632,87025,1.034632,PCPG*CHEBYSHEV,bad
8,99,100,0,1.034632,87025,1.034632,'Block CG*KRYLOV',bad
8,99,100,0,1.034632,87025,1.034632,MINRES*CHEBYSHEV,bad
8,99,100,0,1.034632,87025,1.034632,'Block CG*RILUK',bad
8,99,100,0,1.034632,87025,1.034632,'Pseudoblock Stochastic CG*ILUT',bad
8,99,100,0,1.034632,87025,1.034632,MINRES*RILUK,bad
3,1,9900,-4,?,30000,?,'Pseudoblock GMRES*CHEBYSHEV',bad
3,1,9900,-4,?,30000,?,'Pseudoblock GMRES*ILUT',bad
3,1,9900,-4,?,30000,?,GCRODR*CHEBYSHEV,bad
3,1,9900,-4,?,30000,?,TFQMR*ILUT,bad
3,1,9900,-4,?,30000,?,TFQMR*CHEBYSHEV,bad
3,1,9900,-4,?,30000,?,GCRODR*ILUT,bad
3,1,9900,-4,?,30000,?,'Block GMRES*CHEBYSHEV',bad
3,1,9900,-4,?,30000,?,'Hybrid Block GMRES*ILUT',bad
3,1,9900,-4,?,30000,?,'Block GMRES*ILUT',bad
3,1,9900,-4,?,30000,?,'Hybrid Block GMRES*CHEBYSHEV',good
6,1,6993,-6,?,48459,?,'Pseudoblock GMRES*CHEBYSHEV',bad
6,1,6993,-6,?,48459,?,GCRODR*CHEBYSHEV,bad
6,1,6993,-6,?,48459,?,TFQMR*CHEBYSHEV,bad
6,1,6993,-6,?,48459,?,'Block GMRES*CHEBYSHEV',bad
6,1,6993,-6,?,48459,?,'Hybrid Block GMRES*CHEBYSHEV',good
8,99,100,-7.691349,1.267202,87025,1.427216,RCG*CHEBYSHEV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock GMRES*CHEBYSHEV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock CG*KRYLOV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock GMRES*ILUT',bad
8,99,100,-7.691349,1.267202,87025,1.427216,GCRODR*CHEBYSHEV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block GMRES*RILUK',bad
8,99,100,-7.691349,1.267202,87025,1.427216,PCPG*KRYLOV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock GMRES*RILUK',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block GMRES*DIAGONAL',bad
8,99,100,-7.691349,1.267202,87025,1.427216,PCPG*RELAXATION,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock Stochastic CG*DIAGONAL',bad
8,99,100,-7.691349,1.267202,87025,1.427216,PCPG*RILUK,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock GMRES*RELAXATION',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Hybrid Block GMRES*KRYLOV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,RCG*RELAXATION,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock GMRES*DIAGONAL',bad
8,99,100,-7.691349,1.267202,87025,1.427216,RCG*DIAGONAL,bad
8,99,100,-7.691349,1.267202,87025,1.427216,TFQMR*ILUT,bad
8,99,100,-7.691349,1.267202,87025,1.427216,PCPG*ILUT,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock CG*ILUT',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block CG*DIAGONAL',bad
8,99,100,-7.691349,1.267202,87025,1.427216,GCRODR*RILUK,bad
8,99,100,-7.691349,1.267202,87025,1.427216,GCRODR*RELAXATION,bad
8,99,100,-7.691349,1.267202,87025,1.427216,TFQMR*CHEBYSHEV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,TFQMR*DIAGONAL,bad
8,99,100,-7.691349,1.267202,87025,1.427216,GCRODR*DIAGONAL,bad
8,99,100,-7.691349,1.267202,87025,1.427216,TFQMR*RELAXATION,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Hybrid Block GMRES*RELAXATION',good
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock CG*RILUK',bad
8,99,100,-7.691349,1.267202,87025,1.427216,GCRODR*ILUT,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block GMRES*CHEBYSHEV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,MINRES*DIAGONAL,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock CG*DIAGONAL',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Hybrid Block GMRES*RILUK',bad
8,99,100,-7.691349,1.267202,87025,1.427216,TFQMR*RILUK,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block CG*ILUT',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock CG*RELAXATION',bad
8,99,100,-7.691349,1.267202,87025,1.427216,MINRES*RELAXATION,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock Stochastic CG*RELAXATION',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block CG*CHEBYSHEV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Hybrid Block GMRES*ILUT',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block GMRES*ILUT',bad
8,99,100,-7.691349,1.267202,87025,1.427216,RCG*ILUT,bad
8,99,100,-7.691349,1.267202,87025,1.427216,MINRES*KRYLOV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block GMRES*RELAXATION',bad
8,99,100,-7.691349,1.267202,87025,1.427216,RCG*KRYLOV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block CG*RELAXATION',bad
8,99,100,-7.691349,1.267202,87025,1.427216,TFQMR*KRYLOV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock GMRES*KRYLOV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,RCG*RILUK,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Hybrid Block GMRES*CHEBYSHEV',good
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock Stochastic CG*RILUK',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock CG*CHEBYSHEV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,MINRES*ILUT,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block GMRES*KRYLOV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,PCPG*DIAGONAL,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock Stochastic CG*KRYLOV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Hybrid Block GMRES*DIAGONAL',good
8,99,100,-7.691349,1.267202,87025,1.427216,PCPG*CHEBYSHEV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block CG*KRYLOV',bad
8,99,100,-7.691349,1.267202,87025,1.427216,MINRES*CHEBYSHEV,bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Block CG*RILUK',bad
8,99,100,-7.691349,1.267202,87025,1.427216,'Pseudoblock Stochastic CG*ILUT',bad
8,99,100,-7.691349,1.267202,87025,1.427216,MINRES*RILUK,bad
11,4,14782,-135413300,24.8499,203316,19.77358,'Pseudoblock GMRES*CHEBYSHEV',bad
11,4,14782,-135413300,24.8499,203316,19.77358,'Pseudoblock GMRES*ILUT',bad
11,4,14782,-135413300,24.8499,203316,19.77358,GCRODR*CHEBYSHEV,bad
11,4,14782,-135413300,24.8499,203316,19.77358,TFQMR*ILUT,bad
11,4,14782,-135413300,24.8499,203316,19.77358,TFQMR*CHEBYSHEV,bad
11,4,14782,-135413300,24.8499,203316,19.77358,GCRODR*ILUT,bad
11,4,14782,-135413300,24.8499,203316,19.77358,'Block GMRES*CHEBYSHEV',bad
11,4,14782,-135413300,24.8499,203316,19.77358,'Hybrid Block GMRES*ILUT',bad
11,4,14782,-135413300,24.8499,203316,19.77358,'Block GMRES*ILUT',bad
11,4,14782,-135413300,24.8499,203316,19.77358,'Hybrid Block GMRES*CHEBYSHEV',good
11,4,14782,-135413300,24.8499,203316,19.77358,MINRES*CHEBYSHEV,bad
4,1,85,-41.6,2.31597,34855,2.318063,RCG*CHEBYSHEV,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock GMRES*CHEBYSHEV',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock CG*KRYLOV',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock GMRES*ILUT',bad
4,1,85,-41.6,2.31597,34855,2.318063,GCRODR*CHEBYSHEV,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block GMRES*RILUK',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock GMRES*RILUK',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block GMRES*DIAGONAL',bad
4,1,85,-41.6,2.31597,34855,2.318063,PCPG*RELAXATION,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock Stochastic CG*DIAGONAL',bad
4,1,85,-41.6,2.31597,34855,2.318063,PCPG*RILUK,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock GMRES*RELAXATION',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Hybrid Block GMRES*KRYLOV',bad
4,1,85,-41.6,2.31597,34855,2.318063,RCG*RELAXATION,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock GMRES*DIAGONAL',bad
4,1,85,-41.6,2.31597,34855,2.318063,RCG*DIAGONAL,bad
4,1,85,-41.6,2.31597,34855,2.318063,TFQMR*ILUT,bad
4,1,85,-41.6,2.31597,34855,2.318063,PCPG*ILUT,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock CG*ILUT',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block CG*DIAGONAL',bad
4,1,85,-41.6,2.31597,34855,2.318063,GCRODR*RILUK,bad
4,1,85,-41.6,2.31597,34855,2.318063,GCRODR*RELAXATION,bad
4,1,85,-41.6,2.31597,34855,2.318063,TFQMR*CHEBYSHEV,bad
4,1,85,-41.6,2.31597,34855,2.318063,TFQMR*DIAGONAL,bad
4,1,85,-41.6,2.31597,34855,2.318063,GCRODR*DIAGONAL,bad
4,1,85,-41.6,2.31597,34855,2.318063,TFQMR*RELAXATION,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Hybrid Block GMRES*RELAXATION',good
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock CG*RILUK',bad
4,1,85,-41.6,2.31597,34855,2.318063,GCRODR*ILUT,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block GMRES*CHEBYSHEV',bad
4,1,85,-41.6,2.31597,34855,2.318063,MINRES*DIAGONAL,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock CG*DIAGONAL',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Hybrid Block GMRES*RILUK',bad
4,1,85,-41.6,2.31597,34855,2.318063,TFQMR*RILUK,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block CG*ILUT',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock CG*RELAXATION',bad
4,1,85,-41.6,2.31597,34855,2.318063,MINRES*RELAXATION,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock Stochastic CG*RELAXATION',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block CG*CHEBYSHEV',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Hybrid Block GMRES*ILUT',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block GMRES*ILUT',bad
4,1,85,-41.6,2.31597,34855,2.318063,RCG*ILUT,bad
4,1,85,-41.6,2.31597,34855,2.318063,MINRES*KRYLOV,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block GMRES*RELAXATION',bad
4,1,85,-41.6,2.31597,34855,2.318063,RCG*KRYLOV,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block CG*RELAXATION',bad
4,1,85,-41.6,2.31597,34855,2.318063,TFQMR*KRYLOV,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock GMRES*KRYLOV',bad
4,1,85,-41.6,2.31597,34855,2.318063,RCG*RILUK,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Hybrid Block GMRES*CHEBYSHEV',good
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock Stochastic CG*RILUK',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock CG*CHEBYSHEV',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
4,1,85,-41.6,2.31597,34855,2.318063,MINRES*ILUT,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block GMRES*KRYLOV',bad
4,1,85,-41.6,2.31597,34855,2.318063,PCPG*DIAGONAL,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock Stochastic CG*KRYLOV',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Hybrid Block GMRES*DIAGONAL',good
4,1,85,-41.6,2.31597,34855,2.318063,PCPG*CHEBYSHEV,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block CG*KRYLOV',bad
4,1,85,-41.6,2.31597,34855,2.318063,MINRES*CHEBYSHEV,bad
4,1,85,-41.6,2.31597,34855,2.318063,'Block CG*RILUK',bad
4,1,85,-41.6,2.31597,34855,2.318063,'Pseudoblock Stochastic CG*ILUT',bad
4,1,85,-41.6,2.31597,34855,2.318063,MINRES*RILUK,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,RCG*CHEBYSHEV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock GMRES*CHEBYSHEV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock CG*KRYLOV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock GMRES*ILUT',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,GCRODR*CHEBYSHEV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block GMRES*RILUK',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,PCPG*KRYLOV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock GMRES*RILUK',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block GMRES*DIAGONAL',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,PCPG*RELAXATION,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock Stochastic CG*DIAGONAL',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,PCPG*RILUK,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock GMRES*RELAXATION',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Hybrid Block GMRES*KRYLOV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,RCG*RELAXATION,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock GMRES*DIAGONAL',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,RCG*DIAGONAL,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,TFQMR*ILUT,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,PCPG*ILUT,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock CG*ILUT',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block CG*DIAGONAL',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,GCRODR*RILUK,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,GCRODR*RELAXATION,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,TFQMR*CHEBYSHEV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,TFQMR*DIAGONAL,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,GCRODR*DIAGONAL,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,TFQMR*RELAXATION,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Hybrid Block GMRES*RELAXATION',good
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock CG*RILUK',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,GCRODR*ILUT,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block GMRES*CHEBYSHEV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,MINRES*DIAGONAL,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock CG*DIAGONAL',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Hybrid Block GMRES*RILUK',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,TFQMR*RILUK,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block CG*ILUT',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock CG*RELAXATION',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,MINRES*RELAXATION,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock Stochastic CG*RELAXATION',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block CG*CHEBYSHEV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Hybrid Block GMRES*ILUT',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block GMRES*ILUT',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,GCRODR*KRYLOV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,RCG*ILUT,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,MINRES*KRYLOV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block GMRES*RELAXATION',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,RCG*KRYLOV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block CG*RELAXATION',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,TFQMR*KRYLOV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock GMRES*KRYLOV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,RCG*RILUK,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Hybrid Block GMRES*CHEBYSHEV',good
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock Stochastic CG*RILUK',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock CG*CHEBYSHEV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,MINRES*ILUT,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block GMRES*KRYLOV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,PCPG*DIAGONAL,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock Stochastic CG*KRYLOV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Hybrid Block GMRES*DIAGONAL',good
60,1,34064,-286.5564,8.814721,2190591,8.842271,PCPG*CHEBYSHEV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block CG*KRYLOV',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,MINRES*CHEBYSHEV,bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Block CG*RILUK',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,'Pseudoblock Stochastic CG*ILUT',bad
60,1,34064,-286.5564,8.814721,2190591,8.842271,MINRES*RILUK,bad
4,2,924,-1.278607E16,13.52287,6468,13.52287,'Pseudoblock GMRES*CHEBYSHEV',bad
4,2,924,-1.278607E16,13.52287,6468,13.52287,GCRODR*CHEBYSHEV,bad
4,2,924,-1.278607E16,13.52287,6468,13.52287,TFQMR*CHEBYSHEV,bad
4,2,924,-1.278607E16,13.52287,6468,13.52287,'Block GMRES*CHEBYSHEV',bad
4,2,924,-1.278607E16,13.52287,6468,13.52287,'Hybrid Block GMRES*CHEBYSHEV',good
10,110,369,-899061.3,22.86051,102876,22.86039,'Pseudoblock GMRES*CHEBYSHEV',bad
10,110,369,-899061.3,22.86051,102876,22.86039,'Pseudoblock GMRES*ILUT',bad
10,110,369,-899061.3,22.86051,102876,22.86039,GCRODR*CHEBYSHEV,bad
10,110,369,-899061.3,22.86051,102876,22.86039,'Block GMRES*RILUK',bad
10,110,369,-899061.3,22.86051,102876,22.86039,'Pseudoblock GMRES*RILUK',bad
10,110,369,-899061.3,22.86051,102876,22.86039,'Block GMRES*DIAGONAL',bad
10,110,369,-899061.3,22.86051,102876,22.86039,'Pseudoblock GMRES*RELAXATION',bad
10,110,369,-899061.3,22.86051,102876,22.86039,'Hybrid Block GMRES*KRYLOV',bad
10,110,369,-899061.3,22.86051,102876,22.86039,'Pseudoblock GMRES*DIAGONAL',bad
10,110,369,-899061.3,22.86051,102876,22.86039,TFQMR*ILUT,bad
10,110,369,-899061.3,22.86051,102876,22.86039,GCRODR*RILUK,bad
10,110,369,-899061.3,22.86051,102876,22.86039,GCRODR*RELAXATION,bad
10,110,369,-899061.3,22.86051,102876,22.86039,TFQMR*CHEBYSHEV,bad
10,110,369,-899061.3,22.86051,102876,22.86039,TFQMR*DIAGONAL,bad
